#
#       Peak Name  Conv_flg Overlap_flg
#         153N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   111.125     6.477
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1111147e+02  1.8453069e-03
# w1(Hz)        3.5195010e+01  5.0965829e-01
# g1            1.1841997e+00  1.9285367e-01
# f02(ppm)      6.4823979e+00  1.3455532e-04
# w2(Hz)        2.4867754e+01  3.2719998e-01
# g2            8.1891891e-01  6.4067085e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    2.5032704e+03  1.5719354e+02
   3.000e+01    2.3646430e+03  1.4973137e+02
   1.000e+00    9.1255043e+02  7.9176030e+01
   2.700e+01    2.1641979e+03  1.3906339e+02
   2.000e+00    1.8261804e+03  1.2149439e+02
   2.400e+01    2.5519251e+03  1.5982613e+02
   3.000e+00    8.9904594e+02  7.8649809e+01
   2.100e+01    2.1565413e+03  1.3865883e+02
   4.000e+00    7.5300889e+02  7.3259509e+01
   1.800e+01    2.7445208e+03  1.7031251e+02
   5.000e+00    1.4399273e+03  1.0236885e+02
   1.500e+01    2.5295611e+03  1.5861467e+02
   6.000e+00    1.3650850e+03  9.8827443e+01
   1.200e+01    1.3505085e+03  9.8145554e+01
   7.000e+00    1.3236475e+03  9.6895547e+01
   1.000e+01    1.8499001e+03  1.2270584e+02
   8.000e+00    1.3003133e+03  9.5817567e+01
   4.000e+00    1.5427829e+03  1.0733375e+02
   1.000e+00    1.1916241e+03  9.0894271e+01
   2.700e+01    2.3911921e+03  1.5115540e+02
