#
#       Peak Name  Conv_flg Overlap_flg
#          33N-HN         1           7
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   118.750     8.605
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1876523e+02  8.4619845e-04
# w1(Hz)        2.1920349e+01  2.0474346e-01
# g1            9.3806641e-01  5.9536681e-02
# f02(ppm)      8.6043472e+00  1.0430832e-04
# w2(Hz)        2.2037035e+01  3.3643017e-01
# g2           -4.5334520e-02  2.4365685e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    2.5747334e+04  6.5423956e+02
   3.000e+01    2.0023750e+04  5.7067361e+02
   1.000e+00    1.0913354e+04  4.6568888e+02
   2.700e+01    2.0682619e+04  5.7962720e+02
   2.000e+00    1.0511715e+04  4.6205968e+02
   2.400e+01    2.1279543e+04  5.8775854e+02
   3.000e+00    1.2900480e+04  4.8506981e+02
   2.100e+01    2.0774097e+04  5.8083349e+02
   4.000e+00    1.3955667e+04  4.9625734e+02
   1.800e+01    2.0868747e+04  5.8212809e+02
   5.000e+00    1.5699658e+04  5.1601947e+02
   1.500e+01    2.0925230e+04  5.8295739e+02
   6.000e+00    1.6645160e+04  5.2730073e+02
   1.200e+01    1.9720478e+04  5.6659053e+02
   7.000e+00    1.7316174e+04  5.3550512e+02
   1.000e+01    1.9902611e+04  5.6903971e+02
   8.000e+00    1.8230893e+04  5.4711601e+02
   4.000e+00    1.3638565e+04  4.9286280e+02
   1.000e+00    1.0324427e+04  4.6039740e+02
   2.700e+01    2.1390748e+04  5.8931829e+02
