#
#       Peak Name  Conv_flg Overlap_flg
#          25N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.678     8.074
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2071628e+02  6.6339854e-05
# w1(Hz)        1.3936934e+01  1.6608803e-02
# g1            5.8336362e-01  4.0257041e-03
# f02(ppm)      8.0765294e+00  8.7858764e-06
# w2(Hz)        1.7844102e+01  2.2880099e-02
# g2            4.4498280e-01  3.6972234e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.2250582e+05  4.3607279e+02
   3.000e+01    1.1391848e+05  4.2968646e+02
   1.000e+00    1.1185666e+05  4.2820875e+02
   2.700e+01    1.1346398e+05  4.2935884e+02
   2.000e+00    1.1190064e+05  4.2824004e+02
   2.400e+01    1.1317048e+05  4.2914784e+02
   3.000e+00    1.1324542e+05  4.2920167e+02
   2.100e+01    1.1327281e+05  4.2922135e+02
   4.000e+00    1.1370459e+05  4.2953214e+02
   1.800e+01    1.1339474e+05  4.2930902e+02
   5.000e+00    1.1322429e+05  4.2918649e+02
   1.500e+01    1.1375523e+05  4.2956866e+02
   6.000e+00    1.1422078e+05  4.2990496e+02
   1.200e+01    1.1352643e+05  4.2940379e+02
   7.000e+00    1.1352825e+05  4.2940510e+02
   1.000e+01    1.1353946e+05  4.2941317e+02
   8.000e+00    1.1363633e+05  4.2948295e+02
   4.000e+00    1.1313489e+05  4.2912228e+02
   1.000e+00    1.1188668e+05  4.2823010e+02
   2.700e+01    1.1395479e+05  4.2971268e+02
