#    OFFSETS               I           I_err
    -1321.34    3.011350e+07    1.118821e+06
   -1288.914    3.122327e+07    1.118821e+06
   -1256.489    3.293009e+07    1.118821e+06
   -1224.063    3.069285e+07    1.118821e+06
   -1191.638    3.137213e+07    1.118821e+06
   -1159.212    3.192882e+07    1.118821e+06
   -1126.787    2.908249e+07    1.118821e+06
   -1094.361    3.109883e+07    1.118821e+06
   -1061.936    3.130293e+07    1.118821e+06
    -1029.51    3.246641e+07    1.118821e+06
   -997.0848    3.209016e+07    1.118821e+06
   -964.6593    2.995187e+07    1.118821e+06
   -932.2337    3.126135e+07    1.118821e+06
   -899.8082    3.058560e+07    1.118821e+06
   -867.3827    2.969936e+07    1.118821e+06
   -834.9572    3.017290e+07    1.118821e+06
   -802.5316    3.045227e+07    1.118821e+06
   -770.1061    3.109422e+07    1.118821e+06
   -737.6806    2.941125e+07    1.118821e+06
    -11000.0    5.638279e+07    1.118821e+06
   -705.2551    2.884862e+07    1.118821e+06
   -672.8296    3.087165e+07    1.118821e+06
    -640.404    3.043567e+07    1.118821e+06
   -607.9785    3.070996e+07    1.118821e+06
    -575.553    3.249342e+07    1.118821e+06
   -543.1275    2.907533e+07    1.118821e+06
    -510.702    2.327018e+07    1.118821e+06
   -478.2764    1.631247e+07    1.118821e+06
   -445.8509    2.056724e+07    1.118821e+06
   -413.4254    3.039021e+07    1.118821e+06
   -380.9999    2.823917e+07    1.118821e+06
   -348.5744    2.947134e+07    1.118821e+06
   -316.1488    3.154360e+07    1.118821e+06
   -283.7233    3.033090e+07    1.118821e+06
   -251.2978    3.038435e+07    1.118821e+06
   -218.8723    3.038983e+07    1.118821e+06
   -186.4467    2.982187e+07    1.118821e+06
   -154.0212    3.014151e+07    1.118821e+06
   -121.5957    3.020358e+07    1.118821e+06
    -11000.0    5.642160e+07    1.118821e+06
   -89.17018    3.151352e+07    1.118821e+06
   -56.74466    3.055768e+07    1.118821e+06
   -24.31914    3.011166e+07    1.118821e+06
     8.10638    2.998275e+07    1.118821e+06
     40.5319    3.131852e+07    1.118821e+06
    72.95742    3.144056e+07    1.118821e+06
    105.3829    3.045908e+07    1.118821e+06
    137.8085    3.102414e+07    1.118821e+06
     170.234    3.142691e+07    1.118821e+06
    202.6595    3.174721e+07    1.118821e+06
     235.085    2.979256e+07    1.118821e+06
    267.5105    3.068156e+07    1.118821e+06
    299.9361    3.094964e+07    1.118821e+06
    332.3616    3.023454e+07    1.118821e+06
    364.7871    3.063220e+07    1.118821e+06
    397.2126    3.047481e+07    1.118821e+06
    429.6382    3.084733e+07    1.118821e+06
    462.0637    3.161371e+07    1.118821e+06
    494.4892    3.048677e+07    1.118821e+06
    -11000.0    5.765362e+07    1.118821e+06
    526.9147    3.142480e+07    1.118821e+06
    559.3402    3.128287e+07    1.118821e+06
    591.7658    3.148570e+07    1.118821e+06
    624.1913    3.041462e+07    1.118821e+06
    656.6168    2.944958e+07    1.118821e+06
    689.0423    3.126921e+07    1.118821e+06
    721.4678    3.129265e+07    1.118821e+06
    753.8934    3.148834e+07    1.118821e+06
    786.3189    3.087899e+07    1.118821e+06
    818.7444    3.264470e+07    1.118821e+06
    851.1699    3.023753e+07    1.118821e+06
    883.5955    3.066794e+07    1.118821e+06
     916.021    3.065887e+07    1.118821e+06
    948.4465    3.016385e+07    1.118821e+06
     980.872    3.101301e+07    1.118821e+06
    1013.298    3.149304e+07    1.118821e+06
    1045.723    3.158490e+07    1.118821e+06
    1078.149    2.971159e+07    1.118821e+06
    1110.574    3.018522e+07    1.118821e+06
    -11000.0    5.595152e+07    1.118821e+06
