#    OFFSETS               I           I_err
    -1321.34    4.174457e+07    7.066676e+05
   -1288.914    4.170653e+07    7.066676e+05
   -1256.489    4.216588e+07    7.066676e+05
   -1224.063    4.102937e+07    7.066676e+05
   -1191.638    4.249774e+07    7.066676e+05
   -1159.212    4.193975e+07    7.066676e+05
   -1126.787    4.265464e+07    7.066676e+05
   -1094.361    4.212501e+07    7.066676e+05
   -1061.936    4.245348e+07    7.066676e+05
    -1029.51    4.201746e+07    7.066676e+05
   -997.0848    4.032910e+07    7.066676e+05
   -964.6593    4.195072e+07    7.066676e+05
   -932.2337    4.223301e+07    7.066676e+05
   -899.8082    4.385973e+07    7.066676e+05
   -867.3827    4.136161e+07    7.066676e+05
   -834.9572    4.080852e+07    7.066676e+05
   -802.5316    4.127641e+07    7.066676e+05
   -770.1061    4.095300e+07    7.066676e+05
   -737.6806    4.146301e+07    7.066676e+05
    -11000.0    7.638885e+07    7.066676e+05
   -705.2551    4.210346e+07    7.066676e+05
   -672.8296    4.105007e+07    7.066676e+05
    -640.404    4.113822e+07    7.066676e+05
   -607.9785    4.128603e+07    7.066676e+05
    -575.553    4.222300e+07    7.066676e+05
   -543.1275    4.124877e+07    7.066676e+05
    -510.702    4.159833e+07    7.066676e+05
   -478.2764    4.192380e+07    7.066676e+05
   -445.8509    4.085892e+07    7.066676e+05
   -413.4254    4.149822e+07    7.066676e+05
   -380.9999    4.173229e+07    7.066676e+05
   -348.5744    3.988703e+07    7.066676e+05
   -316.1488    3.482926e+07    7.066676e+05
   -283.7233    3.066536e+07    7.066676e+05
   -251.2978    2.335513e+07    7.066676e+05
   -218.8723    3.903795e+07    7.066676e+05
   -186.4467    3.948125e+07    7.066676e+05
   -154.0212    4.138740e+07    7.066676e+05
   -121.5957    4.156531e+07    7.066676e+05
    -11000.0    7.583326e+07    7.066676e+05
   -89.17018    4.167727e+07    7.066676e+05
   -56.74466    4.093908e+07    7.066676e+05
   -24.31914    4.184722e+07    7.066676e+05
     8.10638    4.056524e+07    7.066676e+05
     40.5319    4.075021e+07    7.066676e+05
    72.95742    4.205195e+07    7.066676e+05
    105.3829    4.056007e+07    7.066676e+05
    137.8085    4.253209e+07    7.066676e+05
     170.234    4.165750e+07    7.066676e+05
    202.6595    4.282696e+07    7.066676e+05
     235.085    4.222748e+07    7.066676e+05
    267.5105    4.210148e+07    7.066676e+05
    299.9361    4.201270e+07    7.066676e+05
    332.3616    4.287462e+07    7.066676e+05
    364.7871    4.120439e+07    7.066676e+05
    397.2126    4.250059e+07    7.066676e+05
    429.6382    4.121997e+07    7.066676e+05
    462.0637    4.171999e+07    7.066676e+05
    494.4892    4.175264e+07    7.066676e+05
    -11000.0    7.436407e+07    7.066676e+05
    526.9147    4.172516e+07    7.066676e+05
    559.3402    4.331766e+07    7.066676e+05
    591.7658    4.210092e+07    7.066676e+05
    624.1913    4.292530e+07    7.066676e+05
    656.6168    4.139935e+07    7.066676e+05
    689.0423    4.148442e+07    7.066676e+05
    721.4678    4.214660e+07    7.066676e+05
    753.8934    4.244412e+07    7.066676e+05
    786.3189    4.253981e+07    7.066676e+05
    818.7444    4.177803e+07    7.066676e+05
    851.1699    4.114761e+07    7.066676e+05
    883.5955    4.093428e+07    7.066676e+05
     916.021    4.151711e+07    7.066676e+05
    948.4465    4.129346e+07    7.066676e+05
     980.872    4.233542e+07    7.066676e+05
    1013.298    4.297403e+07    7.066676e+05
    1045.723    4.045456e+07    7.066676e+05
    1078.149    4.104757e+07    7.066676e+05
    1110.574    4.312545e+07    7.066676e+05
    -11000.0    7.607895e+07    7.066676e+05
