#    OFFSETS               I           I_err
    -1321.34    6.002857e+07    7.342946e+05
   -1288.914    6.001737e+07    7.342946e+05
   -1256.489    5.980916e+07    7.342946e+05
   -1224.063    6.010047e+07    7.342946e+05
   -1191.638    6.145555e+07    7.342946e+05
   -1159.212    5.989540e+07    7.342946e+05
   -1126.787    5.807746e+07    7.342946e+05
   -1094.361    5.869583e+07    7.342946e+05
   -1061.936    6.029579e+07    7.342946e+05
    -1029.51    6.050088e+07    7.342946e+05
   -997.0848    6.198308e+07    7.342946e+05
   -964.6593    5.965845e+07    7.342946e+05
   -932.2337    6.018333e+07    7.342946e+05
   -899.8082    6.100579e+07    7.342946e+05
   -867.3827    5.919312e+07    7.342946e+05
   -834.9572    5.918994e+07    7.342946e+05
   -802.5316    5.969582e+07    7.342946e+05
   -770.1061    5.954782e+07    7.342946e+05
   -737.6806    6.075920e+07    7.342946e+05
    -11000.0    1.154141e+08    7.342946e+05
   -705.2551    6.020318e+07    7.342946e+05
   -672.8296    6.035864e+07    7.342946e+05
    -640.404    5.871849e+07    7.342946e+05
   -607.9785    6.031832e+07    7.342946e+05
    -575.553    5.933303e+07    7.342946e+05
   -543.1275    6.041632e+07    7.342946e+05
    -510.702    5.977088e+07    7.342946e+05
   -478.2764    6.078447e+07    7.342946e+05
   -445.8509    6.041038e+07    7.342946e+05
   -413.4254    6.102752e+07    7.342946e+05
   -380.9999    6.103059e+07    7.342946e+05
   -348.5744    6.045034e+07    7.342946e+05
   -316.1488    5.984084e+07    7.342946e+05
   -283.7233    6.066262e+07    7.342946e+05
   -251.2978    6.073959e+07    7.342946e+05
   -218.8723    5.907996e+07    7.342946e+05
   -186.4467    5.911445e+07    7.342946e+05
   -154.0212    5.970673e+07    7.342946e+05
   -121.5957    5.979995e+07    7.342946e+05
    -11000.0    1.172550e+08    7.342946e+05
   -89.17018    5.872779e+07    7.342946e+05
   -56.74466    6.029688e+07    7.342946e+05
   -24.31914    5.865014e+07    7.342946e+05
     8.10638    5.550310e+07    7.342946e+05
     40.5319    3.908029e+07    7.342946e+05
    72.95742    2.311151e+07    7.342946e+05
    105.3829    5.536124e+07    7.342946e+05
    137.8085    5.993874e+07    7.342946e+05
     170.234    6.049068e+07    7.342946e+05
    202.6595    6.039355e+07    7.342946e+05
     235.085    5.923524e+07    7.342946e+05
    267.5105    6.053251e+07    7.342946e+05
    299.9361    6.015272e+07    7.342946e+05
    332.3616    5.888719e+07    7.342946e+05
    364.7871    5.922411e+07    7.342946e+05
    397.2126    5.936751e+07    7.342946e+05
    429.6382    6.225563e+07    7.342946e+05
    462.0637    5.996271e+07    7.342946e+05
    494.4892    6.003605e+07    7.342946e+05
    -11000.0    1.156800e+08    7.342946e+05
    526.9147    5.947387e+07    7.342946e+05
    559.3402    6.079159e+07    7.342946e+05
    591.7658    5.961641e+07    7.342946e+05
    624.1913    5.874556e+07    7.342946e+05
    656.6168    5.949145e+07    7.342946e+05
    689.0423    6.114133e+07    7.342946e+05
    721.4678    5.945549e+07    7.342946e+05
    753.8934    6.010684e+07    7.342946e+05
    786.3189    5.978691e+07    7.342946e+05
    818.7444    5.972462e+07    7.342946e+05
    851.1699    5.987380e+07    7.342946e+05
    883.5955    5.949307e+07    7.342946e+05
     916.021    5.998390e+07    7.342946e+05
    948.4465    5.960172e+07    7.342946e+05
     980.872    6.044929e+07    7.342946e+05
    1013.298    5.953143e+07    7.342946e+05
    1045.723    5.978806e+07    7.342946e+05
    1078.149    5.870349e+07    7.342946e+05
    1110.574    5.898366e+07    7.342946e+05
    -11000.0    1.138986e+08    7.342946e+05
