#    OFFSETS               I           I_err
    -1321.34    3.088457e+07    7.352400e+05
   -1288.914    3.036279e+07    7.352400e+05
   -1256.489    2.993349e+07    7.352400e+05
   -1224.063    3.013212e+07    7.352400e+05
   -1191.638    3.118488e+07    7.352400e+05
   -1159.212    2.935899e+07    7.352400e+05
   -1126.787    3.139099e+07    7.352400e+05
   -1094.361    2.998196e+07    7.352400e+05
   -1061.936    3.082373e+07    7.352400e+05
    -1029.51    2.952272e+07    7.352400e+05
   -997.0848    2.732603e+07    7.352400e+05
   -964.6593    2.503463e+07    7.352400e+05
   -932.2337   -2.356377e+06    7.352400e+05
   -899.8082    2.736573e+07    7.352400e+05
   -867.3827    2.894285e+07    7.352400e+05
   -834.9572    3.000971e+07    7.352400e+05
   -802.5316    2.976616e+07    7.352400e+05
   -770.1061    3.176335e+07    7.352400e+05
   -737.6806    2.941950e+07    7.352400e+05
    -11000.0    5.427665e+07    7.352400e+05
   -705.2551    3.143134e+07    7.352400e+05
   -672.8296    3.112041e+07    7.352400e+05
    -640.404    3.092561e+07    7.352400e+05
   -607.9785    3.130826e+07    7.352400e+05
    -575.553    3.088135e+07    7.352400e+05
   -543.1275    3.011734e+07    7.352400e+05
    -510.702    3.087480e+07    7.352400e+05
   -478.2764    3.107990e+07    7.352400e+05
   -445.8509    2.999151e+07    7.352400e+05
   -413.4254    3.054856e+07    7.352400e+05
   -380.9999    2.847618e+07    7.352400e+05
   -348.5744    3.017825e+07    7.352400e+05
   -316.1488    2.918416e+07    7.352400e+05
   -283.7233    2.871537e+07    7.352400e+05
   -251.2978    2.989770e+07    7.352400e+05
   -218.8723    3.131767e+07    7.352400e+05
   -186.4467    3.017764e+07    7.352400e+05
   -154.0212    2.992588e+07    7.352400e+05
   -121.5957    2.931683e+07    7.352400e+05
    -11000.0    5.578839e+07    7.352400e+05
   -89.17018    3.024511e+07    7.352400e+05
   -56.74466    3.012772e+07    7.352400e+05
   -24.31914    3.009462e+07    7.352400e+05
     8.10638    3.052732e+07    7.352400e+05
     40.5319    3.035931e+07    7.352400e+05
    72.95742    3.017138e+07    7.352400e+05
    105.3829    3.023044e+07    7.352400e+05
    137.8085    3.150944e+07    7.352400e+05
     170.234    3.058924e+07    7.352400e+05
    202.6595    3.138861e+07    7.352400e+05
     235.085    3.000367e+07    7.352400e+05
    267.5105    2.951407e+07    7.352400e+05
    299.9361    3.157890e+07    7.352400e+05
    332.3616    3.001151e+07    7.352400e+05
    364.7871    3.060355e+07    7.352400e+05
    397.2126    3.093068e+07    7.352400e+05
    429.6382    2.975993e+07    7.352400e+05
    462.0637    3.101733e+07    7.352400e+05
    494.4892    2.962618e+07    7.352400e+05
    -11000.0    5.518297e+07    7.352400e+05
    526.9147    3.151828e+07    7.352400e+05
    559.3402    2.994185e+07    7.352400e+05
    591.7658    2.905372e+07    7.352400e+05
    624.1913    3.098320e+07    7.352400e+05
    656.6168    3.130522e+07    7.352400e+05
    689.0423    3.006074e+07    7.352400e+05
    721.4678    3.034225e+07    7.352400e+05
    753.8934    3.053347e+07    7.352400e+05
    786.3189    3.000398e+07    7.352400e+05
    818.7444    3.068376e+07    7.352400e+05
    851.1699    3.084973e+07    7.352400e+05
    883.5955    3.192055e+07    7.352400e+05
     916.021    3.032047e+07    7.352400e+05
    948.4465    3.086845e+07    7.352400e+05
     980.872    2.982086e+07    7.352400e+05
    1013.298    3.054410e+07    7.352400e+05
    1045.723    2.885620e+07    7.352400e+05
    1078.149    3.042489e+07    7.352400e+05
    1110.574    3.040395e+07    7.352400e+05
    -11000.0    5.520099e+07    7.352400e+05
