#    OFFSETS               I           I_err
    -1321.34    7.316099e+07    6.447804e+05
   -1288.914    7.336462e+07    6.447804e+05
   -1256.489    7.275029e+07    6.447804e+05
   -1224.063    7.379480e+07    6.447804e+05
   -1191.638    7.384273e+07    6.447804e+05
   -1159.212    7.328510e+07    6.447804e+05
   -1126.787    7.349267e+07    6.447804e+05
   -1094.361    7.327353e+07    6.447804e+05
   -1061.936    7.314144e+07    6.447804e+05
    -1029.51    7.383695e+07    6.447804e+05
   -997.0848    7.369782e+07    6.447804e+05
   -964.6593    7.425765e+07    6.447804e+05
   -932.2337    7.335318e+07    6.447804e+05
   -899.8082    7.241499e+07    6.447804e+05
   -867.3827    7.331589e+07    6.447804e+05
   -834.9572    7.441605e+07    6.447804e+05
   -802.5316    7.311155e+07    6.447804e+05
   -770.1061    7.415163e+07    6.447804e+05
   -737.6806    7.362257e+07    6.447804e+05
    -11000.0    1.275255e+08    6.447804e+05
   -705.2551    7.343544e+07    6.447804e+05
   -672.8296    7.326194e+07    6.447804e+05
    -640.404    7.347247e+07    6.447804e+05
   -607.9785    7.389480e+07    6.447804e+05
    -575.553    7.305450e+07    6.447804e+05
   -543.1275    7.315687e+07    6.447804e+05
    -510.702    7.277230e+07    6.447804e+05
   -478.2764    7.395114e+07    6.447804e+05
   -445.8509    7.390176e+07    6.447804e+05
   -413.4254    7.373478e+07    6.447804e+05
   -380.9999    7.377476e+07    6.447804e+05
   -348.5744    7.337811e+07    6.447804e+05
   -316.1488    7.370563e+07    6.447804e+05
   -283.7233    7.264750e+07    6.447804e+05
   -251.2978    7.336467e+07    6.447804e+05
   -218.8723    7.372329e+07    6.447804e+05
   -186.4467    7.246872e+07    6.447804e+05
   -154.0212    7.244858e+07    6.447804e+05
   -121.5957    7.284734e+07    6.447804e+05
    -11000.0    1.284209e+08    6.447804e+05
   -89.17018    7.350171e+07    6.447804e+05
   -56.74466    7.373266e+07    6.447804e+05
   -24.31914    7.267433e+07    6.447804e+05
     8.10638    7.341739e+07    6.447804e+05
     40.5319    7.350400e+07    6.447804e+05
    72.95742    7.277399e+07    6.447804e+05
    105.3829    7.249877e+07    6.447804e+05
    137.8085    7.107845e+07    6.447804e+05
     170.234    6.800825e+07    6.447804e+05
    202.6595    4.120504e+07    6.447804e+05
     235.085    5.194288e+07    6.447804e+05
    267.5105    6.986502e+07    6.447804e+05
    299.9361    7.265736e+07    6.447804e+05
    332.3616    7.329298e+07    6.447804e+05
    364.7871    7.325808e+07    6.447804e+05
    397.2126    7.389827e+07    6.447804e+05
    429.6382    7.335978e+07    6.447804e+05
    462.0637    7.254719e+07    6.447804e+05
    494.4892    7.240329e+07    6.447804e+05
    -11000.0    1.260528e+08    6.447804e+05
    526.9147    7.381332e+07    6.447804e+05
    559.3402    7.346476e+07    6.447804e+05
    591.7658    7.346864e+07    6.447804e+05
    624.1913    7.320369e+07    6.447804e+05
    656.6168    7.440438e+07    6.447804e+05
    689.0423    7.429426e+07    6.447804e+05
    721.4678    7.364513e+07    6.447804e+05
    753.8934    7.401474e+07    6.447804e+05
    786.3189    7.364284e+07    6.447804e+05
    818.7444    7.439868e+07    6.447804e+05
    851.1699    7.370864e+07    6.447804e+05
    883.5955    7.233167e+07    6.447804e+05
     916.021    7.317368e+07    6.447804e+05
    948.4465    7.374097e+07    6.447804e+05
     980.872    7.259425e+07    6.447804e+05
    1013.298    7.355378e+07    6.447804e+05
    1045.723    7.376114e+07    6.447804e+05
    1078.149    7.414057e+07    6.447804e+05
    1110.574    7.407840e+07    6.447804e+05
    -11000.0    1.265770e+08    6.447804e+05
