0.000e+00	1.2194400e+06	2.1884200e+04
4.000e+01	4.8119102e+05	2.1884200e+04
1.000e+00	3.7351447e+05	2.1884200e+04
3.600e+01	5.1045758e+05	2.1884200e+04
2.000e+00	3.5339371e+05	2.1884200e+04
3.200e+01	4.8277630e+05	2.1884200e+04
3.000e+00	3.7205114e+05	2.1884200e+04
3.000e+01	5.0972592e+05	2.1884200e+04
4.000e+00	4.2997454e+05	2.1884200e+04
2.800e+01	5.0253122e+05	2.1884200e+04
5.000e+00	4.6509442e+05	2.1884200e+04
2.600e+01	5.0399455e+05	2.1884200e+04
6.000e+00	4.5143669e+05	2.1884200e+04
2.400e+01	4.9801930e+05	2.1884200e+04
7.000e+00	4.6594802e+05	2.1884200e+04
2.200e+01	4.9106849e+05	2.1884200e+04
8.000e+00	4.3863257e+05	2.1884200e+04
2.000e+01	5.1167702e+05	2.1884200e+04
9.000e+00	4.8119102e+05	2.1884200e+04
1.800e+01	4.7350855e+05	2.1884200e+04
1.000e+01	5.0070206e+05	2.1884200e+04
1.600e+01	4.9972651e+05	2.1884200e+04
1.100e+01	4.7887409e+05	2.1884200e+04
1.400e+01	4.9826318e+05	2.1884200e+04
1.200e+01	4.8448351e+05	2.1884200e+04
1.000e+00	3.5290594e+05	2.1884200e+04
4.000e+01	4.6936246e+05	2.1884200e+04
2.000e+00	3.6314923e+05	2.1884200e+04
3.600e+01	4.8533712e+05	2.1884200e+04
