#
#       Peak Name  Conv_flg Overlap_flg
#         128N-HN         1           3
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   115.417     6.908
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1551328e+02  1.1365944e-03
# w1(Hz)        1.5411799e+01  1.6007772e-01
# g1            1.5856305e+00  1.2258532e-01
# f02(ppm)      6.8932887e+00  2.2330138e-04
# w2(Hz)        3.1290348e+01  2.7695855e-01
# g2            6.6906957e+01  9.0962192e+01
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.5254125e+02  2.0135448e+02
   3.000e+01    1.2672052e+02  1.6729864e+02
   1.000e+00    1.1712750e+02  1.5464544e+02
   2.700e+01    1.3094474e+02  1.7286866e+02
   2.000e+00    1.2298499e+02  1.6237015e+02
   2.400e+01    1.3129433e+02  1.7332989e+02
   3.000e+00    1.2582183e+02  1.6611174e+02
   2.100e+01    1.3014086e+02  1.7180872e+02
   4.000e+00    1.2751797e+02  1.6834903e+02
   1.800e+01    1.3203304e+02  1.7430407e+02
   5.000e+00    1.2752586e+02  1.6835978e+02
   1.500e+01    1.3137232e+02  1.7343262e+02
   6.000e+00    1.3385111e+02  1.7670067e+02
   1.200e+01    1.3530373e+02  1.7861683e+02
   7.000e+00    1.3402190e+02  1.7692590e+02
   1.000e+01    1.3598832e+02  1.7951953e+02
   8.000e+00    1.3163572e+02  1.7377960e+02
   4.000e+00    1.2345503e+02  1.6299135e+02
   1.000e+00    1.2126623e+02  1.6010243e+02
   2.700e+01    1.3263674e+02  1.7510018e+02
