#
#       Peak Name  Conv_flg Overlap_flg
#         100N-HN         1           8
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.427     8.283
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2043395e+02  9.2099545e-05
# w1(Hz)        1.3570819e+01  1.3920552e-02
# g1            8.4129215e-01  5.2527004e-03
# f02(ppm)      8.2820707e+00  1.0358638e-05
# w2(Hz)        1.5089614e+01  1.5771226e-02
# g2            6.8090682e-01  4.3382309e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    3.8535175e+04  1.4614735e+02
   3.000e+01    2.9261187e+04  1.3408759e+02
   1.000e+00    2.9203495e+04  1.3411593e+02
   2.700e+01    2.9387218e+04  1.3425055e+02
   2.000e+00    2.9348667e+04  1.3426343e+02
   2.400e+01    2.9451329e+04  1.3433411e+02
   3.000e+00    2.9318000e+04  1.3415788e+02
   2.100e+01    2.9450858e+04  1.3430471e+02
   4.000e+00    2.9352906e+04  1.3424894e+02
   1.800e+01    2.9538559e+04  1.3439143e+02
   5.000e+00    2.9268989e+04  1.3417405e+02
   1.500e+01    2.9433283e+04  1.3433092e+02
   6.000e+00    2.9599149e+04  1.3453870e+02
   1.200e+01    2.9391903e+04  1.3427533e+02
   7.000e+00    2.9294103e+04  1.3413299e+02
   1.000e+01    2.9618894e+04  1.3450203e+02
   8.000e+00    2.9320537e+04  1.3422717e+02
   4.000e+00    2.9318647e+04  1.3418441e+02
   1.000e+00    2.9132598e+04  1.3403757e+02
   2.700e+01    2.9448070e+04  1.3428172e+02
