#
#       Peak Name  Conv_flg Overlap_flg
#          32N-HN         1           2
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   125.348     7.582
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2534824e+02  6.2897253e-04
# w1(Hz)        2.0942069e+01  9.9077611e-02
# g1            1.0887053e+00  4.6717316e-02
# f02(ppm)      7.5778251e+00  5.4943481e-05
# w2(Hz)        1.7369752e+01  8.9762202e-02
# g2            5.1748772e-01  1.9949082e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    1.5723475e+04  2.7468252e+02
   3.000e+01    1.0737668e+04  2.1242075e+02
   1.000e+00    5.3112273e+03  1.5860980e+02
   2.700e+01    1.0282206e+04  2.0721134e+02
   2.000e+00    5.4824468e+03  1.5996077e+02
   2.400e+01    1.0518360e+04  2.0990219e+02
   3.000e+00    5.3523316e+03  1.5894593e+02
   2.100e+01    9.7977821e+03  2.0177559e+02
   4.000e+00    5.2849414e+03  1.5842288e+02
   1.800e+01    9.4226421e+03  1.9765287e+02
   5.000e+00    5.3388595e+03  1.5884722e+02
   1.500e+01    8.8943198e+03  1.9196935e+02
   6.000e+00    5.5147763e+03  1.6022461e+02
   1.200e+01    7.9367871e+03  1.8208739e+02
   7.000e+00    6.0160148e+03  1.6433155e+02
   1.000e+01    7.4292974e+03  1.7712224e+02
   8.000e+00    6.1327634e+03  1.6531806e+02
   4.000e+00    5.2957898e+03  1.5850740e+02
   1.000e+00    5.2856534e+03  1.5842449e+02
   2.700e+01    1.0569225e+04  2.1049490e+02
