# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  3.21936e+06
# Free Parameters:           23
# Data Points    :        13311
#   F2(ppm)     F1(ppm)        Data        Calc 
 8.1430e+00  1.1602e+02 -2.8923e+04 -1.6964e+02 
 8.1466e+00  1.1602e+02 -3.7008e+04 -2.7288e+02 
 8.1503e+00  1.1602e+02 -4.5480e+04 -4.2294e+02 
 8.1540e+00  1.1602e+02 -5.4811e+04 -6.2038e+02 
 8.1576e+00  1.1602e+02 -6.4079e+04 -8.5208e+02 
 8.1613e+00  1.1602e+02 -6.6152e+04 -1.0884e+03 
 8.1649e+00  1.1602e+02 -5.3775e+04 -1.2851e+03 
 8.1686e+00  1.1602e+02 -5.1906e+04 -1.3923e+03 
 8.1723e+00  1.1602e+02 -5.4927e+04 -1.3761e+03 
 8.1759e+00  1.1602e+02 -4.9786e+04 -1.2422e+03 
 8.1796e+00  1.1602e+02 -4.1297e+04 -1.0308e+03 
 8.1833e+00  1.1602e+02 -3.5895e+04 -7.9189e+02 
 8.1869e+00  1.1602e+02 -3.6860e+04 -5.6668e+02 
 8.1906e+00  1.1602e+02 -4.0612e+04 -3.8054e+02 
 8.1943e+00  1.1602e+02 -3.9828e+04 -2.4274e+02 
  
 8.1246e+00  1.1607e+02  3.0619e+04 -3.2206e+01 
 8.1283e+00  1.1607e+02  1.3402e+04 -4.0584e+01 
 8.1320e+00  1.1607e+02 -4.3357e+03 -5.5085e+01 
 8.1356e+00  1.1607e+02 -1.6705e+04 -8.1244e+01 
 8.1393e+00  1.1607e+02 -2.6053e+04 -1.2799e+02 
 8.1430e+00  1.1607e+02 -3.5472e+04 -2.0763e+02 
 8.1466e+00  1.1607e+02 -4.7137e+04 -3.3398e+02 
 8.1503e+00  1.1607e+02 -6.0567e+04 -5.1766e+02 
 8.1540e+00  1.1607e+02 -7.3956e+04 -7.5930e+02 
 8.1576e+00  1.1607e+02 -8.5771e+04 -1.0429e+03 
 8.1613e+00  1.1607e+02 -9.2436e+04 -1.3322e+03 
 8.1649e+00  1.1607e+02 -7.7128e+04 -1.5729e+03 
 8.1686e+00  1.1607e+02 -6.2912e+04 -1.7040e+03 
 8.1723e+00  1.1607e+02 -6.0283e+04 -1.6843e+03 
 8.1759e+00  1.1607e+02 -5.2350e+04 -1.5203e+03 
 8.1796e+00  1.1607e+02 -4.3325e+04 -1.2616e+03 
 8.1833e+00  1.1607e+02 -3.8411e+04 -9.6922e+02 
 8.1869e+00  1.1607e+02 -3.2829e+04 -6.9358e+02 
 8.1906e+00  1.1607e+02 -2.4300e+04 -4.6576e+02 
 8.1943e+00  1.1607e+02 -8.6452e+03 -2.9709e+02 
 8.1979e+00  1.1607e+02  8.6201e+03 -1.8373e+02 
 8.2016e+00  1.1607e+02  2.0800e+04 -1.1366e+02 
 8.2053e+00  1.1607e+02  2.9027e+04 -7.3137e+01 
 8.2089e+00  1.1607e+02  3.3291e+04 -5.0608e+01 
 8.2126e+00  1.1607e+02  3.4820e+04 -3.8053e+01 
  
 8.1137e+00  1.1612e+02  4.4922e+04 -2.5422e+01 
 8.1173e+00  1.1612e+02  5.1718e+04 -2.8983e+01 
 8.1210e+00  1.1612e+02  4.6865e+04 -3.3630e+01 
 8.1246e+00  1.1612e+02  3.6328e+04 -4.0244e+01 
 8.1283e+00  1.1612e+02  2.3452e+04 -5.0714e+01 
 8.1320e+00  1.1612e+02  7.3043e+03 -6.8834e+01 
 8.1356e+00  1.1612e+02 -7.0303e+03 -1.0152e+02 
 8.1393e+00  1.1612e+02 -1.9747e+04 -1.5993e+02 
 8.1430e+00  1.1612e+02 -3.2808e+04 -2.5946e+02 
 8.1466e+00  1.1612e+02 -4.7961e+04 -4.1735e+02 
 8.1503e+00  1.1612e+02 -6.4237e+04 -6.4687e+02 
 8.1540e+00  1.1612e+02 -7.7329e+04 -9.4883e+02 
 8.1576e+00  1.1612e+02 -8.3583e+04 -1.3032e+03 
 8.1613e+00  1.1612e+02 -8.2539e+04 -1.6647e+03 
 8.1649e+00  1.1612e+02 -6.5892e+04 -1.9655e+03 
 8.1686e+00  1.1612e+02 -3.5725e+04 -2.1294e+03 
 8.1723e+00  1.1612e+02 -1.5716e+04 -2.1047e+03 
 8.1759e+00  1.1612e+02 -3.9838e+03 -1.8998e+03 
 8.1796e+00  1.1612e+02  2.1156e+03 -1.5765e+03 
 8.1833e+00  1.1612e+02  5.4221e+03 -1.2111e+03 
 8.1869e+00  1.1612e+02  1.6401e+04 -8.6670e+02 
 8.1906e+00  1.1612e+02  3.2930e+04 -5.8202e+02 
 8.1943e+00  1.1612e+02  4.7936e+04 -3.7125e+02 
 8.1979e+00  1.1612e+02  5.2057e+04 -2.2959e+02 
 8.2016e+00  1.1612e+02  4.8228e+04 -1.4203e+02 
 8.2053e+00  1.1612e+02  4.4637e+04 -9.1393e+01 
 8.2089e+00  1.1612e+02  4.2389e+04 -6.3240e+01 
 8.2126e+00  1.1612e+02  3.9516e+04 -4.7552e+01 
 8.2162e+00  1.1612e+02  3.6841e+04 -3.8316e+01 
 8.2199e+00  1.1612e+02  3.7311e+04 -3.2322e+01 
 8.2236e+00  1.1612e+02  4.1957e+04 -2.8006e+01 
  
 8.1063e+00  1.1617e+02 -3.1201e+03 -2.5213e+01 
 8.1100e+00  1.1617e+02  2.1237e+04 -2.8222e+01 
 8.1137e+00  1.1617e+02  3.9325e+04 -3.1831e+01 
 8.1173e+00  1.1617e+02  4.4990e+04 -3.6290e+01 
 8.1210e+00  1.1617e+02  4.0138e+04 -4.2109e+01 
 8.1246e+00  1.1617e+02  3.2062e+04 -5.0391e+01 
 8.1283e+00  1.1617e+02  2.5723e+04 -6.3500e+01 
 8.1320e+00  1.1617e+02  1.9599e+04 -8.6189e+01 
 8.1356e+00  1.1617e+02  1.1899e+04 -1.2712e+02 
 8.1393e+00  1.1617e+02  1.6455e+03 -2.0025e+02 
 8.1430e+00  1.1617e+02 -1.1676e+04 -3.2488e+02 
 8.1466e+00  1.1617e+02 -2.6452e+04 -5.2257e+02 
 8.1503e+00  1.1617e+02 -4.0464e+04 -8.0996e+02 
 8.1540e+00  1.1617e+02 -4.8325e+04 -1.1881e+03 
 8.1576e+00  1.1617e+02 -4.5093e+04 -1.6318e+03 
 8.1613e+00  1.1617e+02 -3.4506e+04 -2.0844e+03 
 8.1649e+00  1.1617e+02 -2.1305e+04 -2.4611e+03 
 8.1686e+00  1.1617e+02  1.5464e+04 -2.6663e+03 
 8.1723e+00  1.1617e+02  5.3119e+04 -2.6354e+03 
 8.1759e+00  1.1617e+02  6.8012e+04 -2.3788e+03 
 8.1796e+00  1.1617e+02  7.1526e+04 -1.9740e+03 
 8.1833e+00  1.1617e+02  7.4971e+04 -1.5165e+03 
