# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  2.14166e+07
# Free Parameters:           23
# Data Points    :        13311
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.7216e+00  1.1376e+02  1.4431e+05  3.3038e+03 
 7.7253e+00  1.1376e+02  3.7648e+05  6.3153e+03 
 7.7290e+00  1.1376e+02  8.4150e+05  1.1090e+04 
 7.7326e+00  1.1376e+02  1.6973e+06  1.7664e+04 
 7.7363e+00  1.1376e+02  3.0394e+06  2.5371e+04 
 7.7399e+00  1.1376e+02  4.6325e+06  3.2755e+04 
 7.7436e+00  1.1376e+02  6.0930e+06  3.7904e+04 
 7.7473e+00  1.1376e+02  7.5696e+06  3.9192e+04 
 7.7509e+00  1.1376e+02  7.9290e+06  3.6170e+04 
 7.7546e+00  1.1376e+02  7.3613e+06  2.9863e+04 
 7.7583e+00  1.1376e+02  6.1202e+06  2.2127e+04 
 7.7619e+00  1.1376e+02  4.5827e+06  1.4754e+04 
 7.7656e+00  1.1376e+02  3.0906e+06  8.8885e+03 
 7.7693e+00  1.1376e+02  1.8111e+06  4.8770e+03 
 7.7729e+00  1.1376e+02  9.0273e+05  2.4801e+03 
  
 7.7033e+00  1.1380e+02  6.8948e+03  2.4089e+02 
 7.7070e+00  1.1380e+02  1.7866e+04  3.2959e+02 
 7.7106e+00  1.1380e+02  3.4495e+04  5.2884e+02 
 7.7143e+00  1.1380e+02  4.9310e+04  9.9164e+02 
 7.7180e+00  1.1380e+02  6.1798e+04  2.0153e+03 
 7.7216e+00  1.1380e+02  9.7341e+04  4.0807e+03 
 7.7253e+00  1.1380e+02  1.8258e+05  7.8005e+03 
 7.7290e+00  1.1380e+02  2.6988e+05  1.3698e+04 
 7.7326e+00  1.1380e+02  4.5253e+05  2.1818e+04 
 7.7363e+00  1.1380e+02  7.5004e+05  3.1337e+04 
 7.7399e+00  1.1380e+02  1.1466e+06  4.0459e+04 
 7.7436e+00  1.1380e+02  1.7272e+06  4.6819e+04 
