# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  4.89693e+04
# Free Parameters:           23
# Data Points    :        13311
#   F2(ppm)     F1(ppm)        Data        Calc 
 8.4141e+00  1.2238e+02 -1.5608e+04 -8.5904e+02 
 8.4178e+00  1.2238e+02 -1.2294e+04 -1.2443e+03 
 8.4214e+00  1.2238e+02 -1.5870e+04 -1.7519e+03 
 8.4251e+00  1.2238e+02 -2.9706e+04 -2.3654e+03 
 8.4287e+00  1.2238e+02 -4.8867e+04 -3.0330e+03 
 8.4324e+00  1.2238e+02 -6.7782e+04 -3.6610e+03 
 8.4361e+00  1.2238e+02 -7.9303e+04 -4.1164e+03 
 8.4397e+00  1.2238e+02 -8.0361e+04 -4.2647e+03 
 8.4434e+00  1.2238e+02 -7.1972e+04 -4.0535e+03 
 8.4471e+00  1.2238e+02 -5.5925e+04 -3.5562e+03 
 8.4507e+00  1.2238e+02 -3.5349e+04 -2.9122e+03 
 8.4544e+00  1.2238e+02 -1.5172e+04 -2.2487e+03 
 8.4581e+00  1.2238e+02  1.8387e+03 -1.6516e+03 
 8.4617e+00  1.2238e+02  8.9517e+03 -1.1658e+03 
 8.4654e+00  1.2238e+02  8.6403e+03 -8.0218e+02 
  
 8.3958e+00  1.2243e+02  1.8277e+04 -2.1407e+02 
 8.3994e+00  1.2243e+02  2.5755e+04 -2.6867e+02 
 8.4031e+00  1.2243e+02  3.1423e+04 -3.5498e+02 
 8.4068e+00  1.2243e+02  3.6453e+04 -4.9337e+02 
 8.4104e+00  1.2243e+02  3.6222e+04 -7.1134e+02 
 8.4141e+00  1.2243e+02  2.7623e+04 -1.0401e+03 
 8.4178e+00  1.2243e+02  2.4430e+04 -1.5066e+03 
 8.4214e+00  1.2243e+02  1.7140e+04 -2.1212e+03 
 8.4251e+00  1.2243e+02 -3.6066e+03 -2.8639e+03 
 8.4287e+00  1.2243e+02 -3.1298e+04 -3.6722e+03 
 8.4324e+00  1.2243e+02 -5.7446e+04 -4.4326e+03 
 8.4361e+00  1.2243e+02 -7.5540e+04 -4.9839e+03 
 8.4397e+00  1.2243e+02 -8.2176e+04 -5.1636e+03 
 8.4434e+00  1.2243e+02 -7.8264e+04 -4.9079e+03 
 8.4471e+00  1.2243e+02 -6.5303e+04 -4.3057e+03 
 8.4507e+00  1.2243e+02 -4.4615e+04 -3.5259e+03 
 8.4544e+00  1.2243e+02 -1.8242e+04 -2.7226e+03 
 8.4581e+00  1.2243e+02  4.2192e+03 -1.9997e+03 
 8.4617e+00  1.2243e+02  1.6305e+04 -1.4115e+03 
 8.4654e+00  1.2243e+02  1.9611e+04 -9.7125e+02 
 8.4690e+00  1.2243e+02  1.5485e+04 -6.6474e+02 
 8.4727e+00  1.2243e+02  4.6673e+03 -4.6340e+02 
 8.4764e+00  1.2243e+02 -8.1948e+03 -3.3625e+02 
 8.4800e+00  1.2243e+02 -1.8391e+04 -2.5695e+02 
 8.4837e+00  1.2243e+02 -2.4274e+04 -2.0647e+02 
  
 8.3848e+00  1.2248e+02  1.6138e+04 -1.6367e+02 
 8.3884e+00  1.2248e+02  1.5000e+04 -1.8763e+02 
 8.3921e+00  1.2248e+02  2.0384e+04 -2.1927e+02 
 8.3958e+00  1.2248e+02  2.7208e+04 -2.6389e+02 
 8.3994e+00  1.2248e+02  3.3171e+04 -3.3120e+02 
 8.4031e+00  1.2248e+02  4.1764e+04 -4.3760e+02 
 8.4068e+00  1.2248e+02  5.4344e+04 -6.0820e+02 
 8.4104e+00  1.2248e+02  6.7824e+04 -8.7690e+02 
 8.4141e+00  1.2248e+02  6.8003e+04 -1.2822e+03 
 8.4178e+00  1.2248e+02  5.8031e+04 -1.8572e+03 
 8.4214e+00  1.2248e+02  4.3798e+04 -2.6149e+03 
 8.4251e+00  1.2248e+02  2.0134e+04 -3.5305e+03 
 8.4287e+00  1.2248e+02 -7.5123e+03 -4.5269e+03 
 8.4324e+00  1.2248e+02 -3.1234e+04 -5.4643e+03 
 8.4361e+00  1.2248e+02 -4.8351e+04 -6.1439e+03 
 8.4397e+00  1.2248e+02 -5.6833e+04 -6.3654e+03 
 8.4434e+00  1.2248e+02 -5.6817e+04 -6.0502e+03 
 8.4471e+00  1.2248e+02 -4.9297e+04 -5.3079e+03 
 8.4507e+00  1.2248e+02 -3.4151e+04 -4.3466e+03 
 8.4544e+00  1.2248e+02 -1.0800e+04 -3.3563e+03 
 8.4581e+00  1.2248e+02  8.6566e+03 -2.4652e+03 
 8.4617e+00  1.2248e+02  2.1263e+04 -1.7400e+03 
 8.4654e+00  1.2248e+02  2.4743e+04 -1.1973e+03 
 8.4690e+00  1.2248e+02  1.7028e+04 -8.1946e+02 
 8.4727e+00  1.2248e+02  1.1830e+03 -5.7126e+02 
 8.4764e+00  1.2248e+02 -1.5032e+04 -4.1451e+02 
 8.4800e+00  1.2248e+02 -2.7139e+04 -3.1675e+02 
 8.4837e+00  1.2248e+02 -3.4221e+04 -2.5452e+02 
 8.4874e+00  1.2248e+02 -3.7712e+04 -2.1280e+02 
 8.4910e+00  1.2248e+02 -3.8540e+04 -1.8285e+02 
 8.4947e+00  1.2248e+02 -3.6025e+04 -1.5992e+02 
  
 8.3775e+00  1.2253e+02  3.6535e+04 -1.6001e+02 
 8.3811e+00  1.2253e+02  3.3327e+04 -1.7960e+02 
 8.3848e+00  1.2253e+02  2.6880e+04 -2.0334e+02 
 8.3884e+00  1.2253e+02  2.1507e+04 -2.3311e+02 
 8.3921e+00  1.2253e+02  1.8896e+04 -2.7241e+02 
