# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  6.49857e+05
# Free Parameters:           23
# Data Points    :        13311
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.5494e+00  1.1968e+02 -4.1856e+04 -9.3453e+03 
 7.5531e+00  1.1968e+02 -5.4530e+04 -1.6710e+04 
 7.5568e+00  1.1968e+02 -6.7728e+04 -2.8609e+04 
 7.5604e+00  1.1968e+02 -8.0142e+04 -4.5401e+04 
 7.5641e+00  1.1968e+02 -8.7360e+04 -6.5648e+04 
 7.5677e+00  1.1968e+02 -7.4978e+04 -8.5620e+04 
 7.5714e+00  1.1968e+02 -7.5299e+04 -9.9770e+04 
 7.5751e+00  1.1968e+02 -7.1280e+04 -1.0281e+05 
 7.5787e+00  1.1968e+02 -6.5431e+04 -9.3415e+04 
 7.5824e+00  1.1968e+02 -6.3390e+04 -7.5450e+04 
 7.5861e+00  1.1968e+02 -6.5949e+04 -5.4733e+04 
 7.5897e+00  1.1968e+02 -6.8401e+04 -3.5987e+04 
 7.5934e+00  1.1968e+02 -6.6779e+04 -2.1725e+04 
 7.5971e+00  1.1968e+02 -6.0697e+04 -1.2337e+04 
 7.6007e+00  1.1968e+02 -5.2679e+04 -6.8811e+03 
  
 7.5311e+00  1.1973e+02  9.1192e+03 -1.6756e+03 
 7.5348e+00  1.1973e+02  1.1157e+04 -2.0495e+03 
 7.5384e+00  1.1973e+02  1.0128e+04 -2.6875e+03 
 7.5421e+00  1.1973e+02  8.6664e+02 -3.9249e+03 
 7.5458e+00  1.1973e+02 -1.8246e+04 -6.4430e+03 
 7.5494e+00  1.1973e+02 -3.4955e+04 -1.1405e+04 
 7.5531e+00  1.1973e+02 -4.7890e+04 -2.0393e+04 
 7.5568e+00  1.1973e+02 -5.8568e+04 -3.4914e+04 
 7.5604e+00  1.1973e+02 -6.6091e+04 -5.5408e+04 
 7.5641e+00  1.1973e+02 -6.7386e+04 -8.0117e+04 
 7.5677e+00  1.1973e+02 -5.9027e+04 -1.0449e+05 
 7.5714e+00  1.1973e+02 -7.4067e+04 -1.2176e+05 
 7.5751e+00  1.1973e+02 -7.5703e+04 -1.2547e+05 
 7.5787e+00  1.1973e+02 -7.2715e+04 -1.1400e+05 
 7.5824e+00  1.1973e+02 -6.7665e+04 -9.2080e+04 
 7.5861e+00  1.1973e+02 -6.3506e+04 -6.6796e+04 
 7.5897e+00  1.1973e+02 -6.0213e+04 -4.3919e+04 
 7.5934e+00  1.1973e+02 -5.5749e+04 -2.6514e+04 
 7.5971e+00  1.1973e+02 -4.9171e+04 -1.5056e+04 
 7.6007e+00  1.1973e+02 -4.0130e+04 -8.3978e+03 
 7.6044e+00  1.1973e+02 -2.7128e+04 -4.8985e+03 
 7.6081e+00  1.1973e+02 -1.0148e+04 -3.1670e+03 
 7.6117e+00  1.1973e+02  2.6535e+03 -2.3042e+03 
 7.6154e+00  1.1973e+02  8.2255e+03 -1.8319e+03 
 7.6190e+00  1.1973e+02  9.7518e+03 -1.5317e+03 
  
 7.5201e+00  1.1978e+02  7.2949e+03 -1.3404e+03 
 7.5238e+00  1.1978e+02  4.6585e+03 -1.5323e+03 
 7.5274e+00  1.1978e+02  2.5965e+03 -1.7721e+03 
 7.5311e+00  1.1978e+02  2.4951e+03 -2.0890e+03 
 7.5348e+00  1.1978e+02  5.1527e+03 -2.5551e+03 
 7.5384e+00  1.1978e+02  9.8817e+03 -3.3504e+03 
 7.5421e+00  1.1978e+02  1.3146e+04 -4.8931e+03 
 7.5458e+00  1.1978e+02  5.0060e+03 -8.0324e+03 
 7.5494e+00  1.1978e+02 -1.0593e+04 -1.4219e+04 
 7.5531e+00  1.1978e+02 -2.3494e+04 -2.5424e+04 
 7.5568e+00  1.1978e+02 -3.3362e+04 -4.3527e+04 
 7.5604e+00  1.1978e+02 -3.9563e+04 -6.9077e+04 
 7.5641e+00  1.1978e+02 -4.0899e+04 -9.9882e+04 
 7.5677e+00  1.1978e+02 -4.8916e+04 -1.3027e+05 
 7.5714e+00  1.1978e+02 -6.6348e+04 -1.5180e+05 
 7.5751e+00  1.1978e+02 -6.8982e+04 -1.5642e+05 
 7.5787e+00  1.1978e+02 -6.6960e+04 -1.4213e+05 
 7.5824e+00  1.1978e+02 -5.8878e+04 -1.1480e+05 
 7.5861e+00  1.1978e+02 -4.7924e+04 -8.3275e+04 
 7.5897e+00  1.1978e+02 -3.8104e+04 -5.4754e+04 
 7.5934e+00  1.1978e+02 -2.9368e+04 -3.3055e+04 
 7.5971e+00  1.1978e+02 -1.9732e+04 -1.8770e+04 
 7.6007e+00  1.1978e+02 -6.3673e+03 -1.0470e+04 
 7.6044e+00  1.1978e+02  1.2030e+04 -6.1069e+03 
 7.6081e+00  1.1978e+02  2.5835e+04 -3.9483e+03 
 7.6117e+00  1.1978e+02  2.7448e+04 -2.8726e+03 
 7.6154e+00  1.1978e+02  2.2384e+04 -2.2838e+03 
 7.6190e+00  1.1978e+02  1.4504e+04 -1.9096e+03 
 7.6227e+00  1.1978e+02  6.7822e+03 -1.6386e+03 
 7.6264e+00  1.1978e+02  2.5837e+03 -1.4263e+03 
 7.6300e+00  1.1978e+02  4.8844e+03 -1.2537e+03 
  
 7.5128e+00  1.1983e+02  1.5917e+04 -1.3449e+03 
 7.5165e+00  1.1983e+02  1.7097e+04 -1.5134e+03 
 7.5201e+00  1.1983e+02  1.3468e+04 -1.7153e+03 
 7.5238e+00  1.1983e+02  7.7701e+03 -1.9608e+03 
 7.5274e+00  1.1983e+02 -5.8574e+02 -2.2677e+03 
 7.5311e+00  1.1983e+02 -8.8184e+03 -2.6733e+03 
 7.5348e+00  1.1983e+02 -1.3622e+04 -3.2697e+03 
 7.5384e+00  1.1983e+02 -1.2097e+04 -4.2875e+03 
 7.5421e+00  1.1983e+02 -1.7589e+03 -6.2616e+03 
 7.5458e+00  1.1983e+02  9.9320e+03 -1.0279e+04 
 7.5494e+00  1.1983e+02  6.1706e+03 -1.8195e+04 
 7.5531e+00  1.1983e+02 -8.0612e+03 -3.2535e+04 
 7.5568e+00  1.1983e+02 -2.7639e+04 -5.5701e+04 
