# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  1.90566e+06
# Free Parameters:           69
# Data Points    :        24242
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.8132e+00  1.1477e+02 -1.7995e+04 -1.7125e+03 
 7.8169e+00  1.1477e+02  1.0408e+04 -3.1067e+03 
 7.8206e+00  1.1477e+02  3.4050e+04 -5.3411e+03 
 7.8242e+00  1.1477e+02  4.6463e+04 -8.5309e+03 
 7.8279e+00  1.1477e+02  4.5065e+04 -1.2530e+04 
 7.8315e+00  1.1477e+02  2.8860e+04 -1.6831e+04 
 7.8352e+00  1.1477e+02  5.6636e+03 -2.0595e+04 
 7.8389e+00  1.1477e+02 -1.5706e+04 -2.2850e+04 
 7.8425e+00  1.1477e+02 -3.1105e+04 -2.2886e+04 
 7.8462e+00  1.1477e+02 -3.7813e+04 -2.0689e+04 
 7.8499e+00  1.1477e+02 -4.1096e+04 -1.6950e+04 
 7.8535e+00  1.1477e+02 -5.0437e+04 -1.2639e+04 
 7.8572e+00  1.1477e+02 -3.9517e+04 -8.6046e+03 
 7.8609e+00  1.1477e+02 -1.3553e+04 -5.3663e+03 
 7.8645e+00  1.1477e+02 -5.7041e+04 -3.0816e+03 
  
 7.7949e+00  1.1482e+02 -5.9935e+03 -2.1369e+02 
 7.7986e+00  1.1482e+02 -1.9238e+04 -2.7579e+02 
 7.8022e+00  1.1482e+02 -2.8877e+04 -3.9373e+02 
 7.8059e+00  1.1482e+02 -3.0830e+04 -6.3514e+02 
 7.8096e+00  1.1482e+02 -4.2604e+04 -1.1283e+03 
 7.8132e+00  1.1482e+02 -2.4228e+04 -2.0819e+03 
 7.8169e+00  1.1482e+02  5.2909e+03 -3.7754e+03 
 7.8206e+00  1.1482e+02  2.9625e+04 -6.4894e+03 
 7.8242e+00  1.1482e+02  4.4610e+04 -1.0364e+04 
 7.8279e+00  1.1482e+02  4.6654e+04 -1.5221e+04 
 7.8315e+00  1.1482e+02  3.5048e+04 -2.0445e+04 
 7.8352e+00  1.1482e+02  1.8006e+04 -2.5017e+04 
 7.8389e+00  1.1482e+02  1.9732e+03 -2.7756e+04 
 7.8425e+00  1.1482e+02 -7.9942e+03 -2.7800e+04 
 7.8462e+00  1.1482e+02 -1.0235e+04 -2.5132e+04 
 7.8499e+00  1.1482e+02 -8.0559e+03 -2.0591e+04 
 7.8535e+00  1.1482e+02 -9.3256e+02 -1.5356e+04 
 7.8572e+00  1.1482e+02  3.3171e+04 -1.0456e+04 
 7.8609e+00  1.1482e+02  1.2261e+04 -6.5233e+03 
 7.8645e+00  1.1482e+02 -4.7593e+04 -3.7491e+03 
 7.8682e+00  1.1482e+02 -6.6729e+04 -2.0012e+03 
 7.8718e+00  1.1482e+02 -6.7833e+04 -1.0008e+03 
 7.8755e+00  1.1482e+02 -7.3391e+04 -4.6719e+02 
 7.8792e+00  1.1482e+02 -7.8458e+04 -1.9317e+02 
 7.8828e+00  1.1482e+02 -8.2644e+04 -6.4280e+01 
  
 7.7839e+00  1.1486e+02  2.3513e+03 -1.6221e+02 
 7.7876e+00  1.1486e+02  7.8202e+03 -1.8747e+02 
 7.7912e+00  1.1486e+02  5.6325e+03 -2.2018e+02 
 7.7949e+00  1.1486e+02 -2.5041e+03 -2.6690e+02 
 7.7986e+00  1.1486e+02 -1.3212e+04 -3.4397e+02 
 7.8022e+00  1.1486e+02 -2.0763e+04 -4.9026e+02 
 7.8059e+00  1.1486e+02 -1.7974e+04 -7.8957e+02 
 7.8096e+00  1.1486e+02 -1.6890e+04 -1.4009e+03 
 7.8132e+00  1.1486e+02 -2.2477e+04 -2.5828e+03 
 7.8169e+00  1.1486e+02 -3.5691e+03 -4.6817e+03 
 7.8206e+00  1.1486e+02  1.5488e+04 -8.0452e+03 
 7.8242e+00  1.1486e+02  3.0612e+04 -1.2847e+04 
 7.8279e+00  1.1486e+02  3.6880e+04 -1.8866e+04 
 7.8315e+00  1.1486e+02  3.4435e+04 -2.5341e+04 
 7.8352e+00  1.1486e+02  2.7750e+04 -3.1007e+04 
 7.8389e+00  1.1486e+02  1.9489e+04 -3.4401e+04 
 7.8425e+00  1.1486e+02  1.5019e+04 -3.4456e+04 
 7.8462e+00  1.1486e+02  1.4504e+04 -3.1151e+04 
 7.8499e+00  1.1486e+02  1.8150e+04 -2.5524e+04 
 7.8535e+00  1.1486e+02  3.3218e+04 -1.9036e+04 
 7.8572e+00  1.1486e+02  5.0393e+04 -1.2965e+04 
 7.8609e+00  1.1486e+02 -3.6752e+03 -8.0920e+03 
 7.8645e+00  1.1486e+02 -2.5779e+04 -4.6550e+03 
 7.8682e+00  1.1486e+02 -1.3866e+04 -2.4899e+03 
 7.8718e+00  1.1486e+02 -2.4294e+04 -1.2514e+03 
 7.8755e+00  1.1486e+02 -3.7908e+04 -5.9154e+02 
 7.8792e+00  1.1486e+02 -4.5793e+04 -2.5330e+02 
 7.8828e+00  1.1486e+02 -4.9497e+04 -9.4016e+01 
 7.8865e+00  1.1486e+02 -4.9845e+04 -8.4516e+01 
 7.8902e+00  1.1486e+02 -4.9273e+04 -3.2203e+02 
 7.8938e+00  1.1486e+02 -6.7002e+04 -1.0685e+03 
  
 7.7766e+00  1.1491e+02 -3.6223e+03 -1.6055e+02 
 7.7802e+00  1.1491e+02 -9.6631e+03 -1.8229e+02 
 7.7839e+00  1.1491e+02 -8.5267e+03 -2.0842e+02 
 7.7876e+00  1.1491e+02 -5.2984e+03 -2.4061e+02 
 7.7912e+00  1.1491e+02 -4.4548e+03 -2.8228e+02 
 7.7949e+00  1.1491e+02 -7.9551e+03 -3.4173e+02 
 7.7986e+00  1.1491e+02 -1.3935e+04 -4.3971e+02 
 7.8022e+00  1.1491e+02 -1.9368e+04 -6.2557e+02 
 7.8059e+00  1.1491e+02 -1.8293e+04 -1.0057e+03 
 7.8096e+00  1.1491e+02  1.4167e+03 -1.7818e+03 
 7.8132e+00  1.1491e+02 -1.0341e+04 -3.2822e+03 
 7.8169e+00  1.1491e+02 -1.0088e+04 -5.9464e+03 
 7.8206e+00  1.1491e+02 -2.0440e+03 -1.0216e+04 
 7.8242e+00  1.1491e+02  6.8535e+03 -1.6311e+04 
 7.8279e+00  1.1491e+02  1.1030e+04 -2.3951e+04 
 7.8315e+00  1.1491e+02  1.1940e+04 -3.2170e+04 
 7.8352e+00  1.1491e+02  9.1652e+03 -3.9362e+04 
 7.8389e+00  1.1491e+02  3.3545e+03 -4.3670e+04 
 7.8425e+00  1.1491e+02 -2.0567e+02 -4.3741e+04 
 7.8462e+00  1.1491e+02 -1.9774e+03 -3.9546e+04 
 7.8499e+00  1.1491e+02  5.5843e+02 -3.2405e+04 
 7.8535e+00  1.1491e+02  1.1817e+04 -2.4171e+04 
 7.8572e+00  1.1491e+02 -5.2144e+03 -1.6466e+04 
 7.8609e+00  1.1491e+02 -3.6873e+04 -1.0282e+04 
 7.8645e+00  1.1491e+02 -4.9029e+03 -5.9209e+03 
 7.8682e+00  1.1491e+02  1.0891e+04 -3.1745e+03 
 7.8718e+00  1.1491e+02 -8.3850e+03 -1.6043e+03 
 7.8755e+00  1.1491e+02 -2.3455e+04 -7.6879e+02 
 7.8792e+00  1.1491e+02 -3.0204e+04 -3.4141e+02 
 7.8828e+00  1.1491e+02 -3.0144e+04 -1.3985e+02 
 7.8865e+00  1.1491e+02 -2.5820e+04 -1.2355e+02 
 7.8902e+00  1.1491e+02 -1.6729e+04 -4.0734e+02 
 7.8938e+00  1.1491e+02 -1.1090e+04 -1.3062e+03 
 7.8975e+00  1.1491e+02 -4.4564e+04 -3.3762e+03 
 7.9012e+00  1.1491e+02 -3.5135e+04 -7.3605e+03 
 7.9048e+00  1.1491e+02 -2.4731e+04 -1.3935e+04 
 7.9085e+00  1.1491e+02 -1.2577e+04 -2.3238e+04 
 7.9121e+00  1.1491e+02  1.2249e+04 -3.4408e+04 
 7.9158e+00  1.1491e+02  5.2237e+03 -4.5534e+04 
 7.9195e+00  1.1491e+02 -4.4960e+03 -5.4391e+04 
