# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  3.03522e+06
# Free Parameters:           23
# Data Points    :        13311
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.7876e+00  1.2653e+02  5.9000e+02  1.0891e+03 
 7.7912e+00  1.2653e+02 -7.2258e+03 -1.2042e+04 
 7.7949e+00  1.2653e+02 -1.8043e+04 -4.0801e+04 
 7.7986e+00  1.2653e+02 -4.5188e+04 -9.1441e+04 
 7.8022e+00  1.2653e+02 -8.5080e+04 -1.6345e+05 
 7.8059e+00  1.2653e+02 -1.3425e+05 -2.4395e+05 
 7.8096e+00  1.2653e+02 -1.8521e+05 -3.0969e+05 
 7.8132e+00  1.2653e+02 -2.2498e+05 -3.3995e+05 
 7.8169e+00  1.2653e+02 -2.4284e+05 -3.2684e+05 
 7.8206e+00  1.2653e+02 -2.3536e+05 -2.7352e+05 
 7.8242e+00  1.2653e+02 -2.0479e+05 -1.9593e+05 
 7.8279e+00  1.2653e+02 -1.5874e+05 -1.1821e+05 
 7.8315e+00  1.2653e+02 -1.0600e+05 -5.8308e+04 
 7.8352e+00  1.2653e+02 -5.4162e+04 -2.1292e+04 
 7.8389e+00  1.2653e+02 -8.6411e+03 -2.7875e+03 
  
 7.7693e+00  1.2658e+02  1.6069e+03  5.3074e+03 
 7.7729e+00  1.2658e+02  3.9782e+03  6.1763e+03 
 7.7766e+00  1.2658e+02  4.4060e+03  7.1185e+03 
 7.7802e+00  1.2658e+02  3.9931e+03  7.7539e+03 
 7.7839e+00  1.2658e+02  2.5109e+03  6.8476e+03 
 7.7876e+00  1.2658e+02 -2.3783e+03  1.3325e+03 
 7.7912e+00  1.2658e+02 -1.9671e+04 -1.4732e+04 
 7.7949e+00  1.2658e+02 -3.7815e+04 -4.9918e+04 
 7.7986e+00  1.2658e+02 -6.8994e+04 -1.1187e+05 
 7.8022e+00  1.2658e+02 -1.0512e+05 -1.9998e+05 
 7.8059e+00  1.2658e+02 -1.4272e+05 -2.9847e+05 
 7.8096e+00  1.2658e+02 -1.7680e+05 -3.7889e+05 
 7.8132e+00  1.2658e+02 -2.0063e+05 -4.1591e+05 
 7.8169e+00  1.2658e+02 -2.0775e+05 -3.9988e+05 
 7.8206e+00  1.2658e+02 -1.9583e+05 -3.3464e+05 
 7.8242e+00  1.2658e+02 -1.6736e+05 -2.3971e+05 
 7.8279e+00  1.2658e+02 -1.2751e+05 -1.4462e+05 
 7.8315e+00  1.2658e+02 -8.1151e+04 -7.1337e+04 
 7.8352e+00  1.2658e+02 -3.4353e+04 -2.6050e+04 
 7.8389e+00  1.2658e+02  3.7266e+03 -3.4104e+03 
 7.8425e+00  1.2658e+02  4.8079e+04  5.4478e+03 
 7.8462e+00  1.2658e+02  7.3939e+04  7.6935e+03 
 7.8499e+00  1.2658e+02  9.1297e+04  7.4520e+03 
 7.8535e+00  1.2658e+02  8.4929e+04  6.5563e+03 
 7.8572e+00  1.2658e+02  4.8835e+04  5.6397e+03 
  
 7.7583e+00  1.2662e+02  8.5269e+03  4.3811e+03 
 7.7619e+00  1.2662e+02  5.9729e+03  4.9903e+03 
 7.7656e+00  1.2662e+02  8.6285e+03  5.7316e+03 
 7.7693e+00  1.2662e+02  1.0334e+04  6.6376e+03 
 7.7729e+00  1.2662e+02  9.6513e+03  7.7244e+03 
 7.7766e+00  1.2662e+02  8.9463e+03  8.9026e+03 
 7.7802e+00  1.2662e+02  8.9404e+03  9.6973e+03 
 7.7839e+00  1.2662e+02  5.7632e+03  8.5638e+03 
 7.7876e+00  1.2662e+02 -5.1082e+03  1.6664e+03 
 7.7912e+00  1.2662e+02 -3.0478e+04 -1.8425e+04 
 7.7949e+00  1.2662e+02 -6.4106e+04 -6.2430e+04 
 7.7986e+00  1.2662e+02 -1.0881e+05 -1.3991e+05 
 7.8022e+00  1.2662e+02 -1.5434e+05 -2.5010e+05 
 7.8059e+00  1.2662e+02 -1.9262e+05 -3.7327e+05 
 7.8096e+00  1.2662e+02 -2.1598e+05 -4.7386e+05 
 7.8132e+00  1.2662e+02 -2.2137e+05 -5.2015e+05 
 7.8169e+00  1.2662e+02 -2.0764e+05 -5.0010e+05 
 7.8206e+00  1.2662e+02 -1.7649e+05 -4.1852e+05 
 7.8242e+00  1.2662e+02 -1.3473e+05 -2.9979e+05 
 7.8279e+00  1.2662e+02 -8.8877e+04 -1.8087e+05 
 7.8315e+00  1.2662e+02 -4.3146e+04 -8.9217e+04 
 7.8352e+00  1.2662e+02 -2.1949e+03 -3.2578e+04 
 7.8389e+00  1.2662e+02  2.4516e+04 -4.2652e+03 
 7.8425e+00  1.2662e+02  6.4467e+04  6.8133e+03 
 7.8462e+00  1.2662e+02  8.5961e+04  9.6217e+03 
 7.8499e+00  1.2662e+02  8.7795e+04  9.3198e+03 
 7.8535e+00  1.2662e+02  5.2385e+04  8.1996e+03 
 7.8572e+00  1.2662e+02  1.9591e+04  7.0532e+03 
 7.8609e+00  1.2662e+02  7.1127e+03  6.0739e+03 
 7.8645e+00  1.2662e+02 -3.2261e+03  5.2703e+03 
 7.8682e+00  1.2662e+02 -1.4767e+04  4.6118e+03 
  
 7.7509e+00  1.2667e+02  1.5465e+04  4.4359e+03 
 7.7546e+00  1.2667e+02  1.6393e+04  4.9803e+03 
 7.7583e+00  1.2667e+02  1.4062e+04  5.6299e+03 
 7.7619e+00  1.2667e+02  8.8493e+03  6.4126e+03 
 7.7656e+00  1.2667e+02  6.8145e+03  7.3652e+03 
 7.7693e+00  1.2667e+02  6.5592e+03  8.5295e+03 
 7.7729e+00  1.2667e+02  4.5463e+03  9.9260e+03 
 7.7766e+00  1.2667e+02  5.8547e+03  1.1440e+04 
 7.7802e+00  1.2667e+02  9.5789e+03  1.2461e+04 
 7.7839e+00  1.2667e+02  7.6556e+03  1.1005e+04 
 7.7876e+00  1.2667e+02 -9.0036e+03  2.1414e+03 
 7.7912e+00  1.2667e+02 -3.7332e+04 -2.3677e+04 
 7.7949e+00  1.2667e+02 -1.0975e+05 -8.0224e+04 
 7.7986e+00  1.2667e+02 -2.0351e+05 -1.7979e+05 
 7.8022e+00  1.2667e+02 -3.1299e+05 -3.2139e+05 
 7.8059e+00  1.2667e+02 -4.1577e+05 -4.7967e+05 
 7.8096e+00  1.2667e+02 -4.8471e+05 -6.0892e+05 
 7.8132e+00  1.2667e+02 -5.0337e+05 -6.6841e+05 
 7.8169e+00  1.2667e+02 -4.6690e+05 -6.4264e+05 
 7.8206e+00  1.2667e+02 -3.8321e+05 -5.3781e+05 
 7.8242e+00  1.2667e+02 -2.7390e+05 -3.8524e+05 
 7.8279e+00  1.2667e+02 -1.6252e+05 -2.3242e+05 
 7.8315e+00  1.2667e+02 -6.7369e+04 -1.1465e+05 
 7.8352e+00  1.2667e+02  1.8565e+03 -4.1864e+04 
 7.8389e+00  1.2667e+02  4.0232e+04 -5.4809e+03 
 7.8425e+00  1.2667e+02  6.2300e+04  8.7553e+03 
 7.8462e+00  1.2667e+02  7.1933e+04  1.2364e+04 
 7.8499e+00  1.2667e+02  5.3495e+04  1.1976e+04 
 7.8535e+00  1.2667e+02  2.9652e+04  1.0537e+04 
 7.8572e+00  1.2667e+02  3.3013e+04  9.0636e+03 
 7.8609e+00  1.2667e+02  3.0394e+04  7.8051e+03 
 7.8645e+00  1.2667e+02  1.4246e+04  6.7724e+03 
