#
#       Peak Name  Conv_flg Overlap_flg
#          47N-HN         1           8
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.726     8.373
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2073854e+02  1.1235904e-03
# w1(Hz)        2.2520730e+01  2.0834387e-01
# g1            3.3263624e-01  4.9888402e-02
# f02(ppm)      8.3740929e+00  1.2984254e-04
# w2(Hz)        2.5024558e+01  2.5629659e-01
# g2            3.8012611e-02  2.6363078e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    2.5018956e+04  6.2185170e+02
   3.000e+01    1.3369355e+04  4.2441546e+02
   1.000e+00    1.2750444e+04  4.1550813e+02
   2.700e+01    1.2154733e+04  4.0715989e+02
   2.000e+00    1.2415643e+04  4.1077920e+02
   2.400e+01    1.2540817e+04  4.1254682e+02
   3.000e+00    1.2938146e+04  4.1818090e+02
   2.100e+01    1.2708587e+04  4.1491184e+02
   4.000e+00    1.2745682e+04  4.1544820e+02
   1.800e+01    1.3621044e+04  4.2810069e+02
   5.000e+00    1.2361347e+04  4.1002305e+02
   1.500e+01    1.2327859e+04  4.0956683e+02
   6.000e+00    1.2235997e+04  4.0827660e+02
   1.200e+01    1.2833928e+04  4.1669535e+02
   7.000e+00    1.3242758e+04  4.2258207e+02
   1.000e+01    1.2684999e+04  4.1457267e+02
   8.000e+00    1.2567431e+04  4.1291479e+02
   4.000e+00    1.2669418e+04  4.1435712e+02
   1.000e+00    1.3223270e+04  4.2229268e+02
   2.700e+01    1.2711645e+04  4.1496354e+02
