#
#       Peak Name  Conv_flg Overlap_flg
#         259N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   112.341     7.327
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.1234731e+02  8.0477453e-04
# w1(Hz)        2.3689656e+01  1.5568056e-01
# g1            2.0080302e-01  3.2264043e-02
# f02(ppm)      7.3233276e+00  5.4568396e-05
# w2(Hz)        1.6764043e+01  9.2973957e-02
# g2            4.2772659e-01  1.8588261e-02
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    7.4820925e+03  1.4643503e+02
   3.000e+01    7.0134078e+03  1.4181502e+02
   1.000e+00    5.3543771e+03  1.2684438e+02
   2.700e+01    7.1775921e+03  1.4341623e+02
   2.000e+00    5.5608667e+03  1.2857410e+02
   2.400e+01    6.6551491e+03  1.3838940e+02
   3.000e+00    6.4743390e+03  1.3669782e+02
   2.100e+01    7.0066922e+03  1.4174995e+02
   4.000e+00    6.5531251e+03  1.3743173e+02
   1.800e+01    6.7949688e+03  1.3971491e+02
   5.000e+00    6.5675976e+03  1.3756709e+02
   1.500e+01    6.5145755e+03  1.3707200e+02
   6.000e+00    6.7408730e+03  1.3920033e+02
   1.200e+01    6.8576353e+03  1.4031380e+02
   7.000e+00    6.3179208e+03  1.3525558e+02
   1.000e+01    6.6292494e+03  1.3814552e+02
   8.000e+00    6.6487167e+03  1.3832878e+02
   4.000e+00    6.9412208e+03  1.4111714e+02
   1.000e+00    5.5527204e+03  1.2850507e+02
   2.700e+01    6.6676397e+03  1.3850721e+02
