#
#       Peak Name  Conv_flg Overlap_flg
#           6N-HN         1          -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   128.227     8.823
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd
# f01(ppm)      1.2826688e+02  1.6594144e-04
# w1(Hz)        1.4757176e+01  2.6751926e-02
# g1            7.4385952e-01  8.9471862e-03
# f02(ppm)      8.8177090e+00  1.8973410e-05
# w2(Hz)        1.6389077e+01  3.0235294e-02
# g2            6.2237806e-01  7.3815813e-03
############################################
# RelaxDelay        Intensity      Esd(Int.)
   0.000e+00    3.3992205e+04  2.0398426e+02
   3.000e+01    3.1789334e+04  1.9969346e+02
   1.000e+00    3.1433969e+04  1.9901990e+02
   2.700e+01    3.1555367e+04  1.9924940e+02
   2.000e+00    3.1835465e+04  1.9978128e+02
   2.400e+01    3.1758826e+04  1.9963542e+02
   3.000e+00    3.1760445e+04  1.9963850e+02
   2.100e+01    3.1610697e+04  1.9935421e+02
   4.000e+00    3.1844495e+04  1.9979848e+02
   1.800e+01    3.1605865e+04  1.9934505e+02
   5.000e+00    3.1734217e+04  1.9958864e+02
   1.500e+01    3.1798335e+04  1.9971058e+02
   6.000e+00    3.1479224e+04  1.9910539e+02
   1.200e+01    3.2016527e+04  2.0012684e+02
   7.000e+00    3.1856116e+04  1.9982062e+02
   1.000e+01    3.1625643e+04  1.9938254e+02
   8.000e+00    3.1523780e+04  1.9918963e+02
   4.000e+00    3.1958974e+04  2.0001685e+02
   1.000e+00    3.1699973e+04  1.9952358e+02
   2.700e+01    3.1697191e+04  1.9951830e+02
