#
#       Peak Name  Overlap_group
#          27N-HN              1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   122.590     9.039
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2259090e+02  3.3065335e-05 
# w1(Hz)        1.3246722e+01  7.0810939e-03 
# g1            1.1246639e+00  3.0220658e-03 
# f02(ppm)      9.0388426e+00  7.0099757e-06 
# w2(Hz)        2.5862303e+01  1.8012185e-02 
# g2            4.6787136e-01  2.0759944e-03 
############################################
#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    5.5121420e+04  7.4908539e+01
   4.000e+01    3.3280545e+04  5.4076444e+01
   2.000e+00    1.8868642e+04  4.5160078e+01
   3.600e+01    3.2552245e+04  5.3529470e+01
   4.000e+00    1.9815125e+04  4.5652656e+01
   3.200e+01    3.1420374e+04  5.2832390e+01
   6.000e+00    2.0251691e+04  4.5810529e+01
   2.800e+01    3.0147268e+04  5.1864704e+01
   8.000e+00    2.1510438e+04  4.6558240e+01
   2.400e+01    2.8652313e+04  5.1051766e+01
   1.000e+01    2.2527130e+04  4.7197988e+01
   2.000e+01    2.6779643e+04  4.9741520e+01
   1.200e+01    2.3662458e+04  4.7730959e+01
   1.600e+01    2.4271966e+04  4.8184304e+01
   3.600e+01    3.2414618e+04  5.3438732e+01
   2.400e+01    2.8873167e+04  5.1110862e+01
   8.000e+00    2.1489379e+04  4.6522521e+01
