#    OFFSETS               I           I_err
    -1321.34    2.434323e+07    5.730533e+05
   -1297.021    2.594333e+07    5.730533e+05
   -1272.702    2.527024e+07    5.730533e+05
   -1248.383    2.573013e+07    5.730533e+05
   -1224.063    2.452118e+07    5.730533e+05
   -1199.744    2.527073e+07    5.730533e+05
   -1175.425    2.492531e+07    5.730533e+05
   -1151.106    2.455030e+07    5.730533e+05
   -1126.787    2.598210e+07    5.730533e+05
   -1102.468    2.505904e+07    5.730533e+05
   -1078.149    2.529891e+07    5.730533e+05
   -1053.829    2.485154e+07    5.730533e+05
    -1029.51    2.552837e+07    5.730533e+05
   -1005.191    2.558805e+07    5.730533e+05
    -980.872    2.487079e+07    5.730533e+05
   -956.5529    2.432645e+07    5.730533e+05
   -932.2337    2.520997e+07    5.730533e+05
   -907.9146    2.565700e+07    5.730533e+05
   -883.5955    2.519095e+07    5.730533e+05
    -11000.0    4.673866e+07    5.730533e+05
   -859.2763    2.518470e+07    5.730533e+05
   -834.9572    2.500205e+07    5.730533e+05
    -810.638    2.583168e+07    5.730533e+05
   -786.3189    2.471522e+07    5.730533e+05
   -761.9997    2.423892e+07    5.730533e+05
   -737.6806    2.452154e+07    5.730533e+05
   -713.3615    2.390137e+07    5.730533e+05
   -689.0423    2.465847e+07    5.730533e+05
   -664.7232    2.559080e+07    5.730533e+05
    -640.404    2.434512e+07    5.730533e+05
   -616.0849    2.497801e+07    5.730533e+05
   -591.7658    2.409653e+07    5.730533e+05
   -567.4466    2.556366e+07    5.730533e+05
   -543.1275    2.454872e+07    5.730533e+05
   -518.8083    2.441178e+07    5.730533e+05
   -494.4892    2.489383e+07    5.730533e+05
   -470.1701    2.428931e+07    5.730533e+05
   -445.8509    2.406786e+07    5.730533e+05
   -421.5318    2.369303e+07    5.730533e+05
    -11000.0    4.804382e+07    5.730533e+05
   -397.2126    2.539752e+07    5.730533e+05
   -372.8935    2.540204e+07    5.730533e+05
   -348.5744    2.496397e+07    5.730533e+05
   -324.2552    2.544220e+07    5.730533e+05
   -299.9361    2.458373e+07    5.730533e+05
   -275.6169    2.408612e+07    5.730533e+05
   -251.2978    2.542681e+07    5.730533e+05
   -226.9786    2.392838e+07    5.730533e+05
   -202.6595    2.499357e+07    5.730533e+05
   -178.3404    2.446416e+07    5.730533e+05
   -154.0212    2.398400e+07    5.730533e+05
   -129.7021    2.450546e+07    5.730533e+05
   -105.3829    2.258461e+07    5.730533e+05
    -81.0638    2.265155e+07    5.730533e+05
   -56.74466    1.983469e+07    5.730533e+05
   -32.42552    1.701148e+07    5.730533e+05
    -8.10638    1.257088e+07    5.730533e+05
    16.21276    1.570092e+06    5.730533e+05
     40.5319    9.345966e+06    5.730533e+05
    -11000.0    4.758040e+07    5.730533e+05
    64.85104    1.842446e+07    5.730533e+05
    89.17018    2.254473e+07    5.730533e+05
    113.4893    2.257824e+07    5.730533e+05
    137.8085    2.416500e+07    5.730533e+05
    162.1276    2.456624e+07    5.730533e+05
    186.4467    2.460550e+07    5.730533e+05
    210.7659    2.401797e+07    5.730533e+05
     235.085    2.455366e+07    5.730533e+05
    259.4042    2.407442e+07    5.730533e+05
    283.7233    2.579049e+07    5.730533e+05
    308.0425    2.428055e+07    5.730533e+05
    332.3616    2.485742e+07    5.730533e+05
    356.6807    2.487936e+07    5.730533e+05
    380.9999    2.424279e+07    5.730533e+05
     405.319    2.539822e+07    5.730533e+05
    429.6382    2.536383e+07    5.730533e+05
    453.9573    2.350313e+07    5.730533e+05
    478.2764    2.350381e+07    5.730533e+05
    502.5956    2.481586e+07    5.730533e+05
    -11000.0    4.754888e+07    5.730533e+05
    526.9147    2.588008e+07    5.730533e+05
    551.2339    2.544772e+07    5.730533e+05
     575.553    2.566374e+07    5.730533e+05
    599.8721    2.518867e+07    5.730533e+05
    624.1913    2.409342e+07    5.730533e+05
    648.5104    2.537119e+07    5.730533e+05
    672.8296    2.588187e+07    5.730533e+05
    697.1487    2.489478e+07    5.730533e+05
    721.4678    2.595473e+07    5.730533e+05
     745.787    2.646843e+07    5.730533e+05
    770.1061    2.587811e+07    5.730533e+05
    794.4253    2.518187e+07    5.730533e+05
    818.7444    2.465953e+07    5.730533e+05
    843.0636    2.510065e+07    5.730533e+05
    867.3827    2.433993e+07    5.730533e+05
    891.7018    2.497239e+07    5.730533e+05
     916.021    2.468593e+07    5.730533e+05
    940.3401    2.557907e+07    5.730533e+05
    964.6593    2.524696e+07    5.730533e+05
    -11000.0    4.730932e+07    5.730533e+05
    988.9784    2.529099e+07    5.730533e+05
    1013.298    2.487122e+07    5.730533e+05
    1037.617    2.481986e+07    5.730533e+05
    1061.936    2.450555e+07    5.730533e+05
    1086.255    2.520204e+07    5.730533e+05
    1110.574    2.440652e+07    5.730533e+05
