#    OFFSETS               I           I_err
    -1321.34    4.957550e+07    4.335819e+05
   -1297.021    5.058301e+07    4.335819e+05
   -1272.702    4.963329e+07    4.335819e+05
   -1248.383    4.986987e+07    4.335819e+05
   -1224.063    5.015701e+07    4.335819e+05
   -1199.744    5.045928e+07    4.335819e+05
   -1175.425    5.015670e+07    4.335819e+05
   -1151.106    4.982985e+07    4.335819e+05
   -1126.787    4.954502e+07    4.335819e+05
   -1102.468    4.944407e+07    4.335819e+05
   -1078.149    4.946219e+07    4.335819e+05
   -1053.829    4.902675e+07    4.335819e+05
    -1029.51    5.039309e+07    4.335819e+05
   -1005.191    5.061758e+07    4.335819e+05
    -980.872    4.999417e+07    4.335819e+05
   -956.5529    4.960150e+07    4.335819e+05
   -932.2337    5.022385e+07    4.335819e+05
   -907.9146    4.992885e+07    4.335819e+05
   -883.5955    5.062276e+07    4.335819e+05
    -11000.0    8.253030e+07    4.335819e+05
   -859.2763    4.981374e+07    4.335819e+05
   -834.9572    4.997198e+07    4.335819e+05
    -810.638    5.064542e+07    4.335819e+05
   -786.3189    4.971967e+07    4.335819e+05
   -761.9997    5.017788e+07    4.335819e+05
   -737.6806    4.955652e+07    4.335819e+05
   -713.3615    5.015975e+07    4.335819e+05
   -689.0423    4.990447e+07    4.335819e+05
   -664.7232    5.001555e+07    4.335819e+05
    -640.404    4.979149e+07    4.335819e+05
   -616.0849    4.974690e+07    4.335819e+05
   -591.7658    4.968735e+07    4.335819e+05
   -567.4466    5.055645e+07    4.335819e+05
   -543.1275    4.979303e+07    4.335819e+05
   -518.8083    4.976155e+07    4.335819e+05
   -494.4892    5.018968e+07    4.335819e+05
   -470.1701    5.010299e+07    4.335819e+05
   -445.8509    4.989390e+07    4.335819e+05
   -421.5318    4.979026e+07    4.335819e+05
    -11000.0    8.281903e+07    4.335819e+05
   -397.2126    5.012323e+07    4.335819e+05
   -372.8935    5.014340e+07    4.335819e+05
   -348.5744    4.947012e+07    4.335819e+05
   -324.2552    4.941943e+07    4.335819e+05
   -299.9361    4.955877e+07    4.335819e+05
   -275.6169    4.995828e+07    4.335819e+05
   -251.2978    5.074722e+07    4.335819e+05
   -226.9786    4.947426e+07    4.335819e+05
   -202.6595    4.949657e+07    4.335819e+05
   -178.3404    4.909027e+07    4.335819e+05
   -154.0212    4.897746e+07    4.335819e+05
   -129.7021    4.783215e+07    4.335819e+05
   -105.3829    4.617341e+07    4.335819e+05
    -81.0638    4.358141e+07    4.335819e+05
   -56.74466    3.416161e+07    4.335819e+05
   -32.42552    7.581198e+06    4.335819e+05
    -8.10638    1.386605e+07    4.335819e+05
    16.21276    3.734625e+07    4.335819e+05
     40.5319    4.438245e+07    4.335819e+05
    -11000.0    8.318402e+07    4.335819e+05
    64.85104    4.627533e+07    4.335819e+05
    89.17018    4.844443e+07    4.335819e+05
    113.4893    4.843657e+07    4.335819e+05
    137.8085    4.825274e+07    4.335819e+05
    162.1276    4.890422e+07    4.335819e+05
    186.4467    4.891378e+07    4.335819e+05
    210.7659    4.993093e+07    4.335819e+05
     235.085    4.932380e+07    4.335819e+05
    259.4042    4.983358e+07    4.335819e+05
    283.7233    4.954571e+07    4.335819e+05
    308.0425    4.974788e+07    4.335819e+05
    332.3616    4.943265e+07    4.335819e+05
    356.6807    5.007412e+07    4.335819e+05
    380.9999    4.940273e+07    4.335819e+05
     405.319    5.001122e+07    4.335819e+05
    429.6382    4.999242e+07    4.335819e+05
    453.9573    5.070960e+07    4.335819e+05
    478.2764    5.017842e+07    4.335819e+05
    502.5956    5.015336e+07    4.335819e+05
    -11000.0    8.299350e+07    4.335819e+05
    526.9147    4.978557e+07    4.335819e+05
    551.2339    5.024714e+07    4.335819e+05
     575.553    4.964054e+07    4.335819e+05
    599.8721    5.046686e+07    4.335819e+05
    624.1913    4.958419e+07    4.335819e+05
    648.5104    5.045445e+07    4.335819e+05
    672.8296    5.066541e+07    4.335819e+05
    697.1487    4.990825e+07    4.335819e+05
    721.4678    4.949039e+07    4.335819e+05
     745.787    5.003152e+07    4.335819e+05
    770.1061    4.984502e+07    4.335819e+05
    794.4253    4.922843e+07    4.335819e+05
    818.7444    4.984094e+07    4.335819e+05
    843.0636    5.028905e+07    4.335819e+05
    867.3827    5.002738e+07    4.335819e+05
    891.7018    4.986277e+07    4.335819e+05
     916.021    4.986331e+07    4.335819e+05
    940.3401    4.996447e+07    4.335819e+05
    964.6593    5.073816e+07    4.335819e+05
    -11000.0    8.218065e+07    4.335819e+05
    988.9784    4.999915e+07    4.335819e+05
    1013.298    4.946293e+07    4.335819e+05
    1037.617    4.968539e+07    4.335819e+05
    1061.936    5.016273e+07    4.335819e+05
    1086.255    5.000568e+07    4.335819e+05
    1110.574    5.018143e+07    4.335819e+05
