#    OFFSETS               I           I_err
    -1321.34    3.607296e+07    5.156155e+05
   -1297.021    3.609042e+07    5.156155e+05
   -1272.702    3.467522e+07    5.156155e+05
   -1248.383    3.509015e+07    5.156155e+05
   -1224.063    3.589627e+07    5.156155e+05
   -1199.744    3.570368e+07    5.156155e+05
   -1175.425    3.520052e+07    5.156155e+05
   -1151.106    3.562921e+07    5.156155e+05
   -1126.787    3.572105e+07    5.156155e+05
   -1102.468    3.523155e+07    5.156155e+05
   -1078.149    3.487154e+07    5.156155e+05
   -1053.829    3.594053e+07    5.156155e+05
    -1029.51    3.609534e+07    5.156155e+05
   -1005.191    3.470413e+07    5.156155e+05
    -980.872    3.610622e+07    5.156155e+05
   -956.5529    3.569927e+07    5.156155e+05
   -932.2337    3.547384e+07    5.156155e+05
   -907.9146    3.579668e+07    5.156155e+05
   -883.5955    3.526326e+07    5.156155e+05
    -11000.0    6.446686e+07    5.156155e+05
   -859.2763    3.425530e+07    5.156155e+05
   -834.9572    3.455113e+07    5.156155e+05
    -810.638    3.599065e+07    5.156155e+05
   -786.3189    3.531788e+07    5.156155e+05
   -761.9997    3.586488e+07    5.156155e+05
   -737.6806    3.545019e+07    5.156155e+05
   -713.3615    3.609184e+07    5.156155e+05
   -689.0423    3.499348e+07    5.156155e+05
   -664.7232    3.570566e+07    5.156155e+05
    -640.404    3.507241e+07    5.156155e+05
   -616.0849    3.491101e+07    5.156155e+05
   -591.7658    3.577113e+07    5.156155e+05
   -567.4466    3.415521e+07    5.156155e+05
   -543.1275    3.517103e+07    5.156155e+05
   -518.8083    3.541028e+07    5.156155e+05
   -494.4892    3.520043e+07    5.156155e+05
   -470.1701    3.497216e+07    5.156155e+05
   -445.8509    3.564779e+07    5.156155e+05
   -421.5318    3.502060e+07    5.156155e+05
    -11000.0    6.402199e+07    5.156155e+05
   -397.2126    3.518876e+07    5.156155e+05
   -372.8935    3.576517e+07    5.156155e+05
   -348.5744    3.436181e+07    5.156155e+05
   -324.2552    3.574629e+07    5.156155e+05
   -299.9361    3.559908e+07    5.156155e+05
   -275.6169    3.542814e+07    5.156155e+05
   -251.2978    3.592323e+07    5.156155e+05
   -226.9786    3.521272e+07    5.156155e+05
   -202.6595    3.489094e+07    5.156155e+05
   -178.3404    3.579459e+07    5.156155e+05
   -154.0212    3.484624e+07    5.156155e+05
   -129.7021    3.544097e+07    5.156155e+05
   -105.3829    3.464092e+07    5.156155e+05
    -81.0638    3.373369e+07    5.156155e+05
   -56.74466    3.385109e+07    5.156155e+05
   -32.42552    3.356841e+07    5.156155e+05
    -8.10638    3.195958e+07    5.156155e+05
    16.21276    2.973306e+07    5.156155e+05
     40.5319    2.404255e+07    5.156155e+05
    -11000.0    6.424830e+07    5.156155e+05
    64.85104    8.759769e+06    5.156155e+05
    89.17018    2.792050e+06    5.156155e+05
    113.4893    2.226668e+07    5.156155e+05
    137.8085    2.922588e+07    5.156155e+05
    162.1276    3.142993e+07    5.156155e+05
    186.4467    3.320354e+07    5.156155e+05
    210.7659    3.375192e+07    5.156155e+05
     235.085    3.462703e+07    5.156155e+05
    259.4042    3.522504e+07    5.156155e+05
    283.7233    3.543200e+07    5.156155e+05
    308.0425    3.536927e+07    5.156155e+05
    332.3616    3.490690e+07    5.156155e+05
    356.6807    3.515891e+07    5.156155e+05
    380.9999    3.551213e+07    5.156155e+05
     405.319    3.493971e+07    5.156155e+05
    429.6382    3.459613e+07    5.156155e+05
    453.9573    3.528875e+07    5.156155e+05
    478.2764    3.536933e+07    5.156155e+05
    502.5956    3.481374e+07    5.156155e+05
    -11000.0    6.422636e+07    5.156155e+05
    526.9147    3.528872e+07    5.156155e+05
    551.2339    3.553870e+07    5.156155e+05
     575.553    3.503383e+07    5.156155e+05
    599.8721    3.558977e+07    5.156155e+05
    624.1913    3.505248e+07    5.156155e+05
    648.5104    3.561570e+07    5.156155e+05
    672.8296    3.503119e+07    5.156155e+05
    697.1487    3.605275e+07    5.156155e+05
    721.4678    3.495222e+07    5.156155e+05
     745.787    3.499566e+07    5.156155e+05
    770.1061    3.533341e+07    5.156155e+05
    794.4253    3.519314e+07    5.156155e+05
    818.7444    3.521297e+07    5.156155e+05
    843.0636    3.537599e+07    5.156155e+05
    867.3827    3.521602e+07    5.156155e+05
    891.7018    3.616865e+07    5.156155e+05
     916.021    3.481113e+07    5.156155e+05
    940.3401    3.518482e+07    5.156155e+05
    964.6593    3.529492e+07    5.156155e+05
    -11000.0    6.477075e+07    5.156155e+05
    988.9784    3.503971e+07    5.156155e+05
    1013.298    3.515881e+07    5.156155e+05
    1037.617    3.517817e+07    5.156155e+05
    1061.936    3.528694e+07    5.156155e+05
    1086.255    3.468747e+07    5.156155e+05
    1110.574    3.482967e+07    5.156155e+05
