#    OFFSETS               I           I_err
    -1321.34    3.345454e+07    5.222712e+05
   -1297.021    3.372298e+07    5.222712e+05
   -1272.702    3.314908e+07    5.222712e+05
   -1248.383    3.362980e+07    5.222712e+05
   -1224.063    3.429595e+07    5.222712e+05
   -1199.744    3.326515e+07    5.222712e+05
   -1175.425    3.375075e+07    5.222712e+05
   -1151.106    3.298453e+07    5.222712e+05
   -1126.787    3.410939e+07    5.222712e+05
   -1102.468    3.344308e+07    5.222712e+05
   -1078.149    3.293147e+07    5.222712e+05
   -1053.829    3.393208e+07    5.222712e+05
    -1029.51    3.381368e+07    5.222712e+05
   -1005.191    3.393287e+07    5.222712e+05
    -980.872    3.454540e+07    5.222712e+05
   -956.5529    3.333625e+07    5.222712e+05
   -932.2337    3.333692e+07    5.222712e+05
   -907.9146    3.371236e+07    5.222712e+05
   -883.5955    3.407139e+07    5.222712e+05
    -11000.0    6.270270e+07    5.222712e+05
   -859.2763    3.351798e+07    5.222712e+05
   -834.9572    3.315906e+07    5.222712e+05
    -810.638    3.368330e+07    5.222712e+05
   -786.3189    3.336501e+07    5.222712e+05
   -761.9997    3.282246e+07    5.222712e+05
   -737.6806    3.375490e+07    5.222712e+05
   -713.3615    3.402758e+07    5.222712e+05
   -689.0423    3.377429e+07    5.222712e+05
   -664.7232    3.346272e+07    5.222712e+05
    -640.404    3.306557e+07    5.222712e+05
   -616.0849    3.364030e+07    5.222712e+05
   -591.7658    3.302576e+07    5.222712e+05
   -567.4466    3.345951e+07    5.222712e+05
   -543.1275    3.275594e+07    5.222712e+05
   -518.8083    3.290408e+07    5.222712e+05
   -494.4892    3.322585e+07    5.222712e+05
   -470.1701    3.392545e+07    5.222712e+05
   -445.8509    3.347655e+07    5.222712e+05
   -421.5318    3.382048e+07    5.222712e+05
    -11000.0    6.317685e+07    5.222712e+05
   -397.2126    3.279346e+07    5.222712e+05
   -372.8935    3.228051e+07    5.222712e+05
   -348.5744    3.286343e+07    5.222712e+05
   -324.2552    3.118952e+07    5.222712e+05
   -299.9361    3.067514e+07    5.222712e+05
   -275.6169    2.728851e+07    5.222712e+05
   -251.2978    2.055859e+07    5.222712e+05
   -226.9786    6.613995e+06    5.222712e+05
   -202.6595    1.067585e+06    5.222712e+05
   -178.3404    1.677218e+07    5.222712e+05
   -154.0212    2.586360e+07    5.222712e+05
   -129.7021    2.938389e+07    5.222712e+05
   -105.3829    3.071916e+07    5.222712e+05
    -81.0638    3.234617e+07    5.222712e+05
   -56.74466    3.202850e+07    5.222712e+05
   -32.42552    3.277490e+07    5.222712e+05
    -8.10638    3.377353e+07    5.222712e+05
    16.21276    3.301830e+07    5.222712e+05
     40.5319    3.346534e+07    5.222712e+05
    -11000.0    6.379517e+07    5.222712e+05
    64.85104    3.285852e+07    5.222712e+05
    89.17018    3.350951e+07    5.222712e+05
    113.4893    3.284916e+07    5.222712e+05
    137.8085    3.403431e+07    5.222712e+05
    162.1276    3.458121e+07    5.222712e+05
    186.4467    3.418869e+07    5.222712e+05
    210.7659    3.463417e+07    5.222712e+05
     235.085    3.398328e+07    5.222712e+05
    259.4042    3.408835e+07    5.222712e+05
    283.7233    3.379140e+07    5.222712e+05
    308.0425    3.464027e+07    5.222712e+05
    332.3616    3.317057e+07    5.222712e+05
    356.6807    3.373387e+07    5.222712e+05
    380.9999    3.354285e+07    5.222712e+05
     405.319    3.317092e+07    5.222712e+05
    429.6382    3.380904e+07    5.222712e+05
    453.9573    3.408986e+07    5.222712e+05
    478.2764    3.312257e+07    5.222712e+05
    502.5956    3.407349e+07    5.222712e+05
    -11000.0    6.289583e+07    5.222712e+05
    526.9147    3.352850e+07    5.222712e+05
    551.2339    3.364159e+07    5.222712e+05
     575.553    3.342178e+07    5.222712e+05
    599.8721    3.383286e+07    5.222712e+05
    624.1913    3.247415e+07    5.222712e+05
    648.5104    3.470556e+07    5.222712e+05
    672.8296    3.446164e+07    5.222712e+05
    697.1487    3.486890e+07    5.222712e+05
    721.4678    3.408319e+07    5.222712e+05
     745.787    3.401173e+07    5.222712e+05
    770.1061    3.402480e+07    5.222712e+05
    794.4253    3.436685e+07    5.222712e+05
    818.7444    3.215313e+07    5.222712e+05
    843.0636    3.368994e+07    5.222712e+05
    867.3827    3.409296e+07    5.222712e+05
    891.7018    3.404567e+07    5.222712e+05
     916.021    3.348171e+07    5.222712e+05
    940.3401    3.354394e+07    5.222712e+05
    964.6593    3.414624e+07    5.222712e+05
    -11000.0    6.213890e+07    5.222712e+05
    988.9784    3.347997e+07    5.222712e+05
    1013.298    3.387203e+07    5.222712e+05
    1037.617    3.249491e+07    5.222712e+05
    1061.936    3.344312e+07    5.222712e+05
    1086.255    3.362669e+07    5.222712e+05
    1110.574    3.308627e+07    5.222712e+05
