#    OFFSETS               I           I_err
    -1321.34    2.658797e+07    4.726800e+05
   -1297.021    2.544355e+07    4.726800e+05
   -1272.702    2.566694e+07    4.726800e+05
   -1248.383    2.594301e+07    4.726800e+05
   -1224.063    2.615013e+07    4.726800e+05
   -1199.744    2.648480e+07    4.726800e+05
   -1175.425    2.591238e+07    4.726800e+05
   -1151.106    2.661971e+07    4.726800e+05
   -1126.787    2.513843e+07    4.726800e+05
   -1102.468    2.635174e+07    4.726800e+05
   -1078.149    2.653598e+07    4.726800e+05
   -1053.829    2.663495e+07    4.726800e+05
    -1029.51    2.678437e+07    4.726800e+05
   -1005.191    2.665763e+07    4.726800e+05
    -980.872    2.617234e+07    4.726800e+05
   -956.5529    2.636699e+07    4.726800e+05
   -932.2337    2.702210e+07    4.726800e+05
   -907.9146    2.590362e+07    4.726800e+05
   -883.5955    2.593137e+07    4.726800e+05
    -11000.0    4.872064e+07    4.726800e+05
   -859.2763    2.584424e+07    4.726800e+05
   -834.9572    2.576116e+07    4.726800e+05
    -810.638    2.663494e+07    4.726800e+05
   -786.3189    2.574403e+07    4.726800e+05
   -761.9997    2.642056e+07    4.726800e+05
   -737.6806    2.693732e+07    4.726800e+05
   -713.3615    2.648330e+07    4.726800e+05
   -689.0423    2.607293e+07    4.726800e+05
   -664.7232    2.575916e+07    4.726800e+05
    -640.404    2.678903e+07    4.726800e+05
   -616.0849    2.657114e+07    4.726800e+05
   -591.7658    2.628043e+07    4.726800e+05
   -567.4466    2.615882e+07    4.726800e+05
   -543.1275    2.556006e+07    4.726800e+05
   -518.8083    2.682402e+07    4.726800e+05
   -494.4892    2.560386e+07    4.726800e+05
   -470.1701    2.566836e+07    4.726800e+05
   -445.8509    2.695264e+07    4.726800e+05
   -421.5318    2.575082e+07    4.726800e+05
    -11000.0    4.965769e+07    4.726800e+05
   -397.2126    2.454881e+07    4.726800e+05
   -372.8935    2.380454e+07    4.726800e+05
   -348.5744    2.067468e+07    4.726800e+05
   -324.2552    1.186462e+07    4.726800e+05
   -299.9361   -3.799799e+06    4.726800e+05
   -275.6169    1.092330e+07    4.726800e+05
   -251.2978    2.024554e+07    4.726800e+05
   -226.9786    2.429307e+07    4.726800e+05
   -202.6595    2.540783e+07    4.726800e+05
   -178.3404    2.609662e+07    4.726800e+05
   -154.0212    2.542548e+07    4.726800e+05
   -129.7021    2.601234e+07    4.726800e+05
   -105.3829    2.531722e+07    4.726800e+05
    -81.0638    2.703882e+07    4.726800e+05
   -56.74466    2.634828e+07    4.726800e+05
   -32.42552    2.615278e+07    4.726800e+05
    -8.10638    2.694220e+07    4.726800e+05
    16.21276    2.685126e+07    4.726800e+05
     40.5319    2.531675e+07    4.726800e+05
    -11000.0    4.959195e+07    4.726800e+05
    64.85104    2.633754e+07    4.726800e+05
    89.17018    2.721534e+07    4.726800e+05
    113.4893    2.627191e+07    4.726800e+05
    137.8085    2.606641e+07    4.726800e+05
    162.1276    2.674548e+07    4.726800e+05
    186.4467    2.723270e+07    4.726800e+05
    210.7659    2.661845e+07    4.726800e+05
     235.085    2.665935e+07    4.726800e+05
    259.4042    2.690149e+07    4.726800e+05
    283.7233    2.596168e+07    4.726800e+05
    308.0425    2.587149e+07    4.726800e+05
    332.3616    2.668492e+07    4.726800e+05
    356.6807    2.657960e+07    4.726800e+05
    380.9999    2.627718e+07    4.726800e+05
     405.319    2.583013e+07    4.726800e+05
    429.6382    2.639606e+07    4.726800e+05
    453.9573    2.681632e+07    4.726800e+05
    478.2764    2.711687e+07    4.726800e+05
    502.5956    2.593535e+07    4.726800e+05
    -11000.0    5.010488e+07    4.726800e+05
    526.9147    2.637432e+07    4.726800e+05
    551.2339    2.516030e+07    4.726800e+05
     575.553    2.620562e+07    4.726800e+05
    599.8721    2.677634e+07    4.726800e+05
    624.1913    2.679227e+07    4.726800e+05
    648.5104    2.666697e+07    4.726800e+05
    672.8296    2.605607e+07    4.726800e+05
    697.1487    2.685045e+07    4.726800e+05
    721.4678    2.635620e+07    4.726800e+05
     745.787    2.658252e+07    4.726800e+05
    770.1061    2.663095e+07    4.726800e+05
    794.4253    2.688195e+07    4.726800e+05
    818.7444    2.670336e+07    4.726800e+05
    843.0636    2.652699e+07    4.726800e+05
    867.3827    2.671640e+07    4.726800e+05
    891.7018    2.638757e+07    4.726800e+05
     916.021    2.689083e+07    4.726800e+05
    940.3401    2.644444e+07    4.726800e+05
    964.6593    2.619628e+07    4.726800e+05
    -11000.0    4.977614e+07    4.726800e+05
    988.9784    2.629446e+07    4.726800e+05
    1013.298    2.645737e+07    4.726800e+05
    1037.617    2.666542e+07    4.726800e+05
    1061.936    2.632775e+07    4.726800e+05
    1086.255    2.682713e+07    4.726800e+05
    1110.574    2.716883e+07    4.726800e+05
