#    OFFSETS               I           I_err
    -1321.34    3.095285e+07    4.881159e+05
   -1297.021    3.051567e+07    4.881159e+05
   -1272.702    3.210521e+07    4.881159e+05
   -1248.383    3.086485e+07    4.881159e+05
   -1224.063    3.147294e+07    4.881159e+05
   -1199.744    3.044411e+07    4.881159e+05
   -1175.425    3.034422e+07    4.881159e+05
   -1151.106    3.070268e+07    4.881159e+05
   -1126.787    3.069480e+07    4.881159e+05
   -1102.468    2.985079e+07    4.881159e+05
   -1078.149    3.105956e+07    4.881159e+05
   -1053.829    3.103535e+07    4.881159e+05
    -1029.51    3.014907e+07    4.881159e+05
   -1005.191    3.143860e+07    4.881159e+05
    -980.872    3.166265e+07    4.881159e+05
   -956.5529    3.045631e+07    4.881159e+05
   -932.2337    3.074270e+07    4.881159e+05
   -907.9146    3.119979e+07    4.881159e+05
   -883.5955    3.038294e+07    4.881159e+05
    -11000.0    5.777346e+07    4.881159e+05
   -859.2763    3.075632e+07    4.881159e+05
   -834.9572    3.026454e+07    4.881159e+05
    -810.638    3.098251e+07    4.881159e+05
   -786.3189    3.083713e+07    4.881159e+05
   -761.9997    2.989810e+07    4.881159e+05
   -737.6806    3.100738e+07    4.881159e+05
   -713.3615    3.017287e+07    4.881159e+05
   -689.0423    3.016594e+07    4.881159e+05
   -664.7232    2.881839e+07    4.881159e+05
    -640.404    2.833965e+07    4.881159e+05
   -616.0849    2.555695e+07    4.881159e+05
   -591.7658    1.981808e+07    4.881159e+05
   -567.4466    2.958852e+06    4.881159e+05
   -543.1275    8.459165e+06    4.881159e+05
   -518.8083    2.241344e+07    4.881159e+05
   -494.4892    2.705657e+07    4.881159e+05
   -470.1701    2.823825e+07    4.881159e+05
   -445.8509    2.993131e+07    4.881159e+05
   -421.5318    2.912146e+07    4.881159e+05
    -11000.0    5.747035e+07    4.881159e+05
   -397.2126    3.062742e+07    4.881159e+05
   -372.8935    3.017000e+07    4.881159e+05
   -348.5744    3.050233e+07    4.881159e+05
   -324.2552    3.094032e+07    4.881159e+05
   -299.9361    3.056087e+07    4.881159e+05
   -275.6169    3.006344e+07    4.881159e+05
   -251.2978    3.091565e+07    4.881159e+05
   -226.9786    3.074416e+07    4.881159e+05
   -202.6595    3.113768e+07    4.881159e+05
   -178.3404    3.121432e+07    4.881159e+05
   -154.0212    3.079138e+07    4.881159e+05
   -129.7021    3.088756e+07    4.881159e+05
   -105.3829    3.061957e+07    4.881159e+05
    -81.0638    3.007547e+07    4.881159e+05
   -56.74466    3.039176e+07    4.881159e+05
   -32.42552    2.986452e+07    4.881159e+05
    -8.10638    3.055063e+07    4.881159e+05
    16.21276    3.113257e+07    4.881159e+05
     40.5319    3.050093e+07    4.881159e+05
    -11000.0    5.822810e+07    4.881159e+05
    64.85104    3.175239e+07    4.881159e+05
    89.17018    3.100937e+07    4.881159e+05
    113.4893    3.227632e+07    4.881159e+05
    137.8085    3.135237e+07    4.881159e+05
    162.1276    3.047326e+07    4.881159e+05
    186.4467    3.067414e+07    4.881159e+05
    210.7659    3.096997e+07    4.881159e+05
     235.085    2.989967e+07    4.881159e+05
    259.4042    3.062787e+07    4.881159e+05
    283.7233    3.062658e+07    4.881159e+05
    308.0425    3.075419e+07    4.881159e+05
    332.3616    2.979675e+07    4.881159e+05
    356.6807    3.080967e+07    4.881159e+05
    380.9999    3.044696e+07    4.881159e+05
     405.319    3.101582e+07    4.881159e+05
    429.6382    3.159519e+07    4.881159e+05
    453.9573    3.122415e+07    4.881159e+05
    478.2764    3.104793e+07    4.881159e+05
    502.5956    3.071568e+07    4.881159e+05
    -11000.0    5.757589e+07    4.881159e+05
    526.9147    3.110091e+07    4.881159e+05
    551.2339    3.073295e+07    4.881159e+05
     575.553    3.024415e+07    4.881159e+05
    599.8721    3.113858e+07    4.881159e+05
    624.1913    3.130908e+07    4.881159e+05
    648.5104    3.118759e+07    4.881159e+05
    672.8296    3.078448e+07    4.881159e+05
    697.1487    3.085520e+07    4.881159e+05
    721.4678    3.184194e+07    4.881159e+05
     745.787    3.107979e+07    4.881159e+05
    770.1061    3.080126e+07    4.881159e+05
    794.4253    3.129735e+07    4.881159e+05
    818.7444    3.105613e+07    4.881159e+05
    843.0636    3.054301e+07    4.881159e+05
    867.3827    3.041458e+07    4.881159e+05
    891.7018    3.123407e+07    4.881159e+05
     916.021    3.128181e+07    4.881159e+05
    940.3401    3.061219e+07    4.881159e+05
    964.6593    3.101718e+07    4.881159e+05
    -11000.0    5.752619e+07    4.881159e+05
    988.9784    3.051058e+07    4.881159e+05
    1013.298    3.113940e+07    4.881159e+05
    1037.617    3.059456e+07    4.881159e+05
    1061.936    3.073031e+07    4.881159e+05
    1086.255    3.160066e+07    4.881159e+05
    1110.574    3.072549e+07    4.881159e+05
