#    OFFSETS               I           I_err
    -1321.34    2.636086e+07    4.818438e+05
   -1297.021    2.533057e+07    4.818438e+05
   -1272.702    2.543427e+07    4.818438e+05
   -1248.383    2.578079e+07    4.818438e+05
   -1224.063    2.563005e+07    4.818438e+05
   -1199.744    2.609019e+07    4.818438e+05
   -1175.425    2.652876e+07    4.818438e+05
   -1151.106    2.637764e+07    4.818438e+05
   -1126.787    2.636924e+07    4.818438e+05
   -1102.468    2.581710e+07    4.818438e+05
   -1078.149    2.606577e+07    4.818438e+05
   -1053.829    2.680846e+07    4.818438e+05
    -1029.51    2.622523e+07    4.818438e+05
   -1005.191    2.505921e+07    4.818438e+05
    -980.872    2.550658e+07    4.818438e+05
   -956.5529    2.734374e+07    4.818438e+05
   -932.2337    2.695065e+07    4.818438e+05
   -907.9146    2.671390e+07    4.818438e+05
   -883.5955    2.591951e+07    4.818438e+05
    -11000.0    4.948315e+07    4.818438e+05
   -859.2763    2.558877e+07    4.818438e+05
   -834.9572    2.659035e+07    4.818438e+05
    -810.638    2.588983e+07    4.818438e+05
   -786.3189    2.454480e+07    4.818438e+05
   -761.9997    2.612126e+07    4.818438e+05
   -737.6806    2.644819e+07    4.818438e+05
   -713.3615    2.615433e+07    4.818438e+05
   -689.0423    2.561417e+07    4.818438e+05
   -664.7232    2.609241e+07    4.818438e+05
    -640.404    2.684800e+07    4.818438e+05
   -616.0849    2.625131e+07    4.818438e+05
   -591.7658    2.615423e+07    4.818438e+05
   -567.4466    2.606405e+07    4.818438e+05
   -543.1275    2.633831e+07    4.818438e+05
   -518.8083    2.610188e+07    4.818438e+05
   -494.4892    2.665360e+07    4.818438e+05
   -470.1701    2.511591e+07    4.818438e+05
   -445.8509    2.727410e+07    4.818438e+05
   -421.5318    2.546389e+07    4.818438e+05
    -11000.0    4.953199e+07    4.818438e+05
   -397.2126    2.670648e+07    4.818438e+05
   -372.8935    2.720598e+07    4.818438e+05
   -348.5744    2.571919e+07    4.818438e+05
   -324.2552    2.616164e+07    4.818438e+05
   -299.9361    2.625540e+07    4.818438e+05
   -275.6169    2.586874e+07    4.818438e+05
   -251.2978    2.632745e+07    4.818438e+05
   -226.9786    2.653995e+07    4.818438e+05
   -202.6595    2.616202e+07    4.818438e+05
   -178.3404    2.592068e+07    4.818438e+05
   -154.0212    2.550593e+07    4.818438e+05
   -129.7021    2.573268e+07    4.818438e+05
   -105.3829    2.600857e+07    4.818438e+05
    -81.0638    2.457905e+07    4.818438e+05
   -56.74466    2.455241e+07    4.818438e+05
   -32.42552    2.485512e+07    4.818438e+05
    -8.10638    2.345972e+07    4.818438e+05
    16.21276    2.097986e+07    4.818438e+05
     40.5319    1.754762e+07    4.818438e+05
    -11000.0    4.953320e+07    4.818438e+05
    64.85104    8.572067e+06    4.818438e+05
    89.17018    3.921775e+06    4.818438e+05
    113.4893    1.597532e+07    4.818438e+05
    137.8085    2.140961e+07    4.818438e+05
    162.1276    2.243677e+07    4.818438e+05
    186.4467    2.481197e+07    4.818438e+05
    210.7659    2.529702e+07    4.818438e+05
     235.085    2.531539e+07    4.818438e+05
    259.4042    2.519813e+07    4.818438e+05
    283.7233    2.550362e+07    4.818438e+05
    308.0425    2.661597e+07    4.818438e+05
    332.3616    2.562239e+07    4.818438e+05
    356.6807    2.581021e+07    4.818438e+05
    380.9999    2.677495e+07    4.818438e+05
     405.319    2.574596e+07    4.818438e+05
    429.6382    2.545240e+07    4.818438e+05
    453.9573    2.510671e+07    4.818438e+05
    478.2764    2.712397e+07    4.818438e+05
    502.5956    2.570234e+07    4.818438e+05
    -11000.0    4.853966e+07    4.818438e+05
    526.9147    2.585460e+07    4.818438e+05
    551.2339    2.654033e+07    4.818438e+05
     575.553    2.636567e+07    4.818438e+05
    599.8721    2.672386e+07    4.818438e+05
    624.1913    2.542236e+07    4.818438e+05
    648.5104    2.574979e+07    4.818438e+05
    672.8296    2.593916e+07    4.818438e+05
    697.1487    2.634920e+07    4.818438e+05
    721.4678    2.530950e+07    4.818438e+05
     745.787    2.623730e+07    4.818438e+05
    770.1061    2.565581e+07    4.818438e+05
    794.4253    2.610214e+07    4.818438e+05
    818.7444    2.641486e+07    4.818438e+05
    843.0636    2.621264e+07    4.818438e+05
    867.3827    2.614548e+07    4.818438e+05
    891.7018    2.653676e+07    4.818438e+05
     916.021    2.683514e+07    4.818438e+05
    940.3401    2.632768e+07    4.818438e+05
    964.6593    2.538285e+07    4.818438e+05
    -11000.0    4.912328e+07    4.818438e+05
    988.9784    2.596660e+07    4.818438e+05
    1013.298    2.551095e+07    4.818438e+05
    1037.617    2.578278e+07    4.818438e+05
    1061.936    2.570259e+07    4.818438e+05
    1086.255    2.621176e+07    4.818438e+05
    1110.574    2.678500e+07    4.818438e+05
