#    OFFSETS               I           I_err
    -1321.34    1.746387e+07    4.795532e+05
   -1297.021    1.800635e+07    4.795532e+05
   -1272.702    1.726532e+07    4.795532e+05
   -1248.383    1.654837e+07    4.795532e+05
   -1224.063    1.736727e+07    4.795532e+05
   -1199.744    1.713498e+07    4.795532e+05
   -1175.425    1.750745e+07    4.795532e+05
   -1151.106    1.789151e+07    4.795532e+05
   -1126.787    1.712216e+07    4.795532e+05
   -1102.468    1.749160e+07    4.795532e+05
   -1078.149    1.697157e+07    4.795532e+05
   -1053.829    1.664388e+07    4.795532e+05
    -1029.51    1.789191e+07    4.795532e+05
   -1005.191    1.713919e+07    4.795532e+05
    -980.872    1.727959e+07    4.795532e+05
   -956.5529    1.776788e+07    4.795532e+05
   -932.2337    1.703864e+07    4.795532e+05
   -907.9146    1.774817e+07    4.795532e+05
   -883.5955    1.723254e+07    4.795532e+05
    -11000.0    3.314426e+07    4.795532e+05
   -859.2763    1.646807e+07    4.795532e+05
   -834.9572    1.715279e+07    4.795532e+05
    -810.638    1.720848e+07    4.795532e+05
   -786.3189    1.660733e+07    4.795532e+05
   -761.9997    1.789883e+07    4.795532e+05
   -737.6806    1.815577e+07    4.795532e+05
   -713.3615    1.814582e+07    4.795532e+05
   -689.0423    1.774712e+07    4.795532e+05
   -664.7232    1.755831e+07    4.795532e+05
    -640.404    1.662714e+07    4.795532e+05
   -616.0849    1.658212e+07    4.795532e+05
   -591.7658    1.684345e+07    4.795532e+05
   -567.4466    1.688849e+07    4.795532e+05
   -543.1275    1.726096e+07    4.795532e+05
   -518.8083    1.764399e+07    4.795532e+05
   -494.4892    1.728852e+07    4.795532e+05
   -470.1701    1.809681e+07    4.795532e+05
   -445.8509    1.708475e+07    4.795532e+05
   -421.5318    1.747081e+07    4.795532e+05
    -11000.0    3.286595e+07    4.795532e+05
   -397.2126    1.718624e+07    4.795532e+05
   -372.8935    1.718098e+07    4.795532e+05
   -348.5744    1.699331e+07    4.795532e+05
   -324.2552    1.824121e+07    4.795532e+05
   -299.9361    1.655483e+07    4.795532e+05
   -275.6169    1.716993e+07    4.795532e+05
   -251.2978    1.742091e+07    4.795532e+05
   -226.9786    1.746604e+07    4.795532e+05
   -202.6595    1.823259e+07    4.795532e+05
   -178.3404    1.755278e+07    4.795532e+05
   -154.0212    1.765631e+07    4.795532e+05
   -129.7021    1.724148e+07    4.795532e+05
   -105.3829    1.682391e+07    4.795532e+05
    -81.0638    1.749924e+07    4.795532e+05
   -56.74466    1.737448e+07    4.795532e+05
   -32.42552    1.806657e+07    4.795532e+05
    -8.10638    1.678991e+07    4.795532e+05
    16.21276    1.723721e+07    4.795532e+05
     40.5319    1.716779e+07    4.795532e+05
    -11000.0    3.410152e+07    4.795532e+05
    64.85104    1.705867e+07    4.795532e+05
    89.17018    1.525308e+07    4.795532e+05
    113.4893    1.442659e+07    4.795532e+05
    137.8085    1.208788e+07    4.795532e+05
    162.1276    5.673863e+06    4.795532e+05
    186.4467    9.552973e+04    4.795532e+05
    210.7659    9.038198e+06    4.795532e+05
     235.085    1.344558e+07    4.795532e+05
    259.4042    1.617593e+07    4.795532e+05
    283.7233    1.626642e+07    4.795532e+05
    308.0425    1.602400e+07    4.795532e+05
    332.3616    1.651651e+07    4.795532e+05
    356.6807    1.623666e+07    4.795532e+05
    380.9999    1.803824e+07    4.795532e+05
     405.319    1.631161e+07    4.795532e+05
    429.6382    1.694782e+07    4.795532e+05
    453.9573    1.715456e+07    4.795532e+05
    478.2764    1.693195e+07    4.795532e+05
    502.5956    1.749183e+07    4.795532e+05
    -11000.0    3.343906e+07    4.795532e+05
    526.9147    1.688279e+07    4.795532e+05
    551.2339    1.735381e+07    4.795532e+05
     575.553    1.844646e+07    4.795532e+05
    599.8721    1.717807e+07    4.795532e+05
    624.1913    1.675449e+07    4.795532e+05
    648.5104    1.744921e+07    4.795532e+05
    672.8296    1.715209e+07    4.795532e+05
    697.1487    1.799198e+07    4.795532e+05
    721.4678    1.747961e+07    4.795532e+05
     745.787    1.694059e+07    4.795532e+05
    770.1061    1.685487e+07    4.795532e+05
    794.4253    1.719082e+07    4.795532e+05
    818.7444    1.729451e+07    4.795532e+05
    843.0636    1.774217e+07    4.795532e+05
    867.3827    1.726983e+07    4.795532e+05
    891.7018    1.782207e+07    4.795532e+05
     916.021    1.728738e+07    4.795532e+05
    940.3401    1.694716e+07    4.795532e+05
    964.6593    1.785139e+07    4.795532e+05
    -11000.0    3.350217e+07    4.795532e+05
    988.9784    1.825948e+07    4.795532e+05
    1013.298    1.710006e+07    4.795532e+05
    1037.617    1.750844e+07    4.795532e+05
    1061.936    1.809569e+07    4.795532e+05
    1086.255    1.750349e+07    4.795532e+05
    1110.574    1.751060e+07    4.795532e+05
