#    OFFSETS               I           I_err
    -1321.34    3.567737e+07    4.521294e+05
   -1297.021    3.553294e+07    4.521294e+05
   -1272.702    3.579790e+07    4.521294e+05
   -1248.383    3.618603e+07    4.521294e+05
   -1224.063    3.625983e+07    4.521294e+05
   -1199.744    3.653519e+07    4.521294e+05
   -1175.425    3.523906e+07    4.521294e+05
   -1151.106    3.581190e+07    4.521294e+05
   -1126.787    3.597146e+07    4.521294e+05
   -1102.468    3.555887e+07    4.521294e+05
   -1078.149    3.594747e+07    4.521294e+05
   -1053.829    3.490054e+07    4.521294e+05
    -1029.51    3.637173e+07    4.521294e+05
   -1005.191    3.615728e+07    4.521294e+05
    -980.872    3.628574e+07    4.521294e+05
   -956.5529    3.602390e+07    4.521294e+05
   -932.2337    3.580763e+07    4.521294e+05
   -907.9146    3.663239e+07    4.521294e+05
   -883.5955    3.558383e+07    4.521294e+05
    -11000.0    6.215747e+07    4.521294e+05
   -859.2763    3.634593e+07    4.521294e+05
   -834.9572    3.634776e+07    4.521294e+05
    -810.638    3.592497e+07    4.521294e+05
   -786.3189    3.653195e+07    4.521294e+05
   -761.9997    3.609111e+07    4.521294e+05
   -737.6806    3.606352e+07    4.521294e+05
   -713.3615    3.620913e+07    4.521294e+05
   -689.0423    3.625369e+07    4.521294e+05
   -664.7232    3.527971e+07    4.521294e+05
    -640.404    3.686256e+07    4.521294e+05
   -616.0849    3.626514e+07    4.521294e+05
   -591.7658    3.563786e+07    4.521294e+05
   -567.4466    3.615915e+07    4.521294e+05
   -543.1275    3.565580e+07    4.521294e+05
   -518.8083    3.582665e+07    4.521294e+05
   -494.4892    3.533440e+07    4.521294e+05
   -470.1701    3.614257e+07    4.521294e+05
   -445.8509    3.570804e+07    4.521294e+05
   -421.5318    3.581923e+07    4.521294e+05
    -11000.0    6.234934e+07    4.521294e+05
   -397.2126    3.699215e+07    4.521294e+05
   -372.8935    3.643429e+07    4.521294e+05
   -348.5744    3.642742e+07    4.521294e+05
   -324.2552    3.647382e+07    4.521294e+05
   -299.9361    3.637748e+07    4.521294e+05
   -275.6169    3.566273e+07    4.521294e+05
   -251.2978    3.575057e+07    4.521294e+05
   -226.9786    3.662677e+07    4.521294e+05
   -202.6595    3.642781e+07    4.521294e+05
   -178.3404    3.589405e+07    4.521294e+05
   -154.0212    3.609966e+07    4.521294e+05
   -129.7021    3.553948e+07    4.521294e+05
   -105.3829    3.598247e+07    4.521294e+05
    -81.0638    3.547648e+07    4.521294e+05
   -56.74466    3.554175e+07    4.521294e+05
   -32.42552    3.574028e+07    4.521294e+05
    -8.10638    3.578691e+07    4.521294e+05
    16.21276    3.562128e+07    4.521294e+05
     40.5319    3.560313e+07    4.521294e+05
    -11000.0    6.283267e+07    4.521294e+05
    64.85104    3.570245e+07    4.521294e+05
    89.17018    3.428492e+07    4.521294e+05
    113.4893    3.442848e+07    4.521294e+05
    137.8085    3.224500e+07    4.521294e+05
    162.1276    2.983823e+07    4.521294e+05
    186.4467    2.331397e+07    4.521294e+05
    210.7659    5.967262e+06    4.521294e+05
     235.085    1.222513e+07    4.521294e+05
    259.4042    2.795039e+07    4.521294e+05
    283.7233    3.202074e+07    4.521294e+05
    308.0425    3.391606e+07    4.521294e+05
    332.3616    3.487424e+07    4.521294e+05
    356.6807    3.478490e+07    4.521294e+05
    380.9999    3.476505e+07    4.521294e+05
     405.319    3.537464e+07    4.521294e+05
    429.6382    3.484430e+07    4.521294e+05
    453.9573    3.655083e+07    4.521294e+05
    478.2764    3.584677e+07    4.521294e+05
    502.5956    3.589891e+07    4.521294e+05
    -11000.0    6.261086e+07    4.521294e+05
    526.9147    3.580139e+07    4.521294e+05
    551.2339    3.589503e+07    4.521294e+05
     575.553    3.576839e+07    4.521294e+05
    599.8721    3.577200e+07    4.521294e+05
    624.1913    3.600029e+07    4.521294e+05
    648.5104    3.610092e+07    4.521294e+05
    672.8296    3.571981e+07    4.521294e+05
    697.1487    3.613060e+07    4.521294e+05
    721.4678    3.583996e+07    4.521294e+05
     745.787    3.677266e+07    4.521294e+05
    770.1061    3.595515e+07    4.521294e+05
    794.4253    3.627978e+07    4.521294e+05
    818.7444    3.606933e+07    4.521294e+05
    843.0636    3.548521e+07    4.521294e+05
    867.3827    3.610162e+07    4.521294e+05
    891.7018    3.538962e+07    4.521294e+05
     916.021    3.620704e+07    4.521294e+05
    940.3401    3.536261e+07    4.521294e+05
    964.6593    3.546185e+07    4.521294e+05
    -11000.0    6.242781e+07    4.521294e+05
    988.9784    3.542621e+07    4.521294e+05
    1013.298    3.601138e+07    4.521294e+05
    1037.617    3.521391e+07    4.521294e+05
    1061.936    3.596706e+07    4.521294e+05
    1086.255    3.604521e+07    4.521294e+05
    1110.574    3.606160e+07    4.521294e+05
