-1.200e+04	1.5891690e+07	1.5891690e+05
6.000e+01	4.4019981e+06	1.5891690e+05
5.700e+01	4.4147115e+06	1.5891690e+05
5.400e+01	4.4178898e+06	1.5891690e+05
5.100e+01	4.3702148e+06	1.5891690e+05
4.800e+01	4.3066480e+06	1.5891690e+05
4.500e+01	4.1938170e+06	1.5891690e+05
4.200e+01	4.0682726e+06	1.5891690e+05
3.900e+01	3.8759832e+06	1.5891690e+05
3.600e+01	3.6090028e+06	1.5891690e+05
3.300e+01	3.2514398e+06	1.5891690e+05
3.000e+01	2.7572082e+06	1.5891690e+05
2.700e+01	2.1517348e+06	1.5891690e+05
2.400e+01	1.4016471e+06	1.5891690e+05
2.100e+01	7.5167694e+05	1.5891690e+05
1.800e+01	4.5926984e+05	1.5891690e+05
1.500e+01	3.4484967e+05	1.5891690e+05
1.200e+01	3.2577965e+05	1.5891690e+05
9.000e+00	6.3407843e+05	1.5891690e+05
6.000e+00	1.2188926e+06	1.5891690e+05
3.000e+00	1.8164202e+06	1.5891690e+05
0.000e+00	2.3265434e+06	1.5891690e+05
-3.000e+00	2.7556190e+06	1.5891690e+05
-6.000e+00	3.1513221e+06	1.5891690e+05
-9.000e+00	3.4707451e+06	1.5891690e+05
-1.200e+01	3.7472605e+06	1.5891690e+05
-1.500e+01	3.9268366e+06	1.5891690e+05
-1.800e+01	4.0682726e+06	1.5891690e+05
-2.100e+01	4.1683903e+06	1.5891690e+05
-2.400e+01	4.2112979e+06	1.5891690e+05
-2.700e+01	4.2176545e+06	1.5891690e+05
-3.000e+01	4.1540878e+06	1.5891690e+05
-3.300e+01	4.0190084e+06	1.5891690e+05
-3.600e+01	3.7361363e+06	1.5891690e+05
-3.900e+01	3.4183025e+06	1.5891690e+05
-4.200e+01	3.3849300e+06	1.5891690e+05
-4.500e+01	3.6646237e+06	1.5891690e+05
-4.800e+01	3.9188908e+06	1.5891690e+05
-5.100e+01	4.0905210e+06	1.5891690e+05
-5.400e+01	4.2017628e+06	1.5891690e+05
-5.700e+01	4.3288964e+06	1.5891690e+05
-6.000e+01	4.4163007e+06	1.5891690e+05
