#
#       Peak Name  Overlap_group
#          73N-HN             15
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   120.181     8.326
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2016179e+02  9.9108974e-05 
# w1(Hz)        1.5519371e+01  2.3739187e-02 
# g1            7.5734388e-01  6.9463802e-03 
# f02(ppm)      8.3275303e+00  1.9262051e-05 
# w2(Hz)        2.6936850e+01  5.4012217e-02 
# g2            2.2972902e-01  4.7773582e-03 
############################################
#    ncyc_cp        Intensity      Esd(Int.)
   0.000e+00    7.7939469e+04  2.4852868e+02
   3.600e+01    3.2996120e+04  1.5354603e+02
   1.000e+00    2.6029627e+04  1.4343296e+02
   3.300e+01    3.2906354e+04  1.5339795e+02
   2.000e+00    2.6050900e+04  1.4343686e+02
   3.000e+01    3.2468749e+04  1.5271498e+02
   3.000e+00    2.6181800e+04  1.4360473e+02
   2.700e+01    3.1720066e+04  1.5158473e+02
   4.000e+00    2.6205648e+04  1.4363678e+02
   2.400e+01    3.1479329e+04  1.5120694e+02
   6.000e+00    2.6576481e+04  1.4412313e+02
   2.100e+01    3.0650385e+04  1.4993873e+02
   8.000e+00    2.7284803e+04  1.4511855e+02
   1.800e+01    3.0117232e+04  1.4914822e+02
   1.000e+01    2.7986405e+04  1.4607548e+02
   1.600e+01    2.9685480e+04  1.4850768e+02
   1.200e+01    2.8212360e+04  1.4638909e+02
   1.400e+01    2.8893348e+04  1.4736643e+02
   8.000e+00    2.7245453e+04  1.4505673e+02
   2.400e+01    3.1354924e+04  1.5100772e+02
