# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  8.09579e+05
# Free Parameters:           23
# Data Points    :        12087
#   F2(ppm)     F1(ppm)        Data        Calc 
 8.1870e+00  1.2219e+02  8.6916e+03  8.0504e+03 
 8.1909e+00  1.2219e+02  3.8209e+04  1.0226e+04 
 8.1948e+00  1.2219e+02  4.7599e+04  1.2540e+04 
 8.1988e+00  1.2219e+02  5.3183e+04  1.4775e+04 
 8.2027e+00  1.2219e+02  5.8434e+04  1.6638e+04 
 8.2066e+00  1.2219e+02  6.3039e+04  1.7795e+04 
 8.2105e+00  1.2219e+02  6.6220e+04  1.7989e+04 
 8.2144e+00  1.2219e+02  6.7028e+04  1.7170e+04 
 8.2183e+00  1.2219e+02  6.4582e+04  1.5532e+04 
 8.2222e+00  1.2219e+02  6.0493e+04  1.3398e+04 
 8.2261e+00  1.2219e+02  5.6742e+04  1.1084e+04 
 8.2300e+00  1.2219e+02  5.4393e+04  8.8369e+03 
 8.2339e+00  1.2219e+02  5.3169e+04  6.8214e+03 
  
 8.1675e+00  1.2224e+02 -5.6913e+04  2.2441e+03 
 8.1714e+00  1.2224e+02 -2.7053e+04  3.0410e+03 
 8.1753e+00  1.2224e+02 -1.1683e+04  4.1586e+03 
 8.1792e+00  1.2224e+02 -1.7421e+04  5.6637e+03 
 8.1831e+00  1.2224e+02 -8.2642e+04  7.5962e+03 
 8.1870e+00  1.2224e+02 -8.8585e+04  9.9465e+03 
 8.1909e+00  1.2224e+02 -4.0128e+04  1.2635e+04 
 8.1948e+00  1.2224e+02 -4.0898e+03  1.5493e+04 
 8.1988e+00  1.2224e+02  1.9964e+04  1.8255e+04 
 8.2027e+00  1.2224e+02  3.7317e+04  2.0557e+04 
 8.2066e+00  1.2224e+02  5.1390e+04  2.1987e+04 
 8.2105e+00  1.2224e+02  6.4257e+04  2.2226e+04 
 8.2144e+00  1.2224e+02  7.6080e+04  2.1214e+04 
 8.2183e+00  1.2224e+02  8.4102e+04  1.9191e+04 
 8.2222e+00  1.2224e+02  8.7175e+04  1.6554e+04 
 8.2261e+00  1.2224e+02  8.7966e+04  1.3695e+04 
 8.2300e+00  1.2224e+02  8.8544e+04  1.0918e+04 
 8.2339e+00  1.2224e+02  8.7720e+04  8.4280e+03 
 8.2378e+00  1.2224e+02  8.2461e+04  6.3349e+03 
 8.2418e+00  1.2224e+02  7.3514e+04  4.6727e+03 
 8.2457e+00  1.2224e+02  6.3470e+04  3.4171e+03 
 8.2496e+00  1.2224e+02  5.3816e+04  2.5091e+03 
 8.2535e+00  1.2224e+02  4.5035e+04  1.8747e+03 
  
 8.1597e+00  1.2229e+02 -2.5972e+04  1.6695e+03 
 8.1636e+00  1.2229e+02 -7.3685e+03  2.1435e+03 
 8.1675e+00  1.2229e+02  1.6427e+04  2.8413e+03 
 8.1714e+00  1.2229e+02  1.8242e+04  3.8503e+03 
 8.1753e+00  1.2229e+02  3.0228e+04  5.2653e+03 
 8.1792e+00  1.2229e+02  6.8303e+04  7.1710e+03 
 8.1831e+00  1.2229e+02  5.9053e+04  9.6177e+03 
 8.1870e+00  1.2229e+02 -1.3764e+04  1.2594e+04 
 8.1909e+00  1.2229e+02 -2.0604e+04  1.5997e+04 
 8.1948e+00  1.2229e+02 -4.1207e+03  1.9617e+04 
 8.1988e+00  1.2229e+02  1.1532e+04  2.3113e+04 
 8.2027e+00  1.2229e+02  2.5083e+04  2.6027e+04 
 8.2066e+00  1.2229e+02  3.8648e+04  2.7838e+04 
 8.2105e+00  1.2229e+02  5.3878e+04  2.8141e+04 
 8.2144e+00  1.2229e+02  7.0862e+04  2.6860e+04 
 8.2183e+00  1.2229e+02  8.6444e+04  2.4298e+04 
 8.2222e+00  1.2229e+02  9.6532e+04  2.0960e+04 
 8.2261e+00  1.2229e+02  1.0168e+05  1.7340e+04 
 8.2300e+00  1.2229e+02  1.0346e+05  1.3824e+04 
 8.2339e+00  1.2229e+02  1.0144e+05  1.0671e+04 
 8.2378e+00  1.2229e+02  9.4895e+04  8.0209e+03 
 8.2418e+00  1.2229e+02  8.5897e+04  5.9162e+03 
 8.2457e+00  1.2229e+02  7.6548e+04  4.3265e+03 
 8.2496e+00  1.2229e+02  6.7113e+04  3.1768e+03 
 8.2535e+00  1.2229e+02  5.7726e+04  2.3736e+03 
 8.2574e+00  1.2229e+02  4.8615e+04  1.8253e+03 
 8.2613e+00  1.2229e+02  4.0022e+04  1.4539e+03 
  
 8.1479e+00  1.2233e+02 -1.6598e+04  1.2717e+03 
 8.1519e+00  1.2233e+02 -1.3717e+04  1.4810e+03 
 8.1558e+00  1.2233e+02  1.4051e+03  1.7734e+03 
 8.1597e+00  1.2233e+02  2.2152e+04  2.1966e+03 
 8.1636e+00  1.2233e+02  4.4467e+04  2.8204e+03 
 8.1675e+00  1.2233e+02  4.9877e+04  3.7385e+03 
 8.1714e+00  1.2233e+02  3.2897e+04  5.0662e+03 
 8.1753e+00  1.2233e+02  3.1504e+04  6.9281e+03 
 8.1792e+00  1.2233e+02  6.5276e+04  9.4355e+03 
 8.1831e+00  1.2233e+02  1.3070e+05  1.2655e+04 
 8.1870e+00  1.2233e+02  9.9993e+04  1.6570e+04 
 8.1909e+00  1.2233e+02  4.6789e+04  2.1049e+04 
 8.1948e+00  1.2233e+02  2.7557e+04  2.5811e+04 
 8.1988e+00  1.2233e+02  2.2203e+04  3.0412e+04 
 8.2027e+00  1.2233e+02  2.2729e+04  3.4246e+04 
 8.2066e+00  1.2233e+02  2.7219e+04  3.6629e+04 
 8.2105e+00  1.2233e+02  3.4663e+04  3.7027e+04 
 8.2144e+00  1.2233e+02  4.4446e+04  3.5342e+04 
 8.2183e+00  1.2233e+02  5.6250e+04  3.1971e+04 
 8.2222e+00  1.2233e+02  6.6898e+04  2.7578e+04 
 8.2261e+00  1.2233e+02  7.3571e+04  2.2815e+04 
 8.2300e+00  1.2233e+02  7.5773e+04  1.8189e+04 
 8.2339e+00  1.2233e+02  7.5100e+04  1.4041e+04 
 8.2378e+00  1.2233e+02  7.4153e+04  1.0554e+04 
 8.2418e+00  1.2233e+02  7.3351e+04  7.7845e+03 
 8.2457e+00  1.2233e+02  7.1614e+04  5.6928e+03 
 8.2496e+00  1.2233e+02  6.7588e+04  4.1800e+03 
 8.2535e+00  1.2233e+02  6.1099e+04  3.1232e+03 
 8.2574e+00  1.2233e+02  5.2888e+04  2.4017e+03 
 8.2613e+00  1.2233e+02  4.3889e+04  1.9130e+03 
 8.2652e+00  1.2233e+02  3.5031e+04  1.5784e+03 
 8.2691e+00  1.2233e+02  2.7000e+04  1.3424e+03 
 8.2730e+00  1.2233e+02  2.0114e+04  1.1688e+03 
  
 8.1440e+00  1.2238e+02  3.1349e+04  1.6260e+03 
 8.1479e+00  1.2238e+02  2.2116e+04  1.8546e+03 
 8.1519e+00  1.2238e+02  2.6354e+04  2.1597e+03 
 8.1558e+00  1.2238e+02  3.7956e+04  2.5861e+03 
 8.1597e+00  1.2238e+02  5.0245e+04  3.2033e+03 
 8.1636e+00  1.2238e+02  5.8074e+04  4.1129e+03 
 8.1675e+00  1.2238e+02  4.5527e+04  5.4518e+03 
 8.1714e+00  1.2238e+02  2.9078e+04  7.3880e+03 
 8.1753e+00  1.2238e+02  1.3858e+04  1.0103e+04 
 8.1792e+00  1.2238e+02  1.7733e+03  1.3760e+04 
 8.1831e+00  1.2238e+02  5.0743e+04  1.8454e+04 
 8.1870e+00  1.2238e+02  1.1384e+05  2.4164e+04 
 8.1909e+00  1.2238e+02  9.1878e+04  3.0695e+04 
 8.1948e+00  1.2238e+02  6.5023e+04  3.7640e+04 
 8.1988e+00  1.2238e+02  4.9526e+04  4.4349e+04 
 8.2027e+00  1.2238e+02  4.0793e+04  4.9941e+04 
 8.2066e+00  1.2238e+02  3.4813e+04  5.3415e+04 
 8.2105e+00  1.2238e+02  2.8582e+04  5.3996e+04 
 8.2144e+00  1.2238e+02  2.1385e+04  5.1538e+04 
 8.2183e+00  1.2238e+02  1.7424e+04  4.6623e+04 
 8.2222e+00  1.2238e+02  1.9525e+04  4.0217e+04 
 8.2261e+00  1.2238e+02  2.4189e+04  3.3271e+04 
 8.2300e+00  1.2238e+02  2.8671e+04  2.6525e+04 
 8.2339e+00  1.2238e+02  3.4671e+04  2.0475e+04 
 8.2378e+00  1.2238e+02  4.4728e+04  1.5390e+04 
 8.2418e+00  1.2238e+02  5.5835e+04  1.1352e+04 
 8.2457e+00  1.2238e+02  6.4035e+04  8.3017e+03 
 8.2496e+00  1.2238e+02  6.7445e+04  6.0956e+03 
 8.2535e+00  1.2238e+02  6.5873e+04  4.5545e+03 
 8.2574e+00  1.2238e+02  6.0301e+04  3.5024e+03 
 8.2613e+00  1.2238e+02  5.2122e+04  2.7897e+03 
 8.2652e+00  1.2238e+02  4.2665e+04  2.3017e+03 
 8.2691e+00  1.2238e+02  3.2995e+04  1.9576e+03 
 8.2730e+00  1.2238e+02  2.3948e+04  1.7045e+03 
 8.2769e+00  1.2238e+02  1.6272e+04  1.5092e+03 
  
 8.1401e+00  1.2243e+02  4.7722e+04  2.7864e+03 
 8.1440e+00  1.2243e+02  3.6447e+04  3.1318e+03 
 8.1479e+00  1.2243e+02  3.4312e+04  3.5719e+03 
 8.1519e+00  1.2243e+02  3.8444e+04  4.1595e+03 
 8.1558e+00  1.2243e+02  4.2256e+04  4.9807e+03 
 8.1597e+00  1.2243e+02  4.3573e+04  6.1696e+03 
 8.1636e+00  1.2243e+02  3.9522e+04  7.9214e+03 
 8.1675e+00  1.2243e+02  3.1385e+04  1.0500e+04 
 8.1714e+00  1.2243e+02  3.6370e+04  1.4229e+04 
 8.1753e+00  1.2243e+02  2.9352e+04  1.9458e+04 
 8.1792e+00  1.2243e+02 -4.8956e+03  2.6501e+04 
 8.1831e+00  1.2243e+02 -3.3314e+04  3.5543e+04 
 8.1870e+00  1.2243e+02  3.4716e+04  4.6540e+04 
 8.1909e+00  1.2243e+02  8.0343e+04  5.9119e+04 
 8.1948e+00  1.2243e+02  8.3547e+04  7.2494e+04 
 8.1988e+00  1.2243e+02  7.9023e+04  8.5417e+04 
 8.2027e+00  1.2243e+02  7.3429e+04  9.6185e+04 
 8.2066e+00  1.2243e+02  6.5414e+04  1.0288e+05 
