# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  4.55416e+04
# Free Parameters:           23
# Data Points    :        12087
#   F2(ppm)     F1(ppm)        Data        Calc 
 9.0157e+00  1.2209e+02  3.0725e+03  1.6361e+03 
 9.0196e+00  1.2209e+02  1.0390e+03  2.0491e+03 
 9.0235e+00  1.2209e+02 -3.4767e+02  2.4773e+03 
 9.0274e+00  1.2209e+02 -9.4812e+02  2.8824e+03 
 9.0313e+00  1.2209e+02 -9.1174e+02  3.2168e+03 
 9.0352e+00  1.2209e+02 -5.5912e+02  3.4300e+03 
 9.0391e+00  1.2209e+02 -1.7588e+02  3.4832e+03 
 9.0430e+00  1.2209e+02  9.3825e+01  3.3656e+03 
 9.0469e+00  1.2209e+02  2.9653e+02  3.1004e+03 
 9.0509e+00  1.2209e+02  6.6238e+02  2.7329e+03 
 9.0548e+00  1.2209e+02  1.4976e+03  2.3138e+03 
 9.0587e+00  1.2209e+02  2.9570e+03  1.8875e+03 
 9.0626e+00  1.2209e+02  4.9002e+03  1.4881e+03 
  
 8.9961e+00  1.2214e+02  1.3914e+03  4.4680e+02 
 9.0000e+00  1.2214e+02  7.9137e+02  6.1802e+02 
 9.0040e+00  1.2214e+02  9.9517e+01  8.5224e+02 
 9.0079e+00  1.2214e+02 -5.7915e+02  1.1590e+03 
 9.0118e+00  1.2214e+02 -1.2294e+03  1.5415e+03 
 9.0157e+00  1.2214e+02 -1.7678e+03  1.9938e+03 
 9.0196e+00  1.2214e+02 -1.9843e+03  2.4971e+03 
 9.0235e+00  1.2214e+02 -1.7336e+03  3.0188e+03 
 9.0274e+00  1.2214e+02 -1.1234e+03  3.5125e+03 
 9.0313e+00  1.2214e+02 -4.4463e+02  3.9199e+03 
 9.0352e+00  1.2214e+02  1.1076e+02  4.1798e+03 
 9.0391e+00  1.2214e+02  4.8783e+02  4.2446e+03 
 9.0430e+00  1.2214e+02  7.1866e+02  4.1013e+03 
 9.0469e+00  1.2214e+02  1.0090e+03  3.7781e+03 
 9.0509e+00  1.2214e+02  1.6954e+03  3.3303e+03 
 9.0548e+00  1.2214e+02  3.0104e+03  2.8196e+03 
 9.0587e+00  1.2214e+02  4.9120e+03  2.3002e+03 
 9.0626e+00  1.2214e+02  7.1697e+03  1.8133e+03 
 9.0665e+00  1.2214e+02  9.5099e+03  1.3863e+03 
 9.0704e+00  1.2214e+02  1.1597e+04  1.0326e+03 
 9.0743e+00  1.2214e+02  1.3082e+04  7.5444e+02 
 9.0782e+00  1.2214e+02  1.3752e+04  5.4568e+02 
 9.0821e+00  1.2214e+02  1.3574e+04  3.9536e+02 
  
 8.9883e+00  1.2219e+02 -5.8396e+03  3.0331e+02 
 8.9922e+00  1.2219e+02 -6.2172e+03  4.0601e+02 
 8.9961e+00  1.2219e+02 -6.8631e+03  5.5610e+02 
 9.0000e+00  1.2219e+02 -7.5339e+03  7.6922e+02 
 9.0040e+00  1.2219e+02 -7.8075e+03  1.0607e+03 
 9.0079e+00  1.2219e+02 -7.4869e+03  1.4425e+03 
 9.0118e+00  1.2219e+02 -6.6210e+03  1.9187e+03 
 9.0157e+00  1.2219e+02 -5.3987e+03  2.4816e+03 
 9.0196e+00  1.2219e+02 -4.0167e+03  3.1080e+03 
 9.0235e+00  1.2219e+02 -2.6599e+03  3.7574e+03 
 9.0274e+00  1.2219e+02 -1.5598e+03  4.3718e+03 
 9.0313e+00  1.2219e+02 -8.9774e+02  4.8789e+03 
 9.0352e+00  1.2219e+02 -5.7457e+02  5.2024e+03 
 9.0391e+00  1.2219e+02 -3.7273e+02  5.2830e+03 
 9.0430e+00  1.2219e+02 -1.0075e+02  5.1047e+03 
 9.0469e+00  1.2219e+02  4.6824e+02  4.7024e+03 
 9.0509e+00  1.2219e+02  1.5290e+03  4.1451e+03 
 9.0548e+00  1.2219e+02  3.0445e+03  3.5094e+03 
 9.0587e+00  1.2219e+02  4.7732e+03  2.8629e+03 
 9.0626e+00  1.2219e+02  6.5268e+03  2.2570e+03 
 9.0665e+00  1.2219e+02  8.2185e+03  1.7254e+03 
 9.0704e+00  1.2219e+02  9.6994e+03  1.2852e+03 
 9.0743e+00  1.2219e+02  1.0735e+04  9.3900e+02 
 9.0782e+00  1.2219e+02  1.1189e+04  6.7918e+02 
 9.0821e+00  1.2219e+02  1.1100e+04  4.9208e+02 
 9.0860e+00  1.2219e+02  1.0607e+04  3.6190e+02 
 9.0899e+00  1.2219e+02  9.9257e+03  2.7357e+02 
  
 8.9766e+00  1.2224e+02 -1.0278e+04  2.0118e+02 
 8.9805e+00  1.2224e+02 -1.1982e+04  2.4172e+02 
 8.9844e+00  1.2224e+02 -1.3419e+04  3.0125e+02 
 8.9883e+00  1.2224e+02 -1.4285e+04  3.9002e+02 
 8.9922e+00  1.2224e+02 -1.4553e+04  5.2208e+02 
 8.9961e+00  1.2224e+02 -1.4374e+04  7.1508e+02 
 9.0000e+00  1.2224e+02 -1.3749e+04  9.8912e+02 
 9.0040e+00  1.2224e+02 -1.2496e+04  1.3640e+03 
 9.0079e+00  1.2224e+02 -1.0589e+04  1.8549e+03 
 9.0118e+00  1.2224e+02 -8.1852e+03  2.4672e+03 
 9.0157e+00  1.2224e+02 -5.6924e+03  3.1910e+03 
 9.0196e+00  1.2224e+02 -3.6725e+03  3.9965e+03 
 9.0235e+00  1.2224e+02 -2.5573e+03  4.8315e+03 
 9.0274e+00  1.2224e+02 -2.4886e+03  5.6216e+03 
 9.0313e+00  1.2224e+02 -3.2837e+03  6.2737e+03 
 9.0352e+00  1.2224e+02 -4.4731e+03  6.6896e+03 
 9.0391e+00  1.2224e+02 -5.5401e+03  6.7934e+03 
 9.0430e+00  1.2224e+02 -6.0773e+03  6.5640e+03 
 9.0469e+00  1.2224e+02 -5.8709e+03  6.0468e+03 
 9.0509e+00  1.2224e+02 -4.9800e+03  5.3301e+03 
 9.0548e+00  1.2224e+02 -3.7230e+03  4.5127e+03 
 9.0587e+00  1.2224e+02 -2.4377e+03  3.6813e+03 
 9.0626e+00  1.2224e+02 -1.2417e+03  2.9022e+03 
 9.0665e+00  1.2224e+02 -1.1324e+02  2.2187e+03 
 9.0704e+00  1.2224e+02  9.6665e+02  1.6526e+03 
 9.0743e+00  1.2224e+02  1.9563e+03  1.2074e+03 
 9.0782e+00  1.2224e+02  2.8256e+03  8.7334e+02 
 9.0821e+00  1.2224e+02  3.6258e+03  6.3275e+02 
 9.0860e+00  1.2224e+02  4.4500e+03  4.6536e+02 
 9.0899e+00  1.2224e+02  5.3608e+03  3.5178e+02 
 9.0939e+00  1.2224e+02  6.2468e+03  2.7564e+02 
 9.0978e+00  1.2224e+02  6.8394e+03  2.2440e+02 
 9.1017e+00  1.2224e+02  6.9033e+03  1.8913e+02 
  
 8.9727e+00  1.2229e+02 -8.9981e+03  2.4856e+02 
 8.9766e+00  1.2229e+02 -1.1998e+04  2.8965e+02 
 8.9805e+00  1.2229e+02 -1.5127e+04  3.4801e+02 
