# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  6.15461e+05
# Free Parameters:           23
# Data Points    :        12087
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.7923e+00  1.2653e+02 -2.2024e+04 -2.1393e+04 
 7.7962e+00  1.2653e+02 -2.4368e+04 -3.1328e+04 
 7.8001e+00  1.2653e+02 -2.7346e+04 -4.2180e+04 
 7.8040e+00  1.2653e+02 -3.0632e+04 -5.2556e+04 
 7.8079e+00  1.2653e+02 -3.3875e+04 -6.0905e+04 
 7.8118e+00  1.2653e+02 -3.6566e+04 -6.6015e+04 
 7.8157e+00  1.2653e+02 -3.8171e+04 -6.7294e+04 
 7.8196e+00  1.2653e+02 -3.8215e+04 -6.4631e+04 
 7.8235e+00  1.2653e+02 -3.6045e+04 -5.8277e+04 
 7.8274e+00  1.2653e+02 -3.1310e+04 -4.9046e+04 
 7.8313e+00  1.2653e+02 -2.4105e+04 -3.8323e+04 
 7.8352e+00  1.2653e+02 -1.4960e+04 -2.7657e+04 
 7.8392e+00  1.2653e+02 -4.5909e+03 -1.8289e+04 
  
 7.7727e+00  1.2658e+02 -5.1004e+03  6.3409e+02 
 7.7766e+00  1.2658e+02 -1.1487e+04 -9.7834e+02 
 7.7805e+00  1.2658e+02 -1.3205e+04 -3.9600e+03 
 7.7844e+00  1.2658e+02 -1.7612e+04 -8.8791e+03 
 7.7883e+00  1.2658e+02 -2.2269e+04 -1.6221e+04 
 7.7923e+00  1.2658e+02 -2.7159e+04 -2.6158e+04 
 7.7962e+00  1.2658e+02 -3.2424e+04 -3.8306e+04 
 7.8001e+00  1.2658e+02 -3.7884e+04 -5.1576e+04 
 7.8040e+00  1.2658e+02 -4.2777e+04 -6.4263e+04 
 7.8079e+00  1.2658e+02 -4.6560e+04 -7.4472e+04 
 7.8118e+00  1.2658e+02 -4.8862e+04 -8.0720e+04 
 7.8157e+00  1.2658e+02 -4.9310e+04 -8.2283e+04 
 7.8196e+00  1.2658e+02 -4.7663e+04 -7.9027e+04 
 7.8235e+00  1.2658e+02 -4.3545e+04 -7.1258e+04 
 7.8274e+00  1.2658e+02 -3.6802e+04 -5.9971e+04 
 7.8313e+00  1.2658e+02 -2.7724e+04 -4.6860e+04 
 7.8352e+00  1.2658e+02 -1.6991e+04 -3.3817e+04 
 7.8392e+00  1.2658e+02 -5.3581e+03 -2.2362e+04 
 7.8431e+00  1.2658e+02  6.1781e+03 -1.3331e+04 
 7.8470e+00  1.2658e+02  1.5374e+04 -6.8865e+03 
 7.8509e+00  1.2658e+02  1.9533e+04 -2.7153e+03 
 7.8548e+00  1.2658e+02  1.9002e+04 -2.8089e+02 
 7.8587e+00  1.2658e+02  2.6186e+04  9.7430e+02 
  
 7.7649e+00  1.2662e+02  7.9905e+03  2.0434e+03 
 7.7688e+00  1.2662e+02  6.0280e+03  1.7250e+03 
 7.7727e+00  1.2662e+02  1.5810e+03  7.9238e+02 
 7.7766e+00  1.2662e+02 -2.3016e+03 -1.2226e+03 
 7.7805e+00  1.2662e+02 -6.4329e+03 -4.9485e+03 
 7.7844e+00  1.2662e+02 -1.5567e+04 -1.1096e+04 
 7.7883e+00  1.2662e+02 -2.5472e+04 -2.0270e+04 
 7.7923e+00  1.2662e+02 -3.6584e+04 -3.2687e+04 
 7.7962e+00  1.2662e+02 -4.8465e+04 -4.7869e+04 
 7.8001e+00  1.2662e+02 -5.9948e+04 -6.4451e+04 
 7.8040e+00  1.2662e+02 -6.9693e+04 -8.0305e+04 
 7.8079e+00  1.2662e+02 -7.6558e+04 -9.3062e+04 
 7.8118e+00  1.2662e+02 -7.9794e+04 -1.0087e+05 
 7.8157e+00  1.2662e+02 -7.8840e+04 -1.0282e+05 
 7.8196e+00  1.2662e+02 -7.3598e+04 -9.8754e+04 
 7.8235e+00  1.2662e+02 -6.4407e+04 -8.9046e+04 
 7.8274e+00  1.2662e+02 -5.1948e+04 -7.4942e+04 
 7.8313e+00  1.2662e+02 -3.7297e+04 -5.8557e+04 
 7.8352e+00  1.2662e+02 -2.1740e+04 -4.2259e+04 
 7.8392e+00  1.2662e+02 -6.5089e+03 -2.7944e+04 
 7.8431e+00  1.2662e+02  7.4871e+03 -1.6659e+04 
 7.8470e+00  1.2662e+02  1.8540e+04 -8.6055e+03 
 7.8509e+00  1.2662e+02  2.4495e+04 -3.3931e+03 
 7.8548e+00  1.2662e+02  1.8737e+04 -3.5101e+02 
 7.8587e+00  1.2662e+02  2.4235e+04  1.2175e+03 
 7.8626e+00  1.2662e+02  2.3106e+04  1.8887e+03 
 7.8665e+00  1.2662e+02  1.8419e+04  2.0704e+03 
  
 7.7532e+00  1.2667e+02  8.1057e+03  2.2576e+03 
 7.7571e+00  1.2667e+02  1.1440e+04  2.4731e+03 
 7.7610e+00  1.2667e+02  1.3777e+04  2.6336e+03 
 7.7649e+00  1.2667e+02  1.4757e+04  2.6226e+03 
 7.7688e+00  1.2667e+02  1.3500e+04  2.2140e+03 
 7.7727e+00  1.2667e+02  9.5551e+03  1.0170e+03 
 7.7766e+00  1.2667e+02  8.8639e+03 -1.5691e+03 
 7.7805e+00  1.2667e+02 -9.5147e+01 -6.3512e+03 
 7.7844e+00  1.2667e+02 -1.5280e+04 -1.4241e+04 
 7.7883e+00  1.2667e+02 -3.3428e+04 -2.6015e+04 
 7.7923e+00  1.2667e+02 -5.5224e+04 -4.1953e+04 
 7.7962e+00  1.2667e+02 -7.9360e+04 -6.1437e+04 
