# ***
# *** The fit converged successfully 
# ***
# X2 of the fit  :  6.21991e+06
# Free Parameters:           23
# Data Points    :        12087
#   F2(ppm)     F1(ppm)        Data        Calc 
 7.7297e+00  1.1375e+02  7.5799e+05  1.6340e+04 
 7.7336e+00  1.1375e+02  1.0609e+06  2.0910e+04 
 7.7375e+00  1.1375e+02  1.4018e+06  2.5432e+04 
 7.7414e+00  1.1375e+02  1.6902e+06  2.9381e+04 
 7.7453e+00  1.1375e+02  1.8991e+06  3.2218e+04 
 7.7493e+00  1.1375e+02  2.0282e+06  3.3506e+04 
 7.7532e+00  1.1375e+02  2.0707e+06  3.3034e+04 
 7.7571e+00  1.1375e+02  2.0093e+06  3.0881e+04 
 7.7610e+00  1.1375e+02  1.8529e+06  2.7390e+04 
 7.7649e+00  1.1375e+02  1.6260e+06  2.3068e+04 
 7.7688e+00  1.1375e+02  1.3566e+06  1.8460e+04 
 7.7727e+00  1.1375e+02  1.0697e+06  1.4045e+04 
 7.7766e+00  1.1375e+02  7.8807e+05  1.0169e+04 
  
 7.7102e+00  1.1380e+02  3.5706e+04  2.8489e+03 
 7.7141e+00  1.1380e+02  6.3966e+04  4.5868e+03 
 7.7180e+00  1.1380e+02  1.0818e+05  7.1029e+03 
 7.7219e+00  1.1380e+02  1.6381e+05  1.0523e+04 
 7.7258e+00  1.1380e+02  2.3092e+05  1.4869e+04 
 7.7297e+00  1.1380e+02  3.3562e+05  2.0005e+04 
 7.7336e+00  1.1380e+02  5.0605e+05  2.5600e+04 
 7.7375e+00  1.1380e+02  6.6922e+05  3.1137e+04 
 7.7414e+00  1.1380e+02  7.9997e+05  3.5972e+04 
 7.7453e+00  1.1380e+02  8.9504e+05  3.9445e+04 
 7.7493e+00  1.1380e+02  9.3814e+05  4.1022e+04 
 7.7532e+00  1.1380e+02  9.4292e+05  4.0445e+04 
 7.7571e+00  1.1380e+02  9.2038e+05  3.7808e+04 
 7.7610e+00  1.1380e+02  8.6851e+05  3.3534e+04 
 7.7649e+00  1.1380e+02  7.8697e+05  2.8242e+04 
 7.7688e+00  1.1380e+02  6.7797e+05  2.2600e+04 
 7.7727e+00  1.1380e+02  5.4910e+05  1.7196e+04 
 7.7766e+00  1.1380e+02  4.1501e+05  1.2450e+04 
 7.7805e+00  1.1380e+02  2.8663e+05  8.5901e+03 
 7.7844e+00  1.1380e+02  1.8645e+05  5.6608e+03 
 7.7883e+00  1.1380e+02  1.1716e+05  3.5777e+03 
 7.7923e+00  1.1380e+02  7.5506e+04  2.1841e+03 
 7.7962e+00  1.1380e+02  5.4037e+04  1.3036e+03 
  
 7.7023e+00  1.1385e+02  9.7461e+03  1.2778e+03 
 7.7063e+00  1.1385e+02  1.2289e+04  2.1500e+03 
 7.7102e+00  1.1385e+02  1.4540e+04  3.5662e+03 
 7.7141e+00  1.1385e+02  1.8496e+04  5.7417e+03 
 7.7180e+00  1.1385e+02  2.2921e+04  8.8912e+03 
 7.7219e+00  1.1385e+02  2.5929e+04  1.3172e+04 
 7.7258e+00  1.1385e+02  3.5125e+04  1.8613e+04 
 7.7297e+00  1.1385e+02  6.6254e+04  2.5042e+04 
 7.7336e+00  1.1385e+02  9.9574e+04  3.2046e+04 
 7.7375e+00  1.1385e+02  1.0274e+05  3.8976e+04 
 7.7414e+00  1.1385e+02  1.1858e+05  4.5029e+04 
 7.7453e+00  1.1385e+02  1.4660e+05  4.9376e+04 
 7.7493e+00  1.1385e+02  1.5410e+05  5.1351e+04 
 7.7532e+00  1.1385e+02  1.4661e+05  5.0627e+04 
 7.7571e+00  1.1385e+02  1.4378e+05  4.7327e+04 
 7.7610e+00  1.1385e+02  1.4162e+05  4.1977e+04 
 7.7649e+00  1.1385e+02  1.3309e+05  3.5353e+04 
 7.7688e+00  1.1385e+02  1.1554e+05  2.8291e+04 
 7.7727e+00  1.1385e+02  9.3117e+04  2.1525e+04 
 7.7766e+00  1.1385e+02  7.4652e+04  1.5585e+04 
 7.7805e+00  1.1385e+02  5.6322e+04  1.0753e+04 
 7.7844e+00  1.1385e+02  4.5404e+04  7.0860e+03 
 7.7883e+00  1.1385e+02  4.0078e+04  4.4784e+03 
 7.7923e+00  1.1385e+02  3.9871e+04  2.7339e+03 
 7.7962e+00  1.1385e+02  4.1601e+04  1.6319e+03 
 7.8001e+00  1.1385e+02  4.2910e+04  9.7139e+02 
 7.8040e+00  1.1385e+02  4.3496e+04  5.9341e+02 
  
 7.6906e+00  1.1390e+02 -7.9881e+02  4.1751e+02 
 7.6945e+00  1.1390e+02  3.3880e+02  6.2051e+02 
 7.6984e+00  1.1390e+02  2.6797e+03  9.9193e+02 
 7.7023e+00  1.1390e+02  5.6229e+03  1.6529e+03 
 7.7063e+00  1.1390e+02  6.7307e+03  2.7811e+03 
 7.7102e+00  1.1390e+02  4.6536e+03  4.6129e+03 
 7.7141e+00  1.1390e+02 -1.7138e+02  7.4269e+03 
 7.7180e+00  1.1390e+02 -8.4647e+03  1.1501e+04 
 7.7219e+00  1.1390e+02 -1.5068e+04  1.7038e+04 
 7.7258e+00  1.1390e+02 -1.3738e+04  2.4076e+04 
 7.7297e+00  1.1390e+02 -1.4802e+04  3.2393e+04 
 7.7336e+00  1.1390e+02 -5.9908e+04  4.1452e+04 
 7.7375e+00  1.1390e+02 -1.2131e+05  5.0416e+04 
 7.7414e+00  1.1390e+02 -1.4741e+05  5.8245e+04 
 7.7453e+00  1.1390e+02 -1.4210e+05  6.3868e+04 
 7.7493e+00  1.1390e+02 -1.2614e+05  6.6423e+04 
 7.7532e+00  1.1390e+02 -1.2075e+05  6.5487e+04 
 7.7571e+00  1.1390e+02 -1.2155e+05  6.1218e+04 
 7.7610e+00  1.1390e+02 -1.2447e+05  5.4297e+04 
 7.7649e+00  1.1390e+02 -1.2704e+05  4.5729e+04 
 7.7688e+00  1.1390e+02 -1.2392e+05  3.6594e+04 
 7.7727e+00  1.1390e+02 -1.0884e+05  2.7843e+04 
 7.7766e+00  1.1390e+02 -8.0295e+04  2.0160e+04 
 7.7805e+00  1.1390e+02 -4.3293e+04  1.3909e+04 
 7.7844e+00  1.1390e+02 -1.3062e+04  9.1658e+03 
 7.7883e+00  1.1390e+02  9.0923e+03  5.7929e+03 
 7.7923e+00  1.1390e+02  2.5005e+04  3.5364e+03 
 7.7962e+00  1.1390e+02  3.5650e+04  2.1108e+03 
 7.8001e+00  1.1390e+02  4.2128e+04  1.2565e+03 
 7.8040e+00  1.1390e+02  4.5154e+04  7.6759e+02 
 7.8079e+00  1.1390e+02  4.4941e+04  4.9748e+02 
 7.8118e+00  1.1390e+02  4.2043e+04  3.5073e+02 
 7.8157e+00  1.1390e+02  3.7002e+04  2.6997e+02 
  
 7.6867e+00  1.1394e+02  8.1247e+02  4.2924e+02 
 7.6906e+00  1.1394e+02 -1.0589e+03  5.8367e+02 
 7.6945e+00  1.1394e+02 -1.8594e+03  8.6747e+02 
 7.6984e+00  1.1394e+02 -1.6358e+03  1.3867e+03 
 7.7023e+00  1.1394e+02 -1.7614e+02  2.3108e+03 
 7.7063e+00  1.1394e+02  2.3941e+03  3.8880e+03 
 7.7102e+00  1.1394e+02  4.7471e+03  6.4488e+03 
 7.7141e+00  1.1394e+02  5.8354e+03  1.0383e+04 
 7.7180e+00  1.1394e+02  7.2001e+03  1.6078e+04 
 7.7219e+00  1.1394e+02  1.4873e+04  2.3820e+04 
 7.7258e+00  1.1394e+02  2.3245e+04  3.3659e+04 
 7.7297e+00  1.1394e+02  1.2501e+04  4.5285e+04 
 7.7336e+00  1.1394e+02 -3.3078e+04  5.7949e+04 
 7.7375e+00  1.1394e+02 -6.5360e+04  7.0482e+04 
 7.7414e+00  1.1394e+02 -8.1728e+04  8.1426e+04 
 7.7453e+00  1.1394e+02 -8.6292e+04  8.9288e+04 
 7.7493e+00  1.1394e+02 -6.6941e+04  9.2859e+04 
 7.7532e+00  1.1394e+02 -5.0963e+04  9.1551e+04 
 7.7571e+00  1.1394e+02 -5.3081e+04  8.5582e+04 
 7.7610e+00  1.1394e+02 -6.4752e+04  7.5907e+04 
 7.7649e+00  1.1394e+02 -7.6643e+04  6.3929e+04 
 7.7688e+00  1.1394e+02 -8.0262e+04  5.1159e+04 
 7.7727e+00  1.1394e+02 -7.0930e+04  3.8925e+04 
 7.7766e+00  1.1394e+02 -5.2094e+04  2.8183e+04 
 7.7805e+00  1.1394e+02 -2.0128e+04  1.9445e+04 
 7.7844e+00  1.1394e+02  2.1095e+03  1.2814e+04 
 7.7883e+00  1.1394e+02  1.6689e+04  8.0985e+03 
 7.7923e+00  1.1394e+02  2.5869e+04  4.9439e+03 
