#
#       Peak Name  Overlap_group
#          29N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   109.776    10.167
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.0972899e+02  1.8657009e-04 
# w1(Hz)        1.8616685e+01  4.9785957e-02 
# g1            4.9692139e-01  9.1007705e-03 
# f02(ppm)      1.0168561e+01  4.3244702e-05 
# w2(Hz)        4.0534334e+01  1.2724869e-01 
# g2            2.1443197e-01  7.7098386e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00   -5.2075045e+04  2.3658507e+02
   2.400e+01   -2.7833937e+04  1.7186172e+02
   2.000e+00   -2.2387226e+04  1.6066398e+02
   2.200e+01   -2.6985231e+04  1.6998648e+02
   4.000e+00   -2.4182732e+04  1.6412796e+02
   2.000e+01   -2.7026322e+04  1.7007206e+02
   6.000e+00   -2.3586484e+04  1.6298593e+02
   1.800e+01   -2.6390246e+04  1.6875026e+02
   8.000e+00   -2.3359867e+04  1.6252240e+02
   1.600e+01   -2.6410718e+04  1.6875835e+02
   1.000e+01   -2.5166863e+04  1.6615055e+02
   1.400e+01   -2.6287678e+04  1.6848842e+02
   1.200e+01   -2.6393517e+04  1.6875727e+02
   4.000e+00   -2.3714361e+04  1.6326155e+02
   1.600e+01   -2.6784782e+04  1.6955294e+02
