#
#       Peak Name  Overlap_group
#         108N-HN              6
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   124.278     8.776
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2424421e+02  6.5020470e-03 
# w1(Hz)        3.2635679e+01  1.6289507e+00 
# g1            2.9867727e-01  1.6713150e-01 
# f02(ppm)      8.7760995e+00  4.2233446e-04 
# w2(Hz)        2.7726222e+01  8.8270691e-01 
# g2            8.5977459e-01  1.4666296e-01 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    7.9401286e+04  7.2088583e+03
   2.400e+01    2.8559906e+04  3.4331204e+03
   2.000e+00    1.9680066e+04  2.9200009e+03
   2.200e+01    2.7487705e+04  3.3669430e+03
   4.000e+00    1.9302538e+04  2.8994169e+03
   2.000e+01    2.7147102e+04  3.3453646e+03
   6.000e+00    2.1404131e+04  3.0127878e+03
   1.800e+01    2.5661873e+04  3.2576036e+03
   8.000e+00    2.1796507e+04  3.0362232e+03
   1.600e+01    2.4947814e+04  3.2175122e+03
   1.000e+01    2.3535326e+04  3.1331702e+03
   1.400e+01    2.5274996e+04  3.2360070e+03
   1.200e+01    2.4298897e+04  3.1772324e+03
   4.000e+00    1.9894328e+04  2.9294776e+03
   1.600e+01    2.4972275e+04  3.2168325e+03
