#
#       Peak Name  Overlap_group
#          50N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   109.469     7.223
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.0946834e+02  1.1954717e-04 
# w1(Hz)        1.3529279e+01  1.9075989e-02 
# g1            5.6371030e-01  4.7793996e-03 
# f02(ppm)      7.2243338e+00  1.8818071e-05 
# w2(Hz)        2.1282678e+01  2.8743503e-02 
# g2            6.5455187e-01  5.0003787e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.5787075e+04  1.0225925e+02
   3.000e+01    2.5753899e+04  8.8383870e+01
   2.000e+00    1.9279692e+04  8.1011155e+01
   2.800e+01    2.5526693e+04  8.8101752e+01
   4.000e+00    1.9713646e+04  8.1456635e+01
   2.600e+01    2.4699230e+04  8.7085015e+01
   6.000e+00    2.0020252e+04  8.1775760e+01
   2.400e+01    2.4742067e+04  8.7137007e+01
   8.000e+00    2.0297216e+04  8.2069026e+01
   2.200e+01    2.4201743e+04  8.6484839e+01
   1.000e+01    2.0741205e+04  8.2542981e+01
   2.000e+01    2.3375422e+04  8.5504872e+01
   1.200e+01    2.1243029e+04  8.3087770e+01
   1.800e+01    2.2731576e+04  8.4758037e+01
   1.400e+01    2.1971240e+04  8.3894797e+01
   1.600e+01    2.2484414e+04  8.4474761e+01
   2.800e+01    2.4992167e+04  8.7442372e+01
   1.200e+01    2.1600602e+04  8.3482042e+01
