#
#       Peak Name  Overlap_group
#          20N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.667     7.927
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2367490e+02  2.4291069e-04 
# w1(Hz)        1.0199316e+01  3.5654789e-02 
# g1            7.9939268e-01  1.4310909e-02 
# f02(ppm)      7.9246850e+00  4.1219054e-05 
# w2(Hz)        1.7570913e+01  5.6421541e-02 
# g2            1.0613310e+00  1.6834912e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.9466862e+04  4.8290141e+02
   3.000e+01    4.3749773e+04  4.6036132e+02
   2.000e+00    4.4070662e+04  4.6157351e+02
   2.800e+01    4.3867405e+04  4.6080767e+02
   4.000e+00    4.3471682e+04  4.5931255e+02
   2.600e+01    4.4033551e+04  4.6143399e+02
   6.000e+00    4.3675891e+04  4.6008511e+02
   2.400e+01    4.4012333e+04  4.6135368e+02
   8.000e+00    4.3717463e+04  4.6023915e+02
   2.200e+01    4.3863084e+04  4.6079511e+02
   1.000e+01    4.4112484e+04  4.6173630e+02
   2.000e+01    4.3978109e+04  4.6122428e+02
   1.200e+01    4.4242518e+04  4.6222932e+02
   1.800e+01    4.3638245e+04  4.5993995e+02
   1.400e+01    4.3973262e+04  4.6121038e+02
   1.600e+01    4.3770374e+04  4.6043266e+02
   2.800e+01    4.4006678e+04  4.6133363e+02
   1.200e+01    4.4004275e+04  4.6132339e+02
