#
#       Peak Name  Overlap_group
#           8N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   117.418     8.078
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1741745e+02  3.0404762e-04 
# w1(Hz)        1.0350665e+01  4.1709770e-02 
# g1            1.1141506e+00  2.1975861e-02 
# f02(ppm)      8.0782465e+00  6.7166157e-05 
# w2(Hz)        2.1741357e+01  9.9237336e-02 
# g2            7.8241001e-01  1.9235183e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    2.9241025e+04  3.2980638e+02
   3.000e+01    2.0400505e+04  2.8005966e+02
   2.000e+00    2.0273852e+04  2.7942430e+02
   2.800e+01    2.0548074e+04  2.8080455e+02
   4.000e+00    2.0206749e+04  2.7908929e+02
   2.600e+01    2.0412043e+04  2.8012088e+02
   6.000e+00    2.0340531e+04  2.7975997e+02
   2.400e+01    2.0020209e+04  2.7815825e+02
   8.000e+00    2.0339886e+04  2.7975742e+02
   2.200e+01    2.0215485e+04  2.7913269e+02
   1.000e+01    2.0384070e+04  2.7997898e+02
   2.000e+01    2.0496267e+04  2.8054346e+02
   1.200e+01    2.0410814e+04  2.8011259e+02
   1.800e+01    2.0342020e+04  2.7976724e+02
   1.400e+01    2.0661241e+04  2.8137844e+02
   1.600e+01    2.0335251e+04  2.7973188e+02
   2.800e+01    2.0422856e+04  2.8017517e+02
   1.200e+01    2.0419811e+04  2.8015813e+02
