#
#       Peak Name  Overlap_group
#          25N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   118.519     7.083
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1853765e+02  1.0728283e-04 
# w1(Hz)        1.1425964e+01  1.4875324e-02 
# g1            1.0864069e+00  7.0321191e-03 
# f02(ppm)      7.0855106e+00  2.0878689e-05 
# w2(Hz)        2.1034388e+01  3.1251827e-02 
# g2            7.2136050e-01  5.8550088e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    3.7695352e+04  1.4678986e+02
   3.000e+01    3.1822748e+04  1.3694507e+02
   2.000e+00    3.1783575e+04  1.3688379e+02
   2.800e+01    3.1797222e+04  1.3690487e+02
   4.000e+00    3.1663981e+04  1.3669481e+02
   2.600e+01    3.2067826e+04  1.3733590e+02
   6.000e+00    3.1675401e+04  1.3671230e+02
   2.400e+01    3.1624093e+04  1.3663035e+02
   8.000e+00    3.1585826e+04  1.3657020e+02
   2.200e+01    3.1754781e+04  1.3683833e+02
   1.000e+01    3.1516617e+04  1.3646086e+02
   2.000e+01    3.1683268e+04  1.3672436e+02
   1.200e+01    3.1579051e+04  1.3655930e+02
   1.800e+01    3.1838234e+04  1.3697073e+02
   1.400e+01    3.1809426e+04  1.3692492e+02
   1.600e+01    3.1863647e+04  1.3701106e+02
   2.800e+01    3.1665297e+04  1.3669706e+02
   1.200e+01    3.1695665e+04  1.3674510e+02
