#
#       Peak Name  Overlap_group
#          34N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.523     7.456
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2352835e+02  9.6015195e-05 
# w1(Hz)        9.8898258e+00  1.3491882e-02 
# g1            9.8126269e-01  6.5962966e-03 
# f02(ppm)      7.4550718e+00  1.6999567e-05 
# w2(Hz)        1.7676004e+01  2.2637033e-02 
# g2            1.2175992e+00  7.6570262e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.6015747e+04  1.9403481e+02
   3.000e+01    4.1453882e+04  1.8573541e+02
   2.000e+00    4.1481469e+04  1.8578542e+02
   2.800e+01    4.1368797e+04  1.8558566e+02
   4.000e+00    4.1261642e+04  1.8539847e+02
   2.600e+01    4.1569344e+04  1.8593849e+02
   6.000e+00    4.1450997e+04  1.8573144e+02
   2.400e+01    4.1565956e+04  1.8593447e+02
   8.000e+00    4.1670587e+04  1.8612087e+02
   2.200e+01    4.1382210e+04  1.8560819e+02
   1.000e+01    4.1655584e+04  1.8609268e+02
   2.000e+01    4.1476355e+04  1.8577454e+02
   1.200e+01    4.1404258e+04  1.8565152e+02
   1.800e+01    4.1425253e+04  1.8568687e+02
   1.400e+01    4.1484923e+04  1.8579110e+02
   1.600e+01    4.1616970e+04  1.8602470e+02
   2.800e+01    4.1353501e+04  1.8556152e+02
   1.200e+01    4.1430170e+04  1.8569976e+02
