#
#       Peak Name  Overlap_group
#          37N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   117.142     8.578
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1714008e+02  9.1085541e-05 
# w1(Hz)        1.0258313e+01  1.2680560e-02 
# g1            1.0345511e+00  6.2897380e-03 
# f02(ppm)      8.5793126e+00  1.5871144e-05 
# w2(Hz)        1.7800452e+01  2.1442278e-02 
# g2            1.1354717e+00  6.7381991e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.6326574e+04  1.7633125e+02
   3.000e+01    4.0587865e+04  1.6668064e+02
   2.000e+00    4.0154575e+04  1.6598677e+02
   2.800e+01    4.0677143e+04  1.6682835e+02
   4.000e+00    4.0159531e+04  1.6599613e+02
   2.600e+01    4.0511116e+04  1.6656007e+02
   6.000e+00    4.0203165e+04  1.6606704e+02
   2.400e+01    4.0674606e+04  1.6682524e+02
   8.000e+00    4.0324327e+04  1.6626121e+02
   2.200e+01    4.0500792e+04  1.6654525e+02
   1.000e+01    4.0279895e+04  1.6619103e+02
   2.000e+01    4.0524392e+04  1.6658193e+02
   1.200e+01    4.0194821e+04  1.6605393e+02
   1.800e+01    4.0275385e+04  1.6618235e+02
   1.400e+01    4.0221902e+04  1.6609708e+02
   1.600e+01    4.0353077e+04  1.6630508e+02
   2.800e+01    4.0646016e+04  1.6678075e+02
   1.200e+01    4.0141025e+04  1.6597266e+02
