#
#       Peak Name  Overlap_group
#          69N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   114.603     7.662
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1459708e+02  4.8323739e-04 
# w1(Hz)        9.0763353e+00  7.9664739e-02 
# g1            4.5449023e-01  2.4724094e-02 
# f02(ppm)      7.6607993e+00  9.5276039e-05 
# w2(Hz)        1.9086077e+01  1.3060687e-01 
# g2            1.0829805e+00  3.6966716e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.9277485e+04  9.7026999e+02
   3.000e+01    4.1178913e+04  9.0680861e+02
   2.000e+00    4.1255495e+04  9.0735828e+02
   2.800e+01    4.1210704e+04  9.0703459e+02
   4.000e+00    4.0921905e+04  9.0490351e+02
   2.600e+01    4.1037253e+04  9.0576776e+02
   6.000e+00    4.0875398e+04  9.0456558e+02
   2.400e+01    4.1148271e+04  9.0657857e+02
   8.000e+00    4.1274691e+04  9.0751932e+02
   2.200e+01    4.1160771e+04  9.0667021e+02
   1.000e+01    4.0901693e+04  9.0477013e+02
   2.000e+01    4.0839001e+04  9.0430969e+02
   1.200e+01    4.1031176e+04  9.0571781e+02
   1.800e+01    4.0917277e+04  9.0487475e+02
   1.400e+01    4.0976988e+04  9.0531912e+02
   1.600e+01    4.1044077e+04  9.0580105e+02
   2.800e+01    4.0820538e+04  9.0415999e+02
   1.200e+01    4.1054277e+04  9.0588341e+02
