#
#       Peak Name  Overlap_group
#          33N-HN              3
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.199     7.754
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1620127e+02  9.7471720e-05 
# w1(Hz)        1.0464075e+01  1.3510443e-02 
# g1            8.0287688e-01  5.2481647e-03 
# f02(ppm)      7.7523832e+00  1.8480947e-05 
# w2(Hz)        2.1173591e+01  2.6459964e-02 
# g2            9.4632680e-01  6.7852726e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.1369910e+04  1.4696219e+02
   3.000e+01    3.3309831e+04  1.3244226e+02
   2.000e+00    3.2226349e+04  1.3059164e+02
   2.800e+01    3.3236807e+04  1.3231143e+02
   4.000e+00    3.2378519e+04  1.3086122e+02
   2.600e+01    3.3111769e+04  1.3211052e+02
   6.000e+00    3.2875105e+04  1.3167788e+02
   2.400e+01    3.3214729e+04  1.3226409e+02
   8.000e+00    3.2603375e+04  1.3122570e+02
   2.200e+01    3.3114794e+04  1.3209907e+02
   1.000e+01    3.2928483e+04  1.3176842e+02
   2.000e+01    3.2889681e+04  1.3173602e+02
   1.200e+01    3.2731132e+04  1.3143754e+02
   1.800e+01    3.2832061e+04  1.3164390e+02
   1.400e+01    3.2982332e+04  1.3187346e+02
   1.600e+01    3.3102564e+04  1.3206414e+02
   2.800e+01    3.3191745e+04  1.3221951e+02
   1.200e+01    3.2860301e+04  1.3165388e+02
