#
#       Peak Name  Overlap_group
#          61N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.771     7.725
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2376946e+02  5.3691866e-05 
# w1(Hz)        1.0370944e+01  7.6350367e-03 
# g1            9.3538346e-01  3.4321144e-03 
# f02(ppm)      7.7255385e+00  9.5730150e-06 
# w2(Hz)        1.8398713e+01  1.3251143e-02 
# g2            1.0178827e+00  3.6567460e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.4924165e+04  9.7276709e+01
   3.000e+01    3.9538092e+04  9.2388510e+01
   2.000e+00    3.9239832e+04  9.2128267e+01
   2.800e+01    3.9617271e+04  9.2458166e+01
   4.000e+00    3.9360567e+04  9.2234376e+01
   2.600e+01    3.9502986e+04  9.2358156e+01
   6.000e+00    3.9222871e+04  9.2114792e+01
   2.400e+01    3.9280479e+04  9.2164832e+01
   8.000e+00    3.9487962e+04  9.2346301e+01
   2.200e+01    3.9426263e+04  9.2292440e+01
   1.000e+01    3.9651342e+04  9.2487524e+01
   2.000e+01    3.9586294e+04  9.2431594e+01
   1.200e+01    3.9433186e+04  9.2297456e+01
   1.800e+01    3.9542222e+04  9.2392420e+01
   1.400e+01    3.9467441e+04  9.2327227e+01
   1.600e+01    3.9599879e+04  9.2443340e+01
   2.800e+01    3.9432979e+04  9.2297989e+01
   1.200e+01    3.9386083e+04  9.2257072e+01
