#
#       Peak Name  Overlap_group
#          42N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   115.468     7.286
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1546872e+02  9.0749788e-05 
# w1(Hz)        1.0638366e+01  1.2774289e-02 
# g1            9.8977784e-01  5.9015179e-03 
# f02(ppm)      7.2890620e+00  1.6646211e-05 
# w2(Hz)        1.9373128e+01  2.2933307e-02 
# g2            1.0609444e+00  6.3031373e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.2091792e+04  1.4974358e+02
   3.000e+01    3.6123527e+04  1.4019493e+02
   2.000e+00    3.4461064e+04  1.3769089e+02
   2.800e+01    3.5949514e+04  1.3993084e+02
   4.000e+00    3.4753957e+04  1.3812974e+02
   2.600e+01    3.5858393e+04  1.3979552e+02
   6.000e+00    3.5011644e+04  1.3851540e+02
   2.400e+01    3.5595064e+04  1.3939238e+02
   8.000e+00    3.5111812e+04  1.3866565e+02
   2.200e+01    3.5638507e+04  1.3945904e+02
   1.000e+01    3.5068453e+04  1.3860081e+02
   2.000e+01    3.5631268e+04  1.3944607e+02
   1.200e+01    3.5226418e+04  1.3883735e+02
   1.800e+01    3.5628801e+04  1.3944416e+02
   1.400e+01    3.5286483e+04  1.3892784e+02
   1.600e+01    3.5540660e+04  1.3931274e+02
   2.800e+01    3.6105983e+04  1.4017284e+02
   1.200e+01    3.5021766e+04  1.3853406e+02
