#
#       Peak Name  Overlap_group
#          21N-HN              1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   119.787     7.785
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1978804e+02  6.3313930e-05 
# w1(Hz)        8.7663023e+00  8.6585479e-03 
# g1            1.0513596e+00  5.0080668e-03 
# f02(ppm)      7.7853921e+00  1.7255902e-05 
# w2(Hz)        1.9040156e+01  2.2627843e-02 
# g2            8.8800612e-01  6.4788355e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.1369417e+04  1.5127142e+02
   3.000e+01    3.6309147e+04  1.4022946e+02
   2.000e+00    3.6037623e+04  1.3973861e+02
   2.800e+01    3.6064838e+04  1.3980532e+02
   4.000e+00    3.6110844e+04  1.3990865e+02
   2.600e+01    3.6191138e+04  1.4000175e+02
   6.000e+00    3.6060429e+04  1.3978974e+02
   2.400e+01    3.6286973e+04  1.4013957e+02
   8.000e+00    3.6048487e+04  1.3971783e+02
   2.200e+01    3.6247723e+04  1.4008862e+02
   1.000e+01    3.5995203e+04  1.3959757e+02
   2.000e+01    3.6096850e+04  1.3978500e+02
   1.200e+01    3.6159019e+04  1.3991869e+02
   1.800e+01    3.6097604e+04  1.3979173e+02
   1.400e+01    3.6188118e+04  1.4004082e+02
   1.600e+01    3.6195427e+04  1.4002329e+02
   2.800e+01    3.6103156e+04  1.3983569e+02
   1.200e+01    3.5980128e+04  1.3962493e+02
