#
#       Peak Name  Overlap_group
#          28N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   115.162     7.657
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1516069e+02  6.0789938e-04 
# w1(Hz)        1.0848354e+01  1.0261944e-01 
# g1            3.8022487e-01  2.5064893e-02 
# f02(ppm)      7.6577620e+00  1.0252560e-04 
# w2(Hz)        1.9283194e+01  1.4782982e-01 
# g2            8.4374263e-01  3.3562269e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    5.4520261e+04  1.0774216e+03
   3.000e+01    4.5963836e+04  1.0147054e+03
   2.000e+00    4.4292424e+04  1.0032920e+03
   2.800e+01    4.6012003e+04  1.0150390e+03
   4.000e+00    4.3741171e+04  9.9959588e+02
   2.600e+01    4.5657449e+04  1.0125997e+03
   6.000e+00    4.4447047e+04  1.0043376e+03
   2.400e+01    4.5665828e+04  1.0126493e+03
   8.000e+00    4.4628873e+04  1.0055659e+03
   2.200e+01    4.5710531e+04  1.0129570e+03
   1.000e+01    4.4686836e+04  1.0059704e+03
   2.000e+01    4.5525922e+04  1.0116884e+03
   1.200e+01    4.4884625e+04  1.0073109e+03
   1.800e+01    4.4940901e+04  1.0076862e+03
   1.400e+01    4.4900561e+04  1.0074158e+03
   1.600e+01    4.5001418e+04  1.0081001e+03
   2.800e+01    4.5942353e+04  1.0145463e+03
   1.200e+01    4.4918201e+04  1.0075348e+03
