#
#       Peak Name  Overlap_group
#           3N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   123.814     8.349
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2381415e+02  3.0149140e-04 
# w1(Hz)        1.4343545e+01  5.5645710e-02 
# g1            2.0621523e-01  8.7839784e-03 
# f02(ppm)      8.3493355e+00  5.2733483e-05 
# w2(Hz)        2.5731586e+01  8.8956110e-02 
# g2            4.0971395e-01  1.0394429e-02 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    2.1147164e+04  1.1243345e+02
   3.000e+01    9.0983881e+03  7.8862315e+01
   2.000e+00    9.4615270e+03  7.9613985e+01
   2.800e+01    9.0670785e+03  7.8810923e+01
   4.000e+00    8.9759994e+03  7.8629724e+01
   2.600e+01    9.4494272e+03  7.9592153e+01
   6.000e+00    9.5029806e+03  7.9711701e+01
   2.400e+01    9.4128493e+03  7.9518585e+01
   8.000e+00    9.1508272e+03  7.8977448e+01
   2.200e+01    9.2093034e+03  7.9100006e+01
   1.000e+01    9.2475173e+03  7.9173305e+01
   2.000e+01    9.3317420e+03  7.9348431e+01
   1.200e+01    9.1698875e+03  7.9013454e+01
   1.800e+01    9.0795588e+03  7.8827916e+01
   1.400e+01    9.0455977e+03  7.8766504e+01
   1.600e+01    9.5410304e+03  7.9781652e+01
   2.800e+01    9.4702684e+03  7.9643728e+01
   1.200e+01    9.4549041e+03  7.9593872e+01
