#
#       Peak Name  Overlap_group
#        1001N-HN              3
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   116.435     7.858
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.1644869e+02  1.2982069e-04 
# w1(Hz)        1.0992049e+01  1.1435065e-02 
# g1            1.0836804e+00  4.1778894e-03 
# f02(ppm)      7.8558698e+00  1.9478004e-05 
# w2(Hz)        1.9018735e+01  1.8524142e-02 
# g2            1.0653723e+00  4.4262924e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    5.1327713e+04  1.6940408e+02
   3.000e+01    4.4985467e+04  1.5400736e+02
   2.000e+00    4.4955755e+04  1.5312006e+02
   2.800e+01    4.5037221e+04  1.5399068e+02
   4.000e+00    4.5215160e+04  1.5381142e+02
   2.600e+01    4.5143081e+04  1.5423216e+02
   6.000e+00    4.5208911e+04  1.5388226e+02
   2.400e+01    4.5056841e+04  1.5391416e+02
   8.000e+00    4.4931649e+04  1.5331074e+02
   2.200e+01    4.5003516e+04  1.5381835e+02
   1.000e+01    4.5071016e+04  1.5367400e+02
   2.000e+01    4.5030559e+04  1.5392325e+02
   1.200e+01    4.5125569e+04  1.5368068e+02
   1.800e+01    4.5042935e+04  1.5396486e+02
   1.400e+01    4.5051233e+04  1.5381588e+02
   1.600e+01    4.5348868e+04  1.5425783e+02
   2.800e+01    4.5309329e+04  1.5428467e+02
   1.200e+01    4.5240043e+04  1.5393977e+02
