#
#       Peak Name  Overlap_group
#          70N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   124.212     8.043
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2421223e+02  8.0632198e-05 
# w1(Hz)        9.4833855e+00  1.1504673e-02 
# g1            9.0189924e-01  5.4349123e-03 
# f02(ppm)      8.0423006e+00  1.5638502e-05 
# w2(Hz)        1.8305902e+01  2.1717580e-02 
# g2            9.9587229e-01  5.9174926e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.6409999e+04  1.6007346e+02
   3.000e+01    3.9536010e+04  1.5003616e+02
   2.000e+00    3.9504392e+04  1.4999044e+02
   2.800e+01    3.9398746e+04  1.4984477e+02
   4.000e+00    3.9103987e+04  1.4943958e+02
   2.600e+01    3.9423956e+04  1.4987951e+02
   6.000e+00    3.9238729e+04  1.4962460e+02
   2.400e+01    3.9389493e+04  1.4983386e+02
   8.000e+00    3.9387247e+04  1.4982965e+02
   2.200e+01    3.9413368e+04  1.4986585e+02
   1.000e+01    3.9542901e+04  1.5004568e+02
   2.000e+01    3.9343628e+04  1.4976752e+02
   1.200e+01    3.9279688e+04  1.4968230e+02
   1.800e+01    3.9238625e+04  1.4962479e+02
   1.400e+01    3.9053522e+04  1.4936990e+02
   1.600e+01    3.8928395e+04  1.4919766e+02
   2.800e+01    3.9497585e+04  1.4998483e+02
   1.200e+01    3.9337326e+04  1.4976096e+02
