#
#       Peak Name  Overlap_group
#          62N-HN             -1
#
# Input frequencies:
#     Omega1    Omega2    Omega3
#      0.000   121.073     8.557
#
# --------- Results of the fit -------------
#
# Parameter        Value           Esd      
# f01(ppm)      1.2107393e+02  6.7505745e-05 
# w1(Hz)        8.8630025e+00  9.2896204e-03 
# g1            1.0641964e+00  5.3968125e-03 
# f02(ppm)      8.5578929e+00  1.4789553e-05 
# w2(Hz)        1.8782306e+01  2.1022124e-02 
# g2            8.9557125e-01  5.1125029e-03 
############################################
#       ncyc        Intensity      Esd(Int.)
   0.000e+00    4.1827944e+04  1.3384034e+02
   3.000e+01    3.6438154e+04  1.2659646e+02
   2.000e+00    3.6113891e+04  1.2618073e+02
   2.800e+01    3.6335677e+04  1.2646542e+02
   4.000e+00    3.6136619e+04  1.2621111e+02
   2.600e+01    3.6365509e+04  1.2650441e+02
   6.000e+00    3.6447561e+04  1.2660977e+02
   2.400e+01    3.6232742e+04  1.2633439e+02
   8.000e+00    3.6294118e+04  1.2641399e+02
   2.200e+01    3.6234410e+04  1.2633526e+02
   1.000e+01    3.6172347e+04  1.2625884e+02
   2.000e+01    3.6263345e+04  1.2637395e+02
   1.200e+01    3.6221727e+04  1.2631994e+02
   1.800e+01    3.6221547e+04  1.2631920e+02
   1.400e+01    3.6502161e+04  1.2668136e+02
   1.600e+01    3.6401597e+04  1.2655076e+02
   2.800e+01    3.6593744e+04  1.2679902e+02
   1.200e+01    3.6315257e+04  1.2644368e+02
