#       NCYC               I           I_err
           0    6.517170e+07    5.122526e+05
          26    5.475273e+07    5.122526e+05
          -1    5.255674e+07    5.122526e+05
           1    5.448753e+07    5.122526e+05
           0    6.443156e+07    5.122526e+05
           2    5.427342e+07    5.122526e+05
           6    5.449559e+07    5.122526e+05
           8    5.460388e+07    5.122526e+05
          12    5.409485e+07    5.122526e+05
           4    5.457169e+07    5.122526e+05
          20    5.439922e+07    5.122526e+05
           0    6.518340e+07    5.122526e+05
          16    5.290112e+07    5.122526e+05
           6    5.477276e+07    5.122526e+05
          22    5.401621e+07    5.122526e+05
          14    5.355988e+07    5.122526e+05
          24    5.533934e+07    5.122526e+05
          10    5.415132e+07    5.122526e+05
          18    5.413598e+07    5.122526e+05
          16    5.413340e+07    5.122526e+05
           0    6.471748e+07    5.122526e+05
           3    5.396888e+07    5.122526e+05
          29    5.465897e+07    5.122526e+05
           7    5.398813e+07    5.122526e+05
           9    5.445842e+07    5.122526e+05
           9    5.462919e+07    5.122526e+05
          11    5.531924e+07    5.122526e+05
          25    5.404661e+07    5.122526e+05
          13    5.451475e+07    5.122526e+05
           0    6.407392e+07    5.122526e+05
          15    5.466494e+07    5.122526e+05
          17    5.406150e+07    5.122526e+05
          -1    5.361279e+07    5.122526e+05
           0    6.541422e+07    5.122526e+05
           1    5.322243e+07    5.122526e+05
           3    5.344865e+07    5.122526e+05
