#       NCYC               I           I_err
           0    7.436892e+07    5.043609e+05
          26    6.051469e+07    5.043609e+05
          -1    5.911385e+07    5.043609e+05
           1    5.926617e+07    5.043609e+05
           0    7.471301e+07    5.043609e+05
           2    6.100839e+07    5.043609e+05
           6    6.091017e+07    5.043609e+05
           8    6.083548e+07    5.043609e+05
          12    6.119507e+07    5.043609e+05
           4    6.070793e+07    5.043609e+05
          20    6.064614e+07    5.043609e+05
           0    7.400065e+07    5.043609e+05
          16    5.940498e+07    5.043609e+05
           6    6.001919e+07    5.043609e+05
          22    6.014234e+07    5.043609e+05
          14    6.018137e+07    5.043609e+05
          24    6.038328e+07    5.043609e+05
          10    6.045634e+07    5.043609e+05
          18    6.156916e+07    5.043609e+05
          16    6.082647e+07    5.043609e+05
           0    7.344036e+07    5.043609e+05
           3    5.963341e+07    5.043609e+05
          29    6.056240e+07    5.043609e+05
           7    6.069186e+07    5.043609e+05
           9    6.152129e+07    5.043609e+05
           9    5.958881e+07    5.043609e+05
          11    6.097296e+07    5.043609e+05
          25    6.108525e+07    5.043609e+05
          13    6.097803e+07    5.043609e+05
           0    7.327941e+07    5.043609e+05
          15    6.072476e+07    5.043609e+05
          17    6.056369e+07    5.043609e+05
          -1    5.751242e+07    5.043609e+05
           0    7.435820e+07    5.043609e+05
           1    5.921243e+07    5.043609e+05
           3    6.072716e+07    5.043609e+05
