#       NCYC               I           I_err
           0    4.937553e+07    7.064010e+05
          26    4.289067e+07    7.064010e+05
          -1    4.176470e+07    7.064010e+05
           1    4.156661e+07    7.064010e+05
           0    4.782237e+07    7.064010e+05
           2    4.196735e+07    7.064010e+05
           6    4.280820e+07    7.064010e+05
           8    4.374086e+07    7.064010e+05
          12    4.259534e+07    7.064010e+05
           4    4.203208e+07    7.064010e+05
          20    4.180755e+07    7.064010e+05
           0    4.914676e+07    7.064010e+05
          16    4.167354e+07    7.064010e+05
           6    4.216394e+07    7.064010e+05
          22    4.126688e+07    7.064010e+05
          14    4.138554e+07    7.064010e+05
          24    4.192111e+07    7.064010e+05
          10    4.173740e+07    7.064010e+05
          18    4.063604e+07    7.064010e+05
          16    4.101679e+07    7.064010e+05
           0    4.812344e+07    7.064010e+05
           3    4.132274e+07    7.064010e+05
          29    4.222246e+07    7.064010e+05
           7    4.155667e+07    7.064010e+05
           9    4.147629e+07    7.064010e+05
           9    4.182853e+07    7.064010e+05
          11    4.081884e+07    7.064010e+05
          25    4.328985e+07    7.064010e+05
          13    4.226421e+07    7.064010e+05
           0    4.824342e+07    7.064010e+05
          15    4.211620e+07    7.064010e+05
          17    4.178294e+07    7.064010e+05
          -1    4.123748e+07    7.064010e+05
           0    4.750174e+07    7.064010e+05
           1    4.107401e+07    7.064010e+05
           3    4.340072e+07    7.064010e+05
