#       NCYC               I           I_err
           0    2.110118e+10    1.014100e+10
          26    1.357813e+10    1.014100e+10
          -1    1.303225e+10    1.014100e+10
           1    1.365423e+10    1.014100e+10
           0    2.107232e+10    1.014100e+10
           2    1.338370e+10    1.014100e+10
           6    1.344660e+10    1.014100e+10
           8    1.332339e+10    1.014100e+10
          12    1.338056e+10    1.014100e+10
           4    1.355164e+10    1.014100e+10
          20    1.373923e+10    1.014100e+10
           0    2.145780e+10    1.014100e+10
          16    1.344355e+10    1.014100e+10
           6    1.405645e+10    1.014100e+10
          22    1.392341e+10    1.014100e+10
          14    1.367531e+10    1.014100e+10
          24    1.423284e+10    1.014100e+10
          10    1.399759e+10    1.014100e+10
          18    1.372343e+10    1.014100e+10
          16    1.396148e+10    1.014100e+10
           0    2.178446e+10    1.014100e+10
           3    1.347148e+10    1.014100e+10
          29    1.424919e+10    1.014100e+10
           7    1.359484e+10    1.014100e+10
           9    1.358758e+10    1.014100e+10
           9    1.376891e+10    1.014100e+10
          11    1.352569e+10    1.014100e+10
          25    1.417745e+10    1.014100e+10
          13    1.374194e+10    1.014100e+10
           0    2.156953e+10    1.014100e+10
          15    1.362997e+10    1.014100e+10
          17    1.346483e+10    1.014100e+10
          -1    1.361611e+10    1.014100e+10
           0    2.170659e+10    1.014100e+10
           1    1.343105e+10    1.014100e+10
           3    1.334730e+10    1.014100e+10
