#       NCYC               I           I_err
           0    9.002305e+07    5.011554e+05
          26    7.772152e+07    5.011554e+05
          -1    7.605201e+07    5.011554e+05
           1    7.670935e+07    5.011554e+05
           0    8.955199e+07    5.011554e+05
           2    7.703927e+07    5.011554e+05
           6    7.623443e+07    5.011554e+05
           8    7.744256e+07    5.011554e+05
          12    7.644234e+07    5.011554e+05
           4    7.633052e+07    5.011554e+05
          20    7.741557e+07    5.011554e+05
           0    8.989549e+07    5.011554e+05
          16    7.504890e+07    5.011554e+05
           6    7.725319e+07    5.011554e+05
          22    7.738525e+07    5.011554e+05
          14    7.630480e+07    5.011554e+05
          24    7.683991e+07    5.011554e+05
          10    7.727873e+07    5.011554e+05
          18    7.528092e+07    5.011554e+05
          16    7.645888e+07    5.011554e+05
           0    8.908067e+07    5.011554e+05
           3    7.641159e+07    5.011554e+05
          29    7.719578e+07    5.011554e+05
           7    7.670638e+07    5.011554e+05
           9    7.639676e+07    5.011554e+05
           9    7.621730e+07    5.011554e+05
          11    7.625387e+07    5.011554e+05
          25    7.766230e+07    5.011554e+05
          13    7.603286e+07    5.011554e+05
           0    8.876150e+07    5.011554e+05
          15    7.681323e+07    5.011554e+05
          17    7.685456e+07    5.011554e+05
          -1    7.573080e+07    5.011554e+05
           0    8.927857e+07    5.011554e+05
           1    7.645612e+07    5.011554e+05
           3    7.630374e+07    5.011554e+05
