#       NCYC               I           I_err
           0    9.006058e+07    4.444468e+05
          26    7.831608e+07    4.444468e+05
          -1    7.942585e+07    4.444468e+05
           1    7.861356e+07    4.444468e+05
           0    8.870518e+07    4.444468e+05
           2    7.869952e+07    4.444468e+05
           6    7.878396e+07    4.444468e+05
           8    7.929931e+07    4.444468e+05
          12    7.906990e+07    4.444468e+05
           4    7.858267e+07    4.444468e+05
          20    7.950965e+07    4.444468e+05
           0    8.965849e+07    4.444468e+05
          16    7.753936e+07    4.444468e+05
           6    7.899078e+07    4.444468e+05
          22    7.924812e+07    4.444468e+05
          14    7.861150e+07    4.444468e+05
          24    7.878648e+07    4.444468e+05
          10    7.931433e+07    4.444468e+05
          18    7.877262e+07    4.444468e+05
          16    7.827808e+07    4.444468e+05
           0    8.895111e+07    4.444468e+05
           3    7.962287e+07    4.444468e+05
          29    7.913364e+07    4.444468e+05
           7    7.928492e+07    4.444468e+05
           9    7.947584e+07    4.444468e+05
           9    7.879380e+07    4.444468e+05
          11    7.900997e+07    4.444468e+05
          25    7.962357e+07    4.444468e+05
          13    7.906753e+07    4.444468e+05
           0    8.920184e+07    4.444468e+05
          15    7.834036e+07    4.444468e+05
          17    7.884663e+07    4.444468e+05
          -1    7.829502e+07    4.444468e+05
           0    8.980262e+07    4.444468e+05
           1    7.936372e+07    4.444468e+05
           3    7.843425e+07    4.444468e+05
