#       NCYC               I           I_err
           0    9.510375e+07    4.790290e+05
          26    8.182292e+07    4.790290e+05
          -1    8.078791e+07    4.790290e+05
           1    8.226981e+07    4.790290e+05
           0    9.532680e+07    4.790290e+05
           2    8.132825e+07    4.790290e+05
           6    8.173245e+07    4.790290e+05
           8    8.197341e+07    4.790290e+05
          12    8.138272e+07    4.790290e+05
           4    8.078467e+07    4.790290e+05
          20    8.223810e+07    4.790290e+05
           0    9.635492e+07    4.790290e+05
          16    8.149513e+07    4.790290e+05
           6    8.112130e+07    4.790290e+05
          22    8.168033e+07    4.790290e+05
          14    8.139645e+07    4.790290e+05
          24    8.172190e+07    4.790290e+05
          10    8.198275e+07    4.790290e+05
          18    8.216778e+07    4.790290e+05
          16    8.209605e+07    4.790290e+05
           0    9.415913e+07    4.790290e+05
           3    8.201523e+07    4.790290e+05
          29    8.213086e+07    4.790290e+05
           7    8.090491e+07    4.790290e+05
           9    8.090419e+07    4.790290e+05
           9    8.109381e+07    4.790290e+05
          11    8.242268e+07    4.790290e+05
          25    8.247154e+07    4.790290e+05
          13    8.199595e+07    4.790290e+05
           0    9.526395e+07    4.790290e+05
          15    8.158560e+07    4.790290e+05
          17    8.211253e+07    4.790290e+05
          -1    7.989858e+07    4.790290e+05
           0    9.405048e+07    4.790290e+05
           1    8.159890e+07    4.790290e+05
           3    8.119746e+07    4.790290e+05
