#       NCYC               I           I_err
           0    9.532640e+07    5.859777e+05
          26    7.892698e+07    5.859777e+05
          -1    7.729138e+07    5.859777e+05
           1    7.772860e+07    5.859777e+05
           0    9.404401e+07    5.859777e+05
           2    7.811355e+07    5.859777e+05
           6    7.903362e+07    5.859777e+05
           8    7.917047e+07    5.859777e+05
          12    7.899975e+07    5.859777e+05
           4    7.832304e+07    5.859777e+05
          20    7.902170e+07    5.859777e+05
           0    9.341058e+07    5.859777e+05
          16    7.783521e+07    5.859777e+05
           6    7.929589e+07    5.859777e+05
          22    7.966974e+07    5.859777e+05
          14    7.945499e+07    5.859777e+05
          24    8.054849e+07    5.859777e+05
          10    7.968108e+07    5.859777e+05
          18    7.965418e+07    5.859777e+05
          16    7.914509e+07    5.859777e+05
           0    9.434571e+07    5.859777e+05
           3    7.839812e+07    5.859777e+05
          29    7.916159e+07    5.859777e+05
           7    7.986369e+07    5.859777e+05
           9    7.955935e+07    5.859777e+05
           9    7.991095e+07    5.859777e+05
          11    7.905692e+07    5.859777e+05
          25    8.094197e+07    5.859777e+05
          13    8.010701e+07    5.859777e+05
           0    9.432144e+07    5.859777e+05
          15    7.959701e+07    5.859777e+05
          17    7.897961e+07    5.859777e+05
          -1    7.698930e+07    5.859777e+05
           0    9.508756e+07    5.859777e+05
           1    7.756662e+07    5.859777e+05
           3    7.912281e+07    5.859777e+05
