#       NCYC               I           I_err
           0    5.492678e+07    5.932906e+05
          26    3.767701e+07    5.932906e+05
          -1    2.461354e+07    5.932906e+05
           1    2.479566e+07    5.932906e+05
           0    5.510637e+07    5.932906e+05
           2    2.666378e+07    5.932906e+05
           6    3.287743e+07    5.932906e+05
           8    3.574215e+07    5.932906e+05
          12    3.719511e+07    5.932906e+05
           4    3.071059e+07    5.932906e+05
          20    3.880782e+07    5.932906e+05
           0    5.402547e+07    5.932906e+05
          16    3.728221e+07    5.932906e+05
           6    3.437316e+07    5.932906e+05
          22    3.831115e+07    5.932906e+05
          14    3.801892e+07    5.932906e+05
          24    3.869221e+07    5.932906e+05
          10    3.621055e+07    5.932906e+05
          18    3.853979e+07    5.932906e+05
          16    3.766467e+07    5.932906e+05
           0    5.408736e+07    5.932906e+05
           3    2.829339e+07    5.932906e+05
          29    3.775526e+07    5.932906e+05
           7    3.481243e+07    5.932906e+05
           9    3.536076e+07    5.932906e+05
           9    3.603086e+07    5.932906e+05
          11    3.655489e+07    5.932906e+05
          25    3.829205e+07    5.932906e+05
          13    3.751288e+07    5.932906e+05
           0    5.419745e+07    5.932906e+05
          15    3.745268e+07    5.932906e+05
          17    3.878907e+07    5.932906e+05
          -1    2.494560e+07    5.932906e+05
           0    5.572841e+07    5.932906e+05
           1    2.455078e+07    5.932906e+05
           3    2.819505e+07    5.932906e+05
